,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
1087,2017,Kole Calhoun,LAA,155,654,0.205,0.294,0.59,0.721,0.857,0.431,0.599,0.113,0.251,0.916666667,2522,0.478,0.763,193,154,93
1088,2019,Nick Ahmed,ARI,158,625,0.181,0.31,0.641,0.734,0.885,0.432,0.629,0.1,0.261,0.955696203,2357,0.493,0.798,219,144,90
1089,2014,Dioner Navarro,TOR,139,520,0.146,0.329,0.743,0.657,0.92,0.407,0.577,0.071,0.26,1.135359116,1975,0.463,0.845,164,148,99
1090,2016,Scooter Gennett,MIL,136,542,0.21,0.343,0.674,0.73,0.872,0.42,0.616,0.104,0.242,0.865168539,2069,0.505,0.794,172,133,80
1091,2014,Alexei Ramirez,CHW,158,657,0.123,0.37,0.692,0.67,0.942,0.45,0.653,0.08,0.253,1.337438424,2234,0.505,0.841,257,179,107
1092,2014,Coco Crisp,OAK,126,536,0.123,0.205,0.729,0.616,0.936,0.452,0.573,0.048,0.254,1.161290323,2148,0.391,0.877,156,159,81
1093,2014,David Freese,LAA,134,511,0.243,0.304,0.645,0.629,0.848,0.458,0.634,0.102,0.294,0.971671388,1984,0.453,0.774,167,88,88
1094,2014,Eric Hosmer,KCR,131,547,0.17,0.364,0.744,0.667,0.906,0.401,0.565,0.08,0.242,0.93877551,2112,0.486,0.833,212,132,70
1095,2019,Jackie Bradley Jr.,BOS,147,567,0.273,0.3,0.565,0.715,0.764,0.434,0.614,0.147,0.292,0.863291139,2210,0.48,0.694,169,114,58
1096,2013,Denard Span,WSN,153,662,0.116,0.27,0.832,0.627,0.961,0.455,0.627,0.036,0.24,1.178329571,2435,0.432,0.917,283,119,120
1097,2013,A.J. Pierzynski,TEX,134,529,0.144,0.49,0.757,0.767,0.902,0.404,0.612,0.101,0.205,1.002314815,1728,0.602,0.832,184,152,97
1098,2017,Yolmer Sanchez,CHW,141,534,0.208,0.347,0.66,0.678,0.85,0.458,0.655,0.11,0.285,0.928217822,2004,0.499,0.779,167,127,81
1099,2017,Jackie Bradley Jr.,BOS,133,541,0.229,0.3,0.607,0.679,0.787,0.45,0.542,0.13,0.291,1.074850299,2033,0.471,0.724,176,117,66
1100,2016,Starlin Castro,NYY,151,610,0.193,0.364,0.648,0.692,0.862,0.466,0.631,0.113,0.274,1.040358744,2251,0.517,0.782,228,140,96
1101,2014,Desmond Jennings,TBR,123,542,0.199,0.228,0.639,0.608,0.877,0.483,0.579,0.079,0.283,1,2160,0.412,0.809,175,122,63
1102,2019,Willy Adames,TBR,152,584,0.262,0.275,0.571,0.703,0.845,0.453,0.628,0.114,0.283,0.828193833,2338,0.469,0.757,176,114,86
1103,2010,Chase Headley,SDP,161,674,0.206,0.266,0.614,0.667,0.892,0.435,0.571,0.088,0.268,1.034858388,2654,0.441,0.798,219,171,85
1104,2017,Miguel Cabrera,DET,130,529,0.208,0.322,0.638,0.735,0.862,0.439,0.607,0.11,0.245,0.820861678,2045,0.503,0.781,144,119,99
1105,2012,Danny Espinosa,WSN,160,658,0.287,0.396,0.569,0.703,0.815,0.412,0.646,0.153,0.282,0.740186916,2522,0.523,0.706,186,135,75
1106,2017,Ian Kinsler,DET,139,613,0.14,0.272,0.736,0.655,0.925,0.446,0.612,0.062,0.25,1.01750547,2417,0.443,0.861,153,216,96
1107,2017,Evan Longoria,TBR,156,677,0.161,0.349,0.713,0.694,0.874,0.431,0.628,0.095,0.249,1.055214724,2492,0.498,0.81,224,190,102
1108,2017,Jose Reyes,NYM,145,561,0.141,0.306,0.707,0.628,0.911,0.447,0.615,0.075,0.269,1.185393258,2074,0.45,0.834,157,182,83
1109,2016,Zack Cozart,CIN,121,508,0.165,0.289,0.651,0.664,0.916,0.484,0.604,0.079,0.257,1.066852368,1898,0.47,0.832,151,153,79
1110,2017,Dee Strange-Gordon,MIA,158,695,0.134,0.366,0.779,0.678,0.916,0.5,0.65,0.069,0.235,0.970961887,2397,0.522,0.868,308,105,122
1111,2013,Alberto Callaspo,- - -,136,516,0.091,0.25,0.864,0.623,0.93,0.417,0.556,0.038,0.231,1.304761905,1975,0.406,0.906,164,146,101
1112,2014,Dee Strange-Gordon,LAD,148,650,0.165,0.325,0.793,0.566,0.919,0.491,0.626,0.057,0.282,0.942740286,2459,0.443,0.872,275,88,98
1113,2017,Chris Davis,BAL,128,524,0.372,0.298,0.479,0.6,0.79,0.43,0.616,0.143,0.336,0.774193548,2118,0.428,0.667,97,105,62
1114,2011,Jason Bay,NYM,123,509,0.214,0.273,0.663,0.612,0.825,0.447,0.587,0.098,0.281,1.125412541,1976,0.425,0.767,146,136,59
1115,2016,Chase Utley,LAD,138,565,0.204,0.222,0.638,0.597,0.898,0.479,0.593,0.071,0.295,1.158357771,2224,0.402,0.823,174,133,88
1116,2018,Jonathan Villar,- - -,141,515,0.268,0.308,0.63,0.712,0.774,0.431,0.656,0.134,0.282,0.730593607,2178,0.482,0.722,179,78,63
1117,2017,Byron Buxton,MIN,140,511,0.294,0.311,0.511,0.67,0.821,0.478,0.618,0.137,0.298,0.755725191,1991,0.483,0.717,115,113,69
1118,2016,Denard Span,SFG,143,637,0.124,0.265,0.734,0.646,0.944,0.46,0.587,0.055,0.243,1.06345733,2449,0.44,0.875,256,120,110
1119,2011,David DeJesus,OAK,131,506,0.17,0.237,0.738,0.585,0.914,0.437,0.579,0.057,0.275,1.114285714,2006,0.389,0.854,150,130,71
1120,2013,Yunel Escobar,TBR,153,578,0.126,0.249,0.696,0.681,0.902,0.446,0.559,0.071,0.228,1.235127479,2129,0.442,0.838,233,118,85
1121,2015,Billy Butler,OAK,151,601,0.168,0.295,0.664,0.631,0.911,0.462,0.622,0.079,0.273,1.122137405,2248,0.45,0.824,224,139,78
1122,2017,Yangervis Solarte,SDP,128,512,0.119,0.345,0.744,0.727,0.921,0.444,0.631,0.074,0.216,1.105405405,1773,0.514,0.855,170,172,67
1123,2018,Yoan Moncada,CHW,149,650,0.334,0.233,0.499,0.639,0.798,0.438,0.612,0.122,0.313,0.878640777,2679,0.411,0.703,135,145,82
1124,2016,Maikel Franco,PHI,152,630,0.168,0.344,0.614,0.744,0.863,0.441,0.613,0.118,0.249,1.137767221,2246,0.52,0.771,213,170,96
1125,2013,Ryan Doumit,MIN,135,538,0.184,0.309,0.628,0.662,0.858,0.413,0.545,0.106,0.271,1.120689655,2118,0.455,0.766,185,129,76
1126,2015,Marcus Semien,OAK,155,601,0.22,0.253,0.592,0.635,0.88,0.483,0.582,0.09,0.286,1.065162907,2370,0.438,0.794,162,165,98
1127,2015,Nick Castellanos,DET,154,595,0.255,0.342,0.532,0.698,0.838,0.435,0.644,0.139,0.289,0.948235294,2317,0.497,0.719,146,163,94
1128,2018,Jeimer Candelario,DET,144,619,0.258,0.286,0.623,0.619,0.852,0.424,0.554,0.101,0.29,0.788501027,2673,0.427,0.763,160,156,68
1129,2016,Chase Headley,NYY,140,529,0.223,0.277,0.589,0.661,0.873,0.424,0.594,0.101,0.27,0.991573034,2093,0.44,0.77,156,113,84
1130,2017,Danny Valencia,SEA,130,500,0.244,0.296,0.546,0.589,0.824,0.454,0.56,0.121,0.322,1.195729537,2000,0.429,0.719,161,104,71
1131,2015,Joe Mauer,MIN,158,666,0.168,0.271,0.747,0.574,0.902,0.456,0.572,0.062,0.281,1.043383948,2715,0.41,0.846,268,97,116
1132,2014,Billy Butler,KCR,151,603,0.159,0.333,0.691,0.648,0.905,0.458,0.624,0.084,0.263,1.209973753,2143,0.477,0.824,228,131,102
1133,2018,Jackie Bradley Jr.,BOS,144,535,0.256,0.278,0.574,0.714,0.791,0.439,0.615,0.132,0.28,0.860406091,2168,0.47,0.719,146,123,70
1134,2013,Mark Reynolds,- - -,135,504,0.306,0.29,0.545,0.701,0.746,0.444,0.599,0.152,0.301,0.748717949,2126,0.473,0.678,115,124,53
1135,2012,Omar Infante,- - -,149,588,0.111,0.329,0.749,0.63,0.928,0.485,0.585,0.064,0.259,1.456716418,2005,0.475,0.864,199,191,98
1136,2014,Alejandro De Aza,- - -,142,528,0.225,0.304,0.589,0.7,0.898,0.42,0.634,0.102,0.276,0.840963855,2079,0.47,0.782,146,110,93
1137,2012,Shane Victorino,- - -,154,666,0.12,0.329,0.777,0.583,0.943,0.406,0.548,0.057,0.257,1.251833741,2456,0.432,0.868,237,184,91
1138,2015,Kevin Pillar,TOR,159,628,0.135,0.401,0.736,0.63,0.901,0.468,0.651,0.085,0.266,1.064794816,2262,0.508,0.832,204,181,108
1139,2016,Travis Shaw,BOS,145,530,0.251,0.327,0.656,0.686,0.853,0.426,0.574,0.107,0.262,0.788288288,2131,0.48,0.776,127,156,67
1140,2010,Carlos Lee,HOU,157,649,0.091,0.334,0.756,0.68,0.948,0.453,0.601,0.06,0.216,1.354679803,2220,0.491,0.877,212,252,86
1141,2015,Kolten Wong,STL,150,613,0.155,0.35,0.704,0.733,0.908,0.396,0.563,0.089,0.23,0.966597077,2282,0.502,0.822,207,152,104
1142,2010,Adam Lind,TOR,150,613,0.235,0.336,0.657,0.695,0.861,0.432,0.582,0.107,0.273,0.910638298,2338,0.491,0.782,175,173,80
1143,2018,Eric Hosmer,SDP,157,677,0.21,0.331,0.584,0.707,0.857,0.409,0.564,0.123,0.263,1.02832244,2571,0.485,0.747,285,93,94
1144,2017,Manuel Margot,SDP,126,529,0.2,0.29,0.65,0.639,0.892,0.473,0.645,0.086,0.28,1.032608696,2026,0.455,0.811,154,138,88
1145,2014,Brandon Crawford,SFG,153,564,0.229,0.29,0.552,0.716,0.835,0.439,0.617,0.123,0.275,0.941025641,2150,0.477,0.738,139,154,74
1146,2017,Orlando Arcia,MIL,153,548,0.182,0.387,0.614,0.737,0.857,0.438,0.641,0.13,0.263,1.002463054,1984,0.54,0.759,210,116,81
1147,2015,Kevin Kiermaier,TBR,151,535,0.178,0.328,0.702,0.708,0.867,0.471,0.647,0.096,0.248,1.025252525,1954,0.507,0.81,194,119,93
1148,2017,Jorge Polanco,MIN,133,544,0.143,0.269,0.742,0.61,0.925,0.476,0.596,0.058,0.259,1.132963989,2065,0.431,0.865,155,175,79
1149,2014,Alex Rios,TEX,131,521,0.179,0.302,0.702,0.632,0.917,0.449,0.566,0.073,0.265,1.100817439,2045,0.45,0.838,173,136,95
1150,2011,Juan Rivera,- - -,132,521,0.146,0.333,0.747,0.66,0.918,0.429,0.597,0.071,0.23,1.14,1865,0.473,0.849,173,141,85
1151,2019,Eric Hosmer,SDP,160,667,0.244,0.359,0.581,0.728,0.849,0.383,0.579,0.135,0.28,0.966315789,2558,0.5,0.73,257,106,96
1152,2010,Jhonny Peralta,- - -,148,615,0.167,0.308,0.689,0.714,0.865,0.433,0.556,0.095,0.232,0.954166667,2416,0.484,0.802,157,199,102
1153,2010,Rajai Davis,OAK,143,561,0.139,0.335,0.726,0.671,0.908,0.471,0.586,0.077,0.238,1.260623229,1919,0.493,0.843,212,164,69
1154,2013,Trevor Plouffe,MIN,129,522,0.215,0.286,0.678,0.598,0.887,0.463,0.648,0.08,0.3,1.198697068,1926,0.431,0.813,142,135,91
1155,2012,Carlos Pena,TBR,160,600,0.303,0.269,0.526,0.674,0.755,0.399,0.573,0.142,0.288,0.774193548,2486,0.43,0.669,116,133,63
1156,2015,Jay Bruce,CIN,157,649,0.223,0.318,0.617,0.752,0.873,0.383,0.589,0.11,0.24,0.880715706,2543,0.484,0.769,164,196,83
1157,2015,Derek Norris,SDP,147,557,0.235,0.263,0.563,0.637,0.892,0.499,0.591,0.092,0.286,0.934466019,2225,0.45,0.796,160,158,67
1158,2015,Aramis Ramirez,- - -,137,516,0.132,0.366,0.73,0.747,0.9,0.438,0.655,0.088,0.219,1.043037975,1815,0.533,0.834,157,178,77
1159,2012,Desmond Jennings,TBR,132,563,0.213,0.27,0.704,0.597,0.848,0.485,0.611,0.085,0.291,0.994750656,2213,0.429,0.801,159,144,76
1160,2014,David Wright,NYM,134,586,0.193,0.267,0.668,0.683,0.89,0.47,0.58,0.082,0.245,1.026442308,2214,0.463,0.822,170,157,100
1161,2018,Ender Inciarte,ATL,156,660,0.13,0.31,0.804,0.71,0.903,0.453,0.632,0.064,0.219,0.961904762,2415,0.491,0.869,228,156,121
1162,2018,Jason Kipnis,CLE,147,601,0.186,0.283,0.661,0.621,0.901,0.427,0.527,0.081,0.271,0.974238876,2437,0.427,0.81,140,186,90
1163,2016,Jacoby Ellsbury,NYY,148,626,0.134,0.278,0.653,0.673,0.936,0.461,0.626,0.072,0.239,1.077981651,2334,0.46,0.844,218,145,107
1164,2017,Jordy Mercer,PIT,145,558,0.158,0.262,0.722,0.598,0.918,0.465,0.552,0.062,0.271,1.134246575,2187,0.418,0.852,200,128,86
1165,2010,Michael Bourn,HOU,141,605,0.18,0.233,0.687,0.609,0.878,0.453,0.59,0.073,0.27,1.020100503,2440,0.403,0.818,241,94,71
1166,2019,Albert Pujols,LAA,131,545,0.125,0.329,0.735,0.608,0.905,0.416,0.563,0.075,0.272,1.263929619,2085,0.445,0.832,198,167,66
1167,2013,Leonys Martin,TEX,147,508,0.205,0.358,0.658,0.626,0.88,0.44,0.624,0.102,0.279,0.957507082,1848,0.476,0.786,172,95,71
1168,2013,Nolan Arenado,COL,133,514,0.14,0.415,0.734,0.723,0.88,0.453,0.642,0.1,0.238,1.124324324,1726,0.555,0.82,177,140,99
1169,2019,Adam Jones,ARI,137,528,0.191,0.414,0.594,0.729,0.869,0.403,0.621,0.139,0.276,0.992268041,1923,0.541,0.743,166,145,74
1170,2016,Adonis Garcia,ATL,134,563,0.165,0.388,0.693,0.702,0.879,0.446,0.629,0.103,0.253,1.075980392,1998,0.528,0.803,230,117,92
1171,2014,Chris Davis,BAL,127,525,0.33,0.308,0.489,0.704,0.777,0.404,0.625,0.155,0.297,0.704260652,2190,0.468,0.663,97,115,69
1172,2015,Brandon Moss,- - -,145,526,0.281,0.326,0.55,0.732,0.824,0.418,0.58,0.138,0.273,0.787804878,2056,0.496,0.719,105,152,66
1173,2014,Erick Aybar,LAA,156,641,0.097,0.368,0.804,0.656,0.939,0.438,0.637,0.058,0.224,1.256658596,2136,0.494,0.883,256,145,118
1174,2018,Trey Mancini,BAL,156,636,0.241,0.344,0.635,0.704,0.818,0.421,0.619,0.127,0.283,0.87854251,2516,0.496,0.744,237,115,82
1175,2011,Drew Stubbs,CIN,158,681,0.301,0.248,0.54,0.653,0.817,0.442,0.615,0.116,0.291,0.885393258,2698,0.427,0.728,186,131,77
1176,2012,Alberto Callaspo,LAA,138,520,0.113,0.206,0.862,0.624,0.918,0.446,0.563,0.039,0.244,1.35016835,1970,0.393,0.901,175,143,83
1177,2019,Josh Reddick,HOU,141,550,0.12,0.331,0.765,0.742,0.928,0.431,0.602,0.067,0.206,1.016055046,1993,0.508,0.868,173,166,104
1178,2015,Ryan Howard,PHI,129,503,0.274,0.384,0.528,0.778,0.814,0.414,0.577,0.166,0.267,0.849104859,1897,0.547,0.697,118,122,92
1179,2016,Salvador Perez,KCR,139,546,0.218,0.442,0.658,0.701,0.904,0.422,0.668,0.115,0.256,0.942992874,1875,0.552,0.79,137,187,73
1180,2014,Asdrubal Cabrera,- - -,146,616,0.175,0.34,0.684,0.738,0.892,0.417,0.622,0.095,0.229,0.888663968,2274,0.506,0.811,169,186,84
1181,2010,Cliff Pennington,OAK,156,576,0.167,0.261,0.735,0.634,0.928,0.468,0.604,0.058,0.246,0.870967742,2309,0.435,0.866,144,174,87
1182,2018,Marcus Semien,OAK,159,703,0.186,0.262,0.672,0.671,0.883,0.43,0.612,0.083,0.262,0.986407767,2881,0.438,0.811,199,193,116
1183,2016,Mitch Moreland,TEX,147,503,0.235,0.341,0.589,0.714,0.839,0.396,0.529,0.129,0.271,0.936986301,1971,0.489,0.734,142,128,72
1184,2014,Miguel Montero,ARI,136,560,0.173,0.289,0.683,0.755,0.865,0.433,0.579,0.094,0.224,0.862445415,2161,0.491,0.804,182,131,82
1185,2019,Freddy Galvis,- - -,147,589,0.246,0.402,0.634,0.732,0.819,0.418,0.613,0.141,0.283,0.820359281,2288,0.54,0.738,166,159,86
1186,2013,Gregor Blanco,SFG,141,511,0.186,0.262,0.687,0.667,0.927,0.438,0.564,0.067,0.242,0.940860215,1943,0.439,0.847,155,98,97
1187,2018,Tucker Barnhart,CIN,138,522,0.184,0.288,0.662,0.69,0.909,0.413,0.559,0.083,0.23,0.989041096,1958,0.454,0.817,162,111,88
1188,2011,Hideki Matsui,OAK,141,585,0.144,0.245,0.744,0.61,0.914,0.446,0.559,0.058,0.264,1.3115727,2229,0.408,0.857,188,162,92
1189,2015,Cameron Maybin,ATL,141,555,0.184,0.267,0.641,0.62,0.896,0.474,0.605,0.08,0.278,1.10989011,2174,0.434,0.814,234,81,89
1190,2013,Brandon Phillips,CIN,151,666,0.147,0.378,0.651,0.748,0.893,0.421,0.635,0.109,0.234,1.009784736,2422,0.534,0.794,239,178,99
1191,2012,Carlos Lee,- - -,147,615,0.08,0.248,0.793,0.604,0.945,0.459,0.553,0.043,0.244,1.584375,2243,0.412,0.895,207,188,112
1192,2013,Asdrubal Cabrera,CLE,136,562,0.203,0.338,0.691,0.675,0.872,0.429,0.61,0.097,0.253,0.90617849,2162,0.482,0.799,144,161,91
1193,2010,Denard Span,MIN,153,705,0.105,0.187,0.808,0.603,0.955,0.497,0.6,0.031,0.25,1.277647059,2677,0.393,0.92,295,150,98
1194,2014,Nick Castellanos,DET,148,579,0.242,0.329,0.51,0.743,0.849,0.445,0.623,0.138,0.273,0.917431193,2239,0.513,0.728,140,146,114
1195,2014,Alcides Escobar,KCR,162,620,0.134,0.359,0.74,0.69,0.895,0.464,0.629,0.083,0.24,1.060869565,2207,0.513,0.837,213,157,118
1196,2015,Melky Cabrera,CHW,158,683,0.129,0.34,0.821,0.635,0.922,0.436,0.613,0.056,0.245,1.074363992,2572,0.468,0.881,254,164,131
1197,2019,Randal Grichuk,TOR,151,628,0.26,0.364,0.574,0.706,0.872,0.404,0.615,0.129,0.281,0.894736842,2413,0.502,0.743,166,179,80
1198,2015,Chase Headley,NYY,156,642,0.21,0.247,0.604,0.654,0.893,0.445,0.575,0.086,0.276,1.044289044,2561,0.428,0.8,193,136,119
1199,2019,Starlin Castro,MIA,162,676,0.164,0.345,0.702,0.694,0.909,0.421,0.602,0.086,0.254,1.124210526,2485,0.492,0.825,256,176,102
1200,2011,Raul Ibanez,PHI,144,575,0.184,0.316,0.673,0.678,0.852,0.42,0.581,0.101,0.279,1.25433526,2130,0.468,0.782,201,151,82
1201,2010,Miguel Tejada,- - -,156,681,0.098,0.352,0.787,0.689,0.947,0.474,0.579,0.057,0.212,1.200845666,2288,0.512,0.889,277,182,109
1202,2010,Ian Desmond,WSN,154,574,0.19,0.324,0.59,0.665,0.897,0.456,0.618,0.102,0.269,1.194202899,2012,0.48,0.784,217,130,65
1203,2014,Leonys Martin,TEX,155,583,0.196,0.368,0.657,0.674,0.893,0.424,0.619,0.103,0.258,0.861538462,2144,0.498,0.793,197,109,86
1204,2019,Jose Iglesias,CIN,146,530,0.132,0.467,0.816,0.681,0.905,0.406,0.647,0.077,0.253,0.893223819,1936,0.554,0.86,227,105,103
1205,2018,Brandon Crawford,SFG,151,594,0.205,0.326,0.586,0.778,0.817,0.432,0.62,0.138,0.267,0.942791762,2218,0.521,0.735,180,127,105
1206,2014,Ryan Howard,PHI,153,648,0.293,0.341,0.519,0.713,0.796,0.391,0.549,0.155,0.281,0.791752577,2637,0.486,0.678,156,143,85
1207,2010,Jorge Cantu,- - -,127,515,0.184,0.35,0.678,0.685,0.875,0.437,0.563,0.101,0.262,0.936585366,2012,0.496,0.796,152,150,82
1208,2014,Brian McCann,NYY,140,538,0.143,0.313,0.778,0.612,0.921,0.413,0.559,0.061,0.254,1.18028169,2061,0.436,0.861,137,189,93
1209,2011,Angel Pagan,NYM,123,532,0.117,0.288,0.823,0.636,0.943,0.428,0.57,0.044,0.216,1.183908046,1937,0.437,0.898,144,169,99
1210,2011,Omar Infante,FLA,148,640,0.105,0.321,0.761,0.606,0.964,0.478,0.608,0.05,0.252,1.285714286,2238,0.458,0.89,218,183,112
1211,2015,Brett Lawrie,OAK,149,602,0.239,0.354,0.611,0.64,0.845,0.468,0.635,0.119,0.294,0.995283019,2297,0.488,0.755,206,138,78
1212,2017,Tommy Joseph,PHI,142,533,0.242,0.36,0.598,0.673,0.855,0.434,0.614,0.124,0.284,0.9609375,2026,0.496,0.749,154,144,71
1213,2011,Austin Jackson,DET,153,668,0.271,0.27,0.614,0.624,0.848,0.483,0.617,0.1,0.291,0.791666667,2646,0.441,0.774,188,144,67
1214,2012,Mike Moustakas,KCR,149,614,0.202,0.372,0.662,0.667,0.871,0.413,0.541,0.108,0.263,0.913580247,2416,0.494,0.779,150,221,73
1215,2012,Delmon Young,DET,151,608,0.184,0.438,0.625,0.8,0.859,0.42,0.653,0.142,0.241,1.021786492,2074,0.59,0.758,202,162,105
1216,2014,Dustin Ackley,SEA,143,542,0.166,0.262,0.718,0.619,0.913,0.472,0.577,0.064,0.277,1.214705882,2054,0.431,0.851,187,150,76
1217,2011,Cliff Pennington,OAK,148,570,0.182,0.278,0.762,0.639,0.9,0.449,0.572,0.065,0.26,0.890829694,2311,0.44,0.852,145,162,101
1218,2019,Miguel Rojas,MIA,132,526,0.118,0.322,0.744,0.659,0.911,0.44,0.669,0.072,0.258,1.321875,1867,0.47,0.847,198,125,100
1219,2018,Brett Gardner,NYY,140,609,0.176,0.217,0.753,0.534,0.937,0.451,0.55,0.045,0.278,1.092544987,2581,0.36,0.876,207,142,76
1220,2011,Coco Crisp,OAK,136,583,0.111,0.268,0.752,0.668,0.927,0.449,0.624,0.058,0.235,1.424615385,2024,0.448,0.869,195,157,111
1221,2016,Stephen Vogt,OAK,137,532,0.156,0.325,0.735,0.611,0.908,0.452,0.596,0.073,0.27,1.019950125,2124,0.454,0.84,124,190,95
1222,2015,Austin Jackson,- - -,136,527,0.239,0.266,0.632,0.636,0.875,0.471,0.617,0.089,0.29,0.880778589,2201,0.44,0.798,185,89,88
1223,2010,Matt Wieters,BAL,130,502,0.187,0.294,0.714,0.612,0.898,0.433,0.596,0.073,0.26,0.997214485,2007,0.432,0.827,166,137,55
1224,2018,Alex Gordon,KCR,141,568,0.218,0.297,0.59,0.67,0.87,0.442,0.609,0.106,0.275,0.967171717,2191,0.462,0.77,167,115,101
1225,2015,Gregory Polanco,PIT,153,652,0.186,0.306,0.705,0.632,0.892,0.415,0.574,0.08,0.255,1.054176072,2528,0.441,0.816,212,163,92
1226,2013,Nick Markakis,BAL,160,700,0.109,0.282,0.826,0.613,0.928,0.446,0.569,0.047,0.256,1.252212389,2664,0.429,0.891,264,174,128
1227,2012,Ruben Tejada,NYM,114,501,0.146,0.307,0.743,0.633,0.934,0.469,0.627,0.062,0.252,1.08033241,1884,0.46,0.866,155,118,117
1228,2014,Ben Revere,PHI,151,626,0.078,0.28,0.832,0.555,0.973,0.48,0.609,0.031,0.284,1.732484076,2257,0.412,0.923,352,78,114
1229,2018,Salvador Perez,KCR,129,544,0.199,0.484,0.664,0.713,0.901,0.374,0.671,0.128,0.252,0.916666667,1926,0.57,0.775,141,183,83
1230,2013,Alexei Ramirez,CHW,158,674,0.101,0.408,0.802,0.701,0.934,0.468,0.663,0.065,0.214,1.149494949,2216,0.545,0.881,277,166,126
1231,2015,Torii Hunter,MIN,139,567,0.185,0.367,0.69,0.736,0.848,0.452,0.64,0.113,0.245,0.902597403,2087,0.534,0.789,202,143,72
1232,2015,Anthony Gose,DET,140,535,0.271,0.297,0.546,0.713,0.855,0.445,0.622,0.121,0.257,0.720357942,2131,0.482,0.749,174,81,67
1233,2010,Jason Bartlett,TBR,135,532,0.156,0.239,0.664,0.633,0.903,0.488,0.607,0.07,0.252,1.100574713,2027,0.432,0.835,172,132,79
1234,2018,Brian Dozier,- - -,151,632,0.204,0.225,0.654,0.605,0.857,0.449,0.565,0.082,0.288,1.064676617,2643,0.396,0.793,169,187,72
1235,2015,Addison Russell,CHC,142,523,0.285,0.303,0.511,0.701,0.823,0.443,0.614,0.137,0.298,0.786407767,2154,0.479,0.713,133,132,59
1236,2011,Delmon Young,- - -,124,503,0.169,0.402,0.71,0.727,0.877,0.439,0.624,0.104,0.236,1.062162162,1734,0.545,0.807,183,138,72
1237,2015,Wilmer Flores,NYM,137,510,0.124,0.314,0.82,0.68,0.898,0.476,0.61,0.062,0.243,1.012019231,1969,0.488,0.871,176,156,89
1238,2016,Jordy Mercer,PIT,149,584,0.142,0.278,0.73,0.618,0.925,0.47,0.616,0.061,0.262,1.028235294,2292,0.438,0.859,212,139,86
1239,2016,Howie Kendrick,LAD,146,543,0.177,0.305,0.65,0.688,0.889,0.459,0.637,0.092,0.251,0.95377129,2069,0.481,0.807,239,77,76
1240,2014,Salvador Perez,KCR,150,606,0.14,0.451,0.769,0.682,0.927,0.43,0.649,0.08,0.236,1.080610022,2029,0.551,0.854,194,196,106
1241,2011,Placido Polanco,PHI,122,523,0.084,0.269,0.85,0.603,0.951,0.475,0.581,0.035,0.239,1.309090909,1945,0.427,0.918,183,138,111
1242,2015,Johnny Giavotella,LAA,129,502,0.118,0.274,0.725,0.639,0.931,0.49,0.614,0.06,0.255,1.354948805,1756,0.453,0.867,182,121,94
1243,2013,Andrelton Simmons,ATL,157,658,0.084,0.285,0.768,0.633,0.924,0.494,0.623,0.057,0.247,1.454787234,2307,0.457,0.875,232,214,101
1244,2017,Hunter Pence,SFG,134,539,0.189,0.298,0.61,0.656,0.835,0.42,0.605,0.113,0.281,1.226708075,2136,0.449,0.748,226,116,53
1245,2013,Dan Uggla,ATL,136,537,0.318,0.227,0.463,0.674,0.758,0.435,0.575,0.139,0.3,0.811594203,2224,0.421,0.668,111,132,37
1246,2015,Didi Gregorius,NYY,155,578,0.147,0.363,0.677,0.711,0.873,0.435,0.633,0.106,0.25,1.070048309,2093,0.515,0.795,198,151,94
1247,2016,Alex Gordon,KCR,128,506,0.292,0.249,0.487,0.681,0.831,0.435,0.595,0.122,0.286,0.803234501,2126,0.437,0.72,113,113,72
1248,2011,John Buck,FLA,140,530,0.217,0.307,0.675,0.73,0.811,0.438,0.613,0.115,0.248,0.897959184,1982,0.492,0.763,144,144,64
1249,2014,J.J. Hardy,BAL,141,569,0.183,0.281,0.636,0.52,0.918,0.486,0.585,0.073,0.328,1.470790378,2222,0.397,0.815,185,161,82
1250,2011,Colby Rasmus,- - -,129,526,0.221,0.294,0.596,0.734,0.864,0.428,0.631,0.111,0.252,0.88,2023,0.482,0.771,126,168,58
1251,2011,Robert Andino,BAL,139,511,0.162,0.266,0.727,0.61,0.905,0.472,0.591,0.066,0.27,1.100303951,1903,0.429,0.846,166,119,77
1252,2011,Martin Prado,ATL,129,590,0.088,0.282,0.805,0.563,0.961,0.471,0.569,0.039,0.263,1.529051988,2208,0.414,0.905,254,173,73
1253,2017,Kevin Pillar,TOR,154,632,0.15,0.401,0.725,0.67,0.942,0.44,0.639,0.079,0.25,1.022774327,2220,0.519,0.848,213,180,101
1254,2013,Matt Wieters,BAL,148,579,0.18,0.328,0.756,0.707,0.857,0.419,0.549,0.088,0.239,0.903563941,2283,0.487,0.817,166,189,76
1255,2019,Lorenzo Cain,MIL,148,623,0.17,0.28,0.663,0.666,0.914,0.433,0.604,0.078,0.252,0.989247312,2508,0.447,0.825,231,111,118
1256,2010,Yuniesky Betancourt,KCR,151,588,0.109,0.373,0.765,0.723,0.949,0.454,0.67,0.064,0.209,1.30952381,1868,0.532,0.878,197,210,88
