,Season,Name,Team,G,PA,BB%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
834,2012,Pablo Sandoval,SFG,108,442,0.086,0.437,0.75,0.814,0.866,0.328,0.604,0.108,0.19,0.875318066,1635,0.56,0.805,148,126,70
835,2021,Enrique Hernandez,BOS,134,585,0.104,0.276,0.602,0.689,0.878,0.411,0.585,0.099,0.264,1.065789474,2265,0.446,0.777,132,187,86
836,2017,Starlin Castro,NYY,112,473,0.049,0.342,0.641,0.714,0.871,0.424,0.607,0.11,0.264,0.972451791,1839,0.499,0.78,183,99,71
837,2018,A.J. Pollock,ARI,113,460,0.067,0.336,0.584,0.673,0.906,0.43,0.607,0.107,0.272,0.987654321,1720,0.481,0.778,135,123,62
838,2017,Michael A. Taylor,WSN,118,432,0.067,0.302,0.494,0.71,0.784,0.465,0.632,0.153,0.309,0.886986301,1630,0.491,0.689,111,95,53
839,2019,David Peralta,ARI,99,423,0.083,0.371,0.648,0.697,0.871,0.407,0.65,0.114,0.264,0.945686901,1562,0.504,0.774,151,82,63
840,2011,Jon Jay,STL,159,503,0.056,0.311,0.677,0.681,0.92,0.435,0.608,0.08,0.244,1.090643275,1826,0.472,0.83,202,87,84
841,2016,Odubel Herrera,PHI,159,656,0.096,0.346,0.673,0.683,0.858,0.409,0.587,0.106,0.249,0.801444043,2643,0.484,0.78,206,142,96
842,2017,Trea Turner,WSN,98,447,0.067,0.252,0.598,0.637,0.865,0.475,0.611,0.094,0.278,1.340080972,1694,0.435,0.784,171,111,49
843,2018,Joey Wendle,TBR,139,545,0.068,0.359,0.702,0.627,0.914,0.395,0.571,0.086,0.28,1.13960114,1981,0.465,0.815,184,129,87
844,2011,Starlin Castro,CHC,158,715,0.049,0.323,0.708,0.675,0.929,0.461,0.596,0.073,0.243,1.161676647,2627,0.485,0.85,283,182,117
845,2011,Chase Utley,PHI,103,454,0.086,0.276,0.773,0.586,0.941,0.417,0.537,0.05,0.254,1.297794118,1767,0.405,0.874,145,163,45
846,2014,Marcell Ozuna,MIA,153,612,0.067,0.32,0.5,0.654,0.833,0.441,0.631,0.137,0.317,1.062992126,2388,0.467,0.705,197,137,71
847,2021,Jean Segura,PHI,131,567,0.069,0.343,0.738,0.648,0.905,0.454,0.621,0.077,0.255,0.986486486,2182,0.481,0.84,228,126,84
848,2013,Stephen Drew,BOS,124,501,0.108,0.244,0.612,0.608,0.863,0.441,0.585,0.089,0.298,0.996904025,2052,0.404,0.778,107,134,81
849,2015,Chris Coghlan,CHC,148,503,0.115,0.232,0.633,0.697,0.896,0.448,0.561,0.079,0.245,0.895561358,2016,0.44,0.819,157,117,69
850,2021,Robbie Grossman,DET,156,671,0.146,0.192,0.646,0.64,0.871,0.426,0.541,0.074,0.271,0.879049676,2817,0.383,0.806,120,188,99
851,2015,Starling Marte,PIT,153,633,0.043,0.394,0.59,0.775,0.858,0.458,0.695,0.137,0.257,0.845864662,2281,0.568,0.758,242,102,106
852,2015,Adrian Beltre,TEX,143,619,0.066,0.359,0.754,0.643,0.904,0.441,0.619,0.076,0.253,1.208530806,2288,0.484,0.842,212,182,116
853,2021,Wilmer Flores,SFG,139,436,0.094,0.296,0.761,0.702,0.902,0.404,0.654,0.07,0.249,0.99408284,1727,0.46,0.848,126,138,72
854,2021,Willson Contreras,CHC,128,483,0.108,0.307,0.474,0.66,0.818,0.406,0.596,0.145,0.305,0.866459627,1969,0.45,0.678,140,94,45
855,2021,Nathaniel Lowe,TEX,157,642,0.125,0.269,0.67,0.679,0.854,0.434,0.59,0.093,0.261,0.719710669,2691,0.447,0.791,217,109,72
856,2016,Devon Travis,TOR,101,432,0.046,0.363,0.717,0.64,0.905,0.47,0.632,0.083,0.26,0.838961039,1726,0.493,0.832,150,111,62
857,2018,Scott Schebler,CIN,107,430,0.091,0.35,0.567,0.825,0.79,0.414,0.6,0.161,0.253,0.86809816,1576,0.547,0.706,138,84,61
858,2018,Jose Abreu,CHW,128,553,0.067,0.372,0.669,0.659,0.869,0.411,0.624,0.108,0.28,0.968215159,2108,0.49,0.779,175,137,84
859,2018,Starling Marte,PIT,145,606,0.058,0.361,0.608,0.772,0.873,0.427,0.634,0.123,0.237,0.900608519,2267,0.536,0.771,225,143,76
860,2011,Torii Hunter,LAA,156,649,0.096,0.291,0.609,0.655,0.856,0.456,0.626,0.104,0.276,1.034246575,2528,0.457,0.771,207,151,95
861,2015,Dee Strange-Gordon,MIA,145,653,0.038,0.375,0.791,0.65,0.937,0.47,0.649,0.061,0.234,0.994,2248,0.504,0.88,297,93,107
862,2013,Kyle Seager,SEA,160,695,0.098,0.259,0.685,0.63,0.903,0.43,0.573,0.073,0.261,1.031185031,2823,0.419,0.826,170,223,103
863,2013,Chris Carter,HOU,148,585,0.12,0.276,0.451,0.673,0.76,0.441,0.597,0.155,0.323,0.698598131,2464,0.451,0.654,92,140,67
864,2016,C.J. Cron,LAA,116,445,0.054,0.38,0.668,0.696,0.868,0.451,0.636,0.11,0.257,0.982507289,1652,0.522,0.788,139,132,66
865,2017,Gerardo Parra,COL,115,425,0.047,0.358,0.702,0.684,0.907,0.469,0.631,0.087,0.239,1.006153846,1536,0.511,0.831,153,99,75
866,2014,Matt Adams,STL,142,563,0.046,0.414,0.69,0.693,0.906,0.4,0.59,0.103,0.254,0.939597315,2050,0.526,0.804,145,173,102
867,2021,Kolten Wong,MIL,116,492,0.063,0.321,0.682,0.68,0.905,0.429,0.602,0.086,0.253,1.028735632,1815,0.475,0.819,151,127,80
868,2017,Kevin Kiermaier,TBR,98,421,0.074,0.307,0.611,0.693,0.83,0.438,0.594,0.119,0.264,0.888888889,1666,0.476,0.75,139,90,51
869,2019,Garrett Cooper,MIA,107,421,0.078,0.37,0.702,0.66,0.865,0.395,0.651,0.102,0.284,0.713910761,1707,0.484,0.79,142,63,67
870,2013,Nick Swisher,CLE,145,634,0.121,0.246,0.568,0.663,0.861,0.403,0.584,0.1,0.279,1.106666667,2522,0.414,0.757,158,161,96
871,2019,Robinson Chirinos,HOU,114,437,0.117,0.335,0.508,0.689,0.818,0.384,0.627,0.149,0.297,0.776357827,1727,0.471,0.683,85,96,62
872,2017,Brett Gardner,NYY,151,682,0.106,0.212,0.723,0.531,0.918,0.463,0.523,0.052,0.285,1.113744076,2890,0.36,0.857,209,156,105
873,2011,Derrek Lee,- - -,113,477,0.069,0.254,0.653,0.638,0.855,0.469,0.593,0.09,0.279,0.956268222,1952,0.434,0.792,113,141,74
874,2014,Jon Jay,STL,140,468,0.06,0.333,0.719,0.682,0.911,0.44,0.624,0.079,0.232,0.997032641,1650,0.487,0.837,174,67,95
875,2016,Rougned Odor,TEX,150,632,0.03,0.418,0.65,0.713,0.882,0.425,0.614,0.12,0.26,0.997830803,2177,0.543,0.779,185,194,81
876,2017,Kolten Wong,STL,108,411,0.1,0.252,0.692,0.681,0.875,0.477,0.586,0.081,0.243,1.050909091,1504,0.456,0.822,139,92,58
877,2021,Nolan Arenado,STL,157,653,0.077,0.33,0.704,0.673,0.927,0.401,0.585,0.078,0.242,1.125,2443,0.468,0.833,158,251,95
878,2021,Ozzie Albies,ATL,156,686,0.069,0.385,0.691,0.834,0.815,0.405,0.611,0.133,0.221,0.8125,2608,0.567,0.765,159,246,102
879,2021,Dylan Carlson,STL,149,619,0.092,0.275,0.585,0.688,0.829,0.421,0.59,0.115,0.289,0.875555556,2530,0.449,0.743,149,148,97
880,2013,Howie Kendrick,LAA,122,513,0.045,0.402,0.678,0.693,0.886,0.453,0.62,0.105,0.257,0.902777778,1925,0.534,0.8,200,83,107
881,2016,Logan Forsythe,TBR,127,567,0.081,0.221,0.647,0.587,0.854,0.477,0.628,0.082,0.304,1.09039548,2352,0.396,0.794,162,136,88
882,2016,Ian Desmond,TEX,156,677,0.065,0.308,0.556,0.64,0.834,0.472,0.657,0.122,0.312,1.122891566,2572,0.465,0.737,249,121,96
883,2021,J.T. Realmuto,PHI,134,537,0.089,0.331,0.661,0.723,0.814,0.418,0.622,0.122,0.267,0.806004619,2096,0.495,0.754,162,116,71
884,2019,Marcell Ozuna,STL,130,549,0.113,0.3,0.578,0.692,0.86,0.378,0.588,0.115,0.271,0.97382199,2260,0.449,0.743,154,131,87
885,2021,Alex Bregman,HOU,91,400,0.11,0.21,0.728,0.666,0.935,0.449,0.573,0.051,0.244,1.06405694,1593,0.415,0.877,122,122,55
886,2018,Josh Bell,PIT,148,583,0.132,0.267,0.654,0.678,0.845,0.395,0.554,0.097,0.252,1.038961039,2366,0.429,0.773,194,130,76
887,2012,Nelson Cruz,TEX,159,642,0.075,0.273,0.6,0.711,0.804,0.464,0.567,0.123,0.274,1.066508314,2467,0.476,0.741,183,183,83
888,2011,Wilson Ramos,WSN,113,435,0.087,0.325,0.653,0.685,0.876,0.465,0.609,0.098,0.252,0.996835443,1603,0.493,0.798,157,112,46
889,2019,Jonathan Villar,BAL,162,714,0.085,0.308,0.635,0.751,0.814,0.414,0.632,0.123,0.263,0.784982935,2843,0.491,0.749,225,144,91
890,2016,Martin Prado,MIA,153,658,0.074,0.273,0.815,0.535,0.96,0.478,0.64,0.036,0.288,1.361323155,2567,0.398,0.908,254,148,133
891,2016,John Jaso,PIT,132,432,0.104,0.194,0.683,0.67,0.899,0.445,0.563,0.064,0.258,1.124542125,1696,0.406,0.842,160,83,64
892,2016,Matt Holliday,STL,110,426,0.082,0.306,0.668,0.723,0.89,0.426,0.627,0.092,0.243,1.04,1563,0.484,0.809,156,112,44
893,2015,Stephen Vogt,OAK,136,511,0.11,0.296,0.735,0.58,0.904,0.423,0.552,0.068,0.27,0.951871658,2102,0.416,0.835,134,144,78
894,2015,Robinson Cano,SEA,156,674,0.064,0.324,0.691,0.732,0.904,0.433,0.591,0.087,0.234,1.061099796,2445,0.501,0.826,263,132,126
895,2011,Peter Bourjos,LAA,147,552,0.058,0.323,0.587,0.63,0.852,0.462,0.629,0.115,0.287,0.988636364,1999,0.465,0.753,163,127,58
896,2012,Matt Joyce,TBR,124,462,0.119,0.254,0.647,0.66,0.83,0.412,0.53,0.098,0.257,0.951768489,1882,0.421,0.766,111,128,57
897,2014,Torii Hunter,DET,142,586,0.039,0.354,0.633,0.737,0.874,0.465,0.637,0.112,0.251,1.234042553,2001,0.532,0.789,221,144,99
898,2016,Brandon Drury,ARI,134,499,0.062,0.322,0.613,0.603,0.904,0.453,0.607,0.094,0.292,1.119631902,1947,0.449,0.79,183,108,74
899,2017,Wil Myers,SDP,155,649,0.108,0.29,0.622,0.643,0.84,0.427,0.586,0.107,0.276,0.784,2669,0.441,0.758,147,168,77
900,2012,Pedro Alvarez,PIT,149,586,0.097,0.334,0.555,0.69,0.823,0.395,0.631,0.137,0.295,0.830548926,2281,0.474,0.709,163,120,65
901,2021,Ryan Mountcastle,BAL,144,586,0.07,0.415,0.601,0.774,0.798,0.38,0.657,0.162,0.282,0.740740741,2295,0.551,0.706,134,162,84
902,2019,Manny Machado,SDP,156,661,0.098,0.314,0.625,0.698,0.876,0.396,0.616,0.105,0.257,1.126829268,2418,0.466,0.774,193,190,79
903,2012,Jose Reyes,MIA,160,716,0.088,0.301,0.8,0.626,0.935,0.424,0.599,0.051,0.239,1.466836735,2507,0.438,0.881,265,185,125
904,2011,Jason Kubel,MIN,99,401,0.08,0.257,0.677,0.646,0.896,0.444,0.529,0.076,0.274,0.933774834,1650,0.43,0.823,100,122,60
905,2015,Yasmani Grandal,LAD,115,426,0.153,0.225,0.627,0.602,0.87,0.434,0.582,0.082,0.272,0.94265233,1763,0.389,0.79,120,98,45
906,2011,Emilio Bonifacio,FLA,152,641,0.092,0.282,0.716,0.565,0.861,0.432,0.566,0.079,0.284,0.951162791,2582,0.404,0.804,217,94,98
907,2016,Cesar Hernandez,PHI,155,622,0.106,0.243,0.631,0.68,0.899,0.459,0.588,0.08,0.245,0.868644068,2427,0.443,0.82,225,85,100
908,2015,Joc Pederson,LAD,151,585,0.157,0.265,0.489,0.65,0.77,0.413,0.569,0.14,0.3,0.805699482,2464,0.424,0.667,130,132,49
909,2017,Didi Gregorius,NYY,136,570,0.044,0.408,0.691,0.813,0.88,0.429,0.618,0.114,0.202,0.9437751,2069,0.582,0.804,170,206,94
910,2015,Troy Tulowitzki,- - -,128,534,0.071,0.297,0.684,0.637,0.85,0.456,0.579,0.094,0.278,0.992084433,2111,0.452,0.791,154,139,83
911,2021,Andrew McCutchen,PHI,144,574,0.141,0.223,0.578,0.673,0.84,0.429,0.62,0.1,0.285,0.957104558,2308,0.416,0.76,144,144,69
912,2013,Brett Gardner,NYY,145,609,0.085,0.291,0.8,0.55,0.917,0.425,0.573,0.053,0.27,0.801204819,2577,0.401,0.868,165,141,93
913,2012,Mark Reynolds,BAL,135,538,0.136,0.246,0.521,0.669,0.762,0.44,0.58,0.135,0.298,0.786842105,2296,0.432,0.685,111,127,61
914,2011,Gerardo Parra,ARI,141,493,0.087,0.371,0.693,0.738,0.897,0.404,0.598,0.095,0.223,0.914507772,1758,0.519,0.81,175,99,79
915,2018,Chris Taylor,LAD,155,604,0.091,0.258,0.534,0.723,0.785,0.463,0.626,0.137,0.29,0.757894737,2475,0.474,0.712,121,140,99
916,2015,Ian Kinsler,DET,154,675,0.064,0.28,0.772,0.696,0.945,0.463,0.604,0.052,0.225,1.048262548,2526,0.472,0.89,184,221,138
917,2017,Todd Frazier,- - -,147,576,0.144,0.25,0.671,0.602,0.822,0.433,0.557,0.093,0.275,0.848920863,2493,0.402,0.769,121,168,65
918,2015,Kyle Seager,SEA,161,686,0.079,0.294,0.695,0.642,0.908,0.464,0.585,0.075,0.251,1.193181818,2537,0.456,0.834,185,214,126
919,2012,Chris Johnson,- - -,136,528,0.059,0.364,0.592,0.666,0.875,0.445,0.6,0.119,0.274,0.816326531,2116,0.498,0.76,142,126,92
920,2019,Jose Ramirez,CLE,129,542,0.096,0.264,0.768,0.642,0.923,0.421,0.566,0.056,0.243,1.075520833,2173,0.423,0.867,136,192,85
921,2016,Adrian Gonzalez,LAD,156,633,0.087,0.322,0.667,0.733,0.871,0.402,0.561,0.101,0.231,0.97639485,2394,0.487,0.79,210,125,120
922,2013,Juan Uribe,LAD,132,426,0.07,0.324,0.603,0.782,0.866,0.431,0.615,0.118,0.236,0.984025559,1540,0.522,0.773,132,114,62
923,2013,Ben Zobrist,TBR,157,698,0.103,0.236,0.784,0.599,0.905,0.443,0.574,0.053,0.254,1.481586402,2550,0.397,0.865,224,196,103
924,2017,Robinson Cano,SEA,150,648,0.076,0.349,0.708,0.733,0.906,0.446,0.599,0.087,0.212,1.036585366,2315,0.52,0.832,255,156,99
925,2021,Eduardo Escobar,- - -,146,599,0.08,0.338,0.693,0.72,0.836,0.41,0.569,0.109,0.252,0.85,2404,0.494,0.779,134,200,91
926,2019,Avisail Garcia,TBR,125,530,0.058,0.4,0.544,0.819,0.806,0.391,0.623,0.173,0.266,0.983914209,1894,0.564,0.693,169,116,82
927,2015,Adam Jones,BAL,137,581,0.041,0.465,0.666,0.806,0.875,0.4,0.654,0.133,0.224,0.904081633,1996,0.601,0.778,203,161,79
928,2015,Gerardo Parra,- - -,155,589,0.048,0.394,0.713,0.731,0.911,0.442,0.664,0.092,0.226,0.912601626,2085,0.543,0.831,210,132,107
929,2013,Ian Kinsler,TEX,136,614,0.083,0.232,0.766,0.594,0.961,0.474,0.583,0.039,0.253,1.311170213,2384,0.404,0.902,182,194,117
930,2016,David Freese,PIT,141,492,0.091,0.279,0.592,0.65,0.833,0.448,0.533,0.111,0.282,0.750636132,2062,0.445,0.75,179,60,56
931,2012,Neil Walker,PIT,129,530,0.089,0.336,0.714,0.635,0.905,0.397,0.553,0.082,0.26,0.946428571,2046,0.455,0.82,157,125,89
932,2018,Mark Canha,OAK,122,411,0.083,0.311,0.734,0.61,0.87,0.43,0.616,0.081,0.28,0.813411079,1735,0.44,0.815,106,112,61
933,2017,Adam Jones,BAL,147,635,0.043,0.441,0.651,0.789,0.882,0.403,0.592,0.13,0.227,0.883211679,2285,0.581,0.777,217,166,101
934,2019,Kolten Wong,STL,148,549,0.086,0.314,0.707,0.696,0.921,0.418,0.57,0.077,0.239,0.916067146,2012,0.474,0.838,168,136,78
935,2021,Ryan McMahon,COL,151,596,0.099,0.291,0.589,0.744,0.803,0.435,0.651,0.131,0.266,0.820512821,2388,0.488,0.731,148,144,92
936,2021,Alex Verdugo,BOS,146,604,0.084,0.297,0.722,0.644,0.907,0.432,0.566,0.073,0.264,1.056206089,2348,0.447,0.837,224,129,98
937,2017,Tim Beckham,- - -,137,575,0.063,0.338,0.531,0.707,0.804,0.449,0.623,0.15,0.3,0.794310722,2313,0.504,0.703,177,107,79
938,2012,Angel Pagan,SFG,154,659,0.073,0.291,0.791,0.616,0.937,0.431,0.566,0.051,0.246,1.165898618,2476,0.431,0.881,213,179,114
939,2017,Jean Segura,SEA,125,566,0.06,0.338,0.767,0.661,0.901,0.477,0.597,0.072,0.242,0.922431866,2186,0.492,0.853,239,116,85
940,2014,Aramis Ramirez,MIL,133,531,0.04,0.385,0.684,0.793,0.877,0.428,0.621,0.111,0.217,1.087628866,1805,0.56,0.801,163,164,95
941,2016,Miguel Sano,MIN,116,495,0.109,0.237,0.417,0.629,0.773,0.441,0.58,0.14,0.325,0.859016393,2100,0.41,0.658,89,120,53
942,2021,Bobby Dalbec,BOS,133,453,0.062,0.331,0.5,0.731,0.726,0.433,0.62,0.18,0.333,0.789156627,1836,0.504,0.642,98,113,51
943,2021,Jesus Aguilar,MIA,131,510,0.09,0.32,0.632,0.622,0.841,0.415,0.541,0.11,0.292,1.103343465,2066,0.445,0.753,120,169,74
944,2015,Rougned Odor,TEX,120,470,0.049,0.351,0.719,0.654,0.914,0.426,0.577,0.08,0.247,0.958100559,1755,0.48,0.832,157,136,50
945,2011,Dan Uggla,ATL,161,672,0.092,0.265,0.542,0.687,0.823,0.452,0.586,0.121,0.286,1.046838407,2612,0.456,0.734,184,194,69
946,2014,Adam Dunn,- - -,131,511,0.139,0.214,0.463,0.651,0.791,0.418,0.562,0.123,0.302,0.840490798,2196,0.397,0.688,91,118,65
947,2016,Matt Kemp,- - -,156,672,0.054,0.407,0.583,0.75,0.83,0.429,0.632,0.15,0.276,0.958,2434,0.554,0.726,191,190,98
948,2018,Robinson Chirinos,TEX,113,426,0.106,0.294,0.543,0.653,0.779,0.408,0.62,0.139,0.303,0.684210526,1797,0.441,0.686,66,108,47
949,2015,Odubel Herrera,PHI,147,537,0.052,0.348,0.614,0.678,0.867,0.426,0.629,0.116,0.28,0.800894855,2155,0.489,0.764,169,105,84
950,2018,Carlos Santana,PHI,161,679,0.162,0.241,0.742,0.655,0.87,0.414,0.58,0.072,0.241,0.98340249,2801,0.413,0.826,191,207,76
951,2013,Neil Walker,PIT,133,551,0.091,0.306,0.659,0.671,0.901,0.411,0.597,0.088,0.249,1.091922006,2042,0.456,0.806,151,151,90
952,2016,J.T. Realmuto,MIA,137,545,0.051,0.325,0.707,0.664,0.891,0.46,0.633,0.085,0.255,0.942791762,2142,0.481,0.824,203,125,84
953,2015,Albert Pujols,LAA,157,661,0.076,0.312,0.737,0.649,0.927,0.444,0.56,0.066,0.244,1.156182213,2514,0.462,0.856,223,225,85
954,2016,Brad Miller,TBR,152,601,0.078,0.324,0.652,0.716,0.818,0.427,0.609,0.12,0.272,0.865800866,2324,0.491,0.755,179,147,74
955,2015,A.J. Pierzynski,ATL,113,436,0.044,0.403,0.806,0.757,0.92,0.4,0.562,0.071,0.179,1.180379747,1455,0.545,0.869,174,107,92
956,2014,Ben Zobrist,TBR,146,654,0.115,0.235,0.778,0.584,0.917,0.422,0.572,0.05,0.271,1.340659341,2563,0.383,0.868,238,160,90
957,2018,Brian Anderson,MIA,156,670,0.093,0.281,0.65,0.686,0.849,0.446,0.582,0.101,0.26,0.942973523,2641,0.462,0.782,240,132,91
958,2021,Mark Canha,OAK,141,625,0.123,0.244,0.664,0.631,0.876,0.418,0.555,0.08,0.284,0.841541756,2642,0.406,0.802,162,141,90
959,2011,Melvin Upton Jr.,TBR,153,640,0.111,0.267,0.6,0.707,0.84,0.45,0.628,0.109,0.259,0.832985386,2472,0.465,0.764,163,163,73
960,2018,Robbie Grossman,MIN,129,465,0.129,0.186,0.613,0.637,0.938,0.453,0.594,0.057,0.26,1.003154574,1908,0.39,0.854,123,118,77
961,2011,Nick Markakis,BAL,160,716,0.087,0.254,0.827,0.618,0.923,0.449,0.553,0.045,0.254,1.225321888,2784,0.418,0.891,243,196,132
962,2011,Carlos Ruiz,PHI,132,472,0.102,0.268,0.742,0.614,0.923,0.462,0.549,0.058,0.25,1.222972973,1783,0.428,0.862,151,135,76
963,2012,Alejandro De Aza,CHW,131,585,0.08,0.274,0.614,0.62,0.922,0.442,0.597,0.08,0.262,1,2320,0.427,0.812,168,129,105
964,2021,Lourdes Gurriel Jr.,TOR,141,541,0.059,0.373,0.655,0.695,0.865,0.421,0.671,0.114,0.276,0.971084337,2072,0.509,0.776,182,137,84
965,2016,Adam Duvall,CIN,150,608,0.067,0.341,0.571,0.697,0.859,0.44,0.638,0.125,0.288,0.914549654,2225,0.498,0.748,134,185,77
966,2019,Daniel Vogelbach,SEA,144,558,0.165,0.22,0.644,0.522,0.811,0.4,0.52,0.086,0.318,0.957446809,2532,0.341,0.746,104,141,70
967,2018,Jedd Gyorko,STL,125,402,0.109,0.299,0.606,0.686,0.841,0.423,0.609,0.114,0.281,1.01459854,1588,0.462,0.753,111,110,57
968,2015,Dexter Fowler,CHC,156,690,0.122,0.209,0.637,0.678,0.868,0.433,0.59,0.082,0.25,0.892276423,2819,0.412,0.802,190,160,89
969,2021,Charlie Blackmon,COL,150,582,0.093,0.294,0.684,0.695,0.882,0.442,0.612,0.088,0.25,1.078481013,2144,0.471,0.813,201,131,94
970,2015,Pedro Alvarez,PIT,150,491,0.098,0.312,0.516,0.7,0.843,0.406,0.582,0.132,0.28,0.927927928,1916,0.469,0.714,163,83,63
971,2017,Kyle Schwarber,CHC,129,486,0.121,0.282,0.583,0.668,0.807,0.419,0.572,0.122,0.284,0.657701711,2110,0.444,0.724,103,125,41
972,2019,James McCann,CHW,118,476,0.063,0.353,0.569,0.688,0.836,0.428,0.609,0.135,0.301,0.742014742,1966,0.496,0.727,134,97,71
973,2011,Jemile Weeks,OAK,97,437,0.048,0.288,0.81,0.574,0.919,0.489,0.634,0.05,0.295,1.178082192,1686,0.428,0.882,137,127,80
974,2013,Austin Jackson,DET,129,614,0.085,0.259,0.611,0.629,0.893,0.484,0.603,0.085,0.285,1.007125891,2390,0.438,0.807,177,130,117
975,2017,Whit Merrifield,KCR,145,630,0.046,0.343,0.709,0.688,0.918,0.471,0.617,0.079,0.244,0.978431373,2370,0.505,0.843,188,202,109
976,2019,Brian Goodwin,LAA,136,458,0.083,0.282,0.613,0.594,0.82,0.444,0.59,0.108,0.316,0.861445783,1979,0.42,0.743,93,123,70
977,2012,Asdrubal Cabrera,CLE,143,616,0.084,0.292,0.704,0.704,0.911,0.449,0.609,0.075,0.222,0.982646421,2279,0.477,0.841,186,161,106
978,2019,Nick Markakis,ATL,116,469,0.1,0.274,0.842,0.616,0.916,0.421,0.571,0.047,0.253,1.080838323,1872,0.418,0.888,173,98,90
979,2012,Ryan Doumit,MIN,134,528,0.055,0.346,0.639,0.656,0.876,0.44,0.561,0.105,0.264,1.085635359,2006,0.482,0.781,164,141,88
980,2017,Andrew Benintendi,BOS,151,658,0.106,0.29,0.712,0.645,0.894,0.422,0.547,0.077,0.254,1.028697572,2533,0.44,0.825,187,179,100
981,2017,Josh Harrison,PIT,128,542,0.052,0.356,0.726,0.733,0.843,0.454,0.62,0.105,0.241,0.846652268,2029,0.527,0.8,143,160,89
982,2012,Will Venable,SDP,148,470,0.087,0.324,0.684,0.679,0.843,0.417,0.596,0.104,0.272,0.891737892,1806,0.472,0.779,151,92,70
983,2017,J.T. Realmuto,MIA,141,579,0.062,0.324,0.691,0.654,0.893,0.48,0.615,0.086,0.262,0.995359629,2171,0.482,0.822,205,147,77
984,2012,David DeJesus,CHC,148,582,0.105,0.251,0.746,0.607,0.931,0.421,0.615,0.054,0.265,1.032178218,2370,0.401,0.864,171,148,98
985,2015,Brandon Crawford,SFG,143,561,0.07,0.346,0.562,0.761,0.842,0.428,0.624,0.136,0.263,0.864142539,2169,0.524,0.736,185,130,73
986,2011,Scott Sizemore,- - -,110,429,0.124,0.188,0.571,0.611,0.865,0.497,0.625,0.082,0.295,0.873287671,1728,0.398,0.795,111,93,51
987,2019,Joey Votto,CIN,142,608,0.125,0.21,0.693,0.681,0.877,0.434,0.59,0.073,0.25,0.928899083,2458,0.415,0.824,150,153,102
988,2018,Asdrubal Cabrera,- - -,147,592,0.069,0.323,0.698,0.718,0.859,0.422,0.606,0.099,0.252,0.948660714,2232,0.49,0.798,179,165,81
989,2021,Miguel Sano,MIN,135,532,0.111,0.294,0.43,0.685,0.801,0.389,0.607,0.155,0.313,0.822857143,2195,0.446,0.652,112,123,53
990,2019,Kyle Seager,SEA,106,443,0.099,0.276,0.669,0.701,0.882,0.417,0.591,0.088,0.247,0.862745098,1821,0.453,0.806,101,135,72
991,2013,Adam Dunn,CHW,149,607,0.125,0.238,0.524,0.644,0.788,0.415,0.568,0.122,0.297,0.8475,2606,0.406,0.698,130,143,66
992,2013,Justin Smoak,SEA,131,521,0.123,0.287,0.637,0.676,0.873,0.405,0.56,0.097,0.254,0.850632911,2101,0.445,0.782,117,153,66
993,2015,Seth Smith,SEA,136,452,0.104,0.257,0.581,0.595,0.835,0.431,0.553,0.103,0.305,1.111111111,1905,0.403,0.743,127,114,59
994,2019,Christian Vazquez,BOS,138,521,0.063,0.352,0.708,0.69,0.884,0.435,0.641,0.093,0.257,0.876146789,2013,0.499,0.814,150,144,88
995,2017,Dustin Pedroia,BOS,105,463,0.106,0.242,0.835,0.611,0.926,0.47,0.555,0.042,0.243,1.103975535,1843,0.416,0.898,176,104,81
996,2014,Brett Gardner,NYY,148,636,0.088,0.218,0.739,0.562,0.928,0.432,0.571,0.05,0.29,0.89787234,2821,0.366,0.864,176,155,91
997,2012,Matt Wieters,BAL,144,593,0.101,0.322,0.689,0.675,0.871,0.403,0.572,0.094,0.25,0.972027972,2290,0.464,0.796,184,148,85
998,2015,Matt Duffy,SFG,149,612,0.049,0.307,0.691,0.641,0.919,0.456,0.644,0.075,0.256,1.221938776,2271,0.459,0.836,252,127,100
999,2019,Asdrubal Cabrera,- - -,131,514,0.111,0.288,0.705,0.671,0.873,0.431,0.58,0.085,0.254,0.832935561,2089,0.453,0.812,134,132,83
1000,2018,Trea Turner,WSN,162,740,0.093,0.266,0.677,0.65,0.884,0.441,0.624,0.081,0.267,1.003861004,2927,0.436,0.813,255,172,93
1001,2011,Derek Jeter,NYY,131,607,0.076,0.281,0.73,0.686,0.911,0.457,0.585,0.069,0.22,0.997844828,2337,0.466,0.851,289,86,88
1002,2013,Pablo Sandoval,SFG,141,584,0.08,0.443,0.808,0.785,0.867,0.331,0.608,0.091,0.185,0.812612613,2164,0.556,0.836,187,168,96
1003,2014,Trevor Plouffe,MIN,136,582,0.091,0.254,0.645,0.637,0.881,0.44,0.605,0.083,0.274,1.159217877,2288,0.422,0.801,158,168,89
1004,2016,Gregory Polanco,PIT,144,587,0.09,0.31,0.668,0.701,0.915,0.388,0.535,0.085,0.24,0.840816327,2401,0.462,0.813,160,153,99
1005,2013,Nate Schierholtz,CHC,137,503,0.058,0.346,0.683,0.741,0.878,0.395,0.573,0.101,0.245,0.883054893,1971,0.502,0.797,147,148,75
