,Season,Name,Team,G,PA,BB%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
172,2019,Aaron Judge,NYY,102,447,0.143,0.246,0.403,0.681,0.786,0.398,0.613,0.146,0.317,0.838028169,1914,0.419,0.651,96,77,65
173,2016,Paul Goldschmidt,ARI,158,705,0.156,0.23,0.696,0.607,0.844,0.426,0.567,0.079,0.273,0.881048387,3012,0.39,0.794,203,126,108
174,2017,Marwin Gonzalez,HOU,134,515,0.095,0.292,0.688,0.598,0.89,0.424,0.567,0.08,0.275,0.946091644,2114,0.422,0.809,154,127,70
175,2011,Giancarlo Stanton,FLA,150,601,0.116,0.327,0.481,0.685,0.809,0.381,0.551,0.153,0.29,0.944297082,2377,0.463,0.666,161,137,58
176,2015,Mark Teixeira,NYY,111,462,0.128,0.247,0.643,0.68,0.874,0.43,0.602,0.087,0.247,0.987341772,1815,0.433,0.799,121,132,59
177,2013,Matt Carpenter,STL,157,717,0.1,0.218,0.759,0.555,0.95,0.453,0.609,0.041,0.284,1.206349206,2954,0.371,0.888,206,181,145
178,2011,Adrian Beltre,TEX,124,525,0.048,0.362,0.724,0.683,0.93,0.454,0.587,0.076,0.234,1.130434783,1928,0.508,0.85,167,195,80
179,2019,Eugenio Suarez,CIN,159,662,0.106,0.266,0.513,0.686,0.846,0.423,0.618,0.12,0.292,0.795131846,2728,0.444,0.731,141,166,85
180,2019,Mookie Betts,BOS,150,706,0.137,0.214,0.719,0.615,0.937,0.423,0.551,0.051,0.257,1.097826087,2909,0.383,0.866,159,221,125
181,2015,Andrew McCutchen,PIT,157,685,0.143,0.237,0.606,0.708,0.826,0.432,0.555,0.105,0.246,0.903885481,2780,0.441,0.759,169,169,104
182,2019,Trevor Story,COL,145,656,0.088,0.315,0.601,0.72,0.848,0.408,0.579,0.119,0.26,0.752260398,2684,0.48,0.752,139,176,101
183,2014,Adrian Beltre,TEX,148,614,0.093,0.355,0.792,0.651,0.885,0.431,0.578,0.073,0.233,1.016949153,2331,0.483,0.846,203,171,106
184,2016,Trevor Story,COL,97,415,0.084,0.279,0.562,0.667,0.807,0.471,0.566,0.125,0.286,0.681690141,1774,0.462,0.729,71,114,57
185,2012,Josh Willingham,MIN,145,615,0.124,0.214,0.589,0.627,0.829,0.451,0.587,0.096,0.282,0.952853598,2588,0.401,0.758,146,165,73
186,2017,Cody Bellinger,LAD,132,548,0.117,0.274,0.564,0.674,0.769,0.423,0.553,0.135,0.283,0.934659091,2205,0.444,0.696,116,155,58
187,2015,David Peralta,ARI,149,517,0.085,0.318,0.602,0.683,0.884,0.43,0.627,0.106,0.262,1.034383954,1923,0.475,0.777,188,96,77
188,2017,Anthony Rizzo,CHC,157,691,0.132,0.304,0.71,0.668,0.906,0.437,0.562,0.077,0.233,0.848591549,2723,0.463,0.833,196,189,97
189,2011,Carlos Gonzalez,COL,127,542,0.089,0.345,0.589,0.676,0.886,0.41,0.554,0.114,0.25,1.050847458,1987,0.481,0.76,180,125,67
190,2019,Carlos Santana,CLE,158,686,0.157,0.212,0.662,0.662,0.876,0.404,0.544,0.076,0.245,1.114558473,2793,0.393,0.807,211,176,80
191,2019,Austin Meadows,TBR,138,591,0.091,0.274,0.632,0.622,0.879,0.425,0.609,0.09,0.288,0.93006993,2497,0.422,0.786,136,171,92
192,2021,Austin Riley,ATL,160,662,0.079,0.346,0.627,0.746,0.82,0.388,0.633,0.131,0.269,0.809792844,2595,0.501,0.739,164,158,108
193,2019,Kris Bryant,CHC,147,634,0.117,0.305,0.603,0.76,0.826,0.394,0.584,0.126,0.257,0.805668016,2486,0.484,0.741,143,172,83
194,2014,Yasiel Puig,LAD,148,640,0.105,0.296,0.59,0.748,0.843,0.391,0.595,0.119,0.243,1.122395833,2306,0.473,0.747,223,144,64
195,2019,Yoan Moncada,CHW,132,559,0.072,0.327,0.512,0.669,0.833,0.427,0.646,0.139,0.308,0.939790576,2219,0.473,0.706,152,124,83
196,2016,Mookie Betts,BOS,158,730,0.067,0.255,0.715,0.584,0.948,0.476,0.608,0.052,0.275,1.583554377,2709,0.412,0.873,247,235,115
197,2021,Freddie Freeman,ATL,159,695,0.122,0.297,0.741,0.807,0.844,0.42,0.573,0.097,0.204,0.803571429,2688,0.511,0.809,213,161,121
198,2021,Buster Posey,SFG,113,454,0.123,0.272,0.695,0.687,0.825,0.417,0.564,0.098,0.266,1.036789298,1757,0.445,0.779,144,88,78
199,2021,Max Muncy,LAD,144,592,0.14,0.191,0.585,0.622,0.86,0.429,0.537,0.083,0.283,1.125,2434,0.376,0.78,144,156,78
200,2015,David Ortiz,BOS,146,614,0.125,0.283,0.656,0.719,0.854,0.396,0.521,0.098,0.235,0.997742664,2488,0.456,0.78,162,181,99
201,2021,Matt Olson,OAK,156,673,0.131,0.283,0.685,0.738,0.841,0.409,0.539,0.101,0.235,0.823529412,2774,0.469,0.786,184,202,76
202,2013,Adrian Beltre,TEX,161,690,0.072,0.356,0.778,0.66,0.908,0.438,0.606,0.07,0.232,1.101190476,2534,0.489,0.855,212,222,121
203,2019,Miguel Sano,MIN,105,439,0.125,0.279,0.428,0.68,0.772,0.391,0.565,0.158,0.311,0.716129032,1911,0.436,0.638,82,93,47
204,2019,Josh Bell,PIT,143,613,0.121,0.302,0.66,0.778,0.832,0.377,0.548,0.113,0.227,0.861283644,2442,0.481,0.765,183,155,78
205,2012,Matt Holliday,STL,157,688,0.109,0.312,0.684,0.731,0.859,0.383,0.564,0.1,0.232,0.900763359,2677,0.472,0.788,218,165,89
206,2019,Jorge Soler,KCR,162,679,0.108,0.271,0.471,0.707,0.837,0.388,0.613,0.132,0.295,0.96287703,2750,0.44,0.699,163,171,81
207,2017,Justin Upton,- - -,152,635,0.117,0.269,0.585,0.661,0.785,0.446,0.587,0.125,0.294,0.7875,2695,0.444,0.717,139,165,74
208,2018,Freddie Freeman,ATL,162,707,0.107,0.345,0.668,0.85,0.84,0.417,0.603,0.124,0.202,0.745454545,2663,0.556,0.778,179,154,159
209,2016,Ryan Braun,MIL,135,564,0.082,0.362,0.68,0.744,0.895,0.408,0.594,0.099,0.223,0.894396552,2106,0.518,0.806,231,104,80
210,2012,Chase Headley,SDP,161,699,0.123,0.268,0.558,0.708,0.855,0.4,0.578,0.112,0.258,0.92244898,2835,0.444,0.748,219,145,88
211,2011,Hunter Pence,- - -,154,668,0.084,0.336,0.646,0.688,0.884,0.411,0.629,0.102,0.244,1.002057613,2579,0.48,0.786,250,150,87
212,2019,Josh Donaldson,ATL,155,659,0.152,0.257,0.624,0.718,0.766,0.393,0.584,0.125,0.267,0.855291577,2742,0.438,0.715,167,144,85
213,2017,Jose Abreu,CHW,156,675,0.052,0.33,0.635,0.677,0.888,0.438,0.573,0.101,0.266,1.072186837,2560,0.482,0.791,229,184,92
214,2021,Brandon Crawford,SFG,138,549,0.102,0.321,0.558,0.795,0.821,0.412,0.608,0.142,0.256,0.916067146,2136,0.516,0.725,152,158,72
215,2019,Rafael Devers,BOS,156,702,0.068,0.405,0.719,0.762,0.826,0.404,0.611,0.121,0.234,0.878333333,2636,0.549,0.779,234,181,112
216,2012,Billy Butler,KCR,161,679,0.08,0.295,0.712,0.598,0.894,0.452,0.558,0.074,0.271,1.21291866,2591,0.432,0.826,240,146,121
217,2014,Jayson Werth,WSN,147,629,0.132,0.237,0.685,0.539,0.91,0.434,0.603,0.063,0.292,1.089974293,2667,0.368,0.828,169,170,85
218,2018,Manny Machado,- - -,162,709,0.099,0.322,0.658,0.735,0.89,0.401,0.563,0.098,0.232,1.17920354,2529,0.488,0.798,213,225,95
219,2018,Eugenio Suarez,CIN,143,606,0.106,0.259,0.566,0.7,0.874,0.424,0.596,0.102,0.266,0.880630631,2429,0.446,0.771,150,145,96
220,2011,Jose Reyes,NYM,126,586,0.073,0.315,0.832,0.582,0.954,0.416,0.556,0.041,0.241,1.542319749,2114,0.426,0.901,207,181,104
221,2017,Eric Hosmer,KCR,162,671,0.098,0.3,0.642,0.692,0.891,0.435,0.581,0.093,0.239,1.063829787,2573,0.47,0.802,278,111,111
222,2011,Corey Hart,MIL,130,551,0.093,0.264,0.506,0.704,0.821,0.446,0.655,0.128,0.284,1.169753086,2119,0.46,0.721,169,132,78
223,2017,George Springer,HOU,140,629,0.102,0.237,0.617,0.705,0.858,0.447,0.564,0.095,0.244,0.971365639,2550,0.446,0.787,213,149,79
224,2012,David Wright,NYM,156,670,0.121,0.246,0.716,0.661,0.881,0.435,0.56,0.072,0.237,1.102325581,2567,0.426,0.827,201,168,105
225,2018,Bryce Harper,WSN,159,695,0.187,0.261,0.554,0.754,0.796,0.391,0.574,0.131,0.25,0.71402214,2877,0.454,0.711,154,147,86
226,2012,Joe Mauer,MIN,147,641,0.14,0.223,0.819,0.525,0.912,0.429,0.532,0.042,0.28,1.155778894,2767,0.353,0.878,242,103,115
227,2012,Aaron Hill,ARI,156,668,0.078,0.295,0.733,0.614,0.929,0.457,0.6,0.062,0.248,1.248803828,2483,0.441,0.858,179,233,110
228,2012,Yadier Molina,STL,138,563,0.08,0.306,0.782,0.744,0.886,0.473,0.618,0.075,0.191,1.16966581,1929,0.513,0.853,182,160,113
229,2018,Matt Carpenter,STL,156,677,0.151,0.21,0.565,0.577,0.871,0.437,0.529,0.084,0.296,0.96626506,2853,0.37,0.773,106,188,107
230,2017,Avisail Garcia,CHW,136,561,0.059,0.398,0.529,0.834,0.842,0.439,0.626,0.163,0.244,0.920993228,1995,0.589,0.724,213,112,83
231,2012,Dexter Fowler,COL,143,530,0.128,0.229,0.643,0.688,0.845,0.42,0.54,0.092,0.249,0.829396325,2116,0.422,0.781,124,106,86
232,2016,Matt Carpenter,STL,129,566,0.143,0.226,0.631,0.588,0.92,0.443,0.558,0.067,0.275,0.924242424,2390,0.386,0.826,112,158,96
233,2011,Dustin Pedroia,BOS,159,731,0.118,0.274,0.804,0.608,0.91,0.461,0.581,0.054,0.246,0.936026936,3077,0.428,0.873,265,185,106
234,2021,A.J. Pollock,LAD,117,422,0.071,0.376,0.614,0.739,0.881,0.418,0.635,0.122,0.256,1.055172414,1465,0.528,0.77,122,118,66
235,2011,Aramis Ramirez,CHC,149,626,0.069,0.363,0.687,0.787,0.925,0.434,0.605,0.089,0.196,1.127516779,2080,0.547,0.836,171,216,117
236,2019,DJ LeMahieu,NYY,145,655,0.07,0.302,0.75,0.658,0.918,0.43,0.583,0.066,0.256,1.157303371,2463,0.456,0.855,258,135,122
237,2017,Justin Bour,MIA,108,429,0.11,0.324,0.609,0.62,0.836,0.416,0.552,0.116,0.288,0.982817869,1744,0.447,0.74,124,96,66
238,2011,Robinson Cano,NYY,159,681,0.056,0.405,0.761,0.754,0.946,0.406,0.606,0.073,0.188,0.933450088,2340,0.546,0.864,249,165,119
239,2014,Freddie Freeman,ATL,162,708,0.127,0.306,0.635,0.796,0.832,0.389,0.592,0.12,0.22,0.775,2826,0.497,0.758,170,151,144
240,2019,Jose Altuve,HOU,124,548,0.075,0.327,0.724,0.681,0.869,0.399,0.653,0.09,0.25,1.185507246,1994,0.468,0.808,204,133,72
241,2018,Jesus Aguilar,MIL,149,566,0.102,0.356,0.614,0.601,0.824,0.404,0.581,0.125,0.307,0.808558559,2432,0.455,0.726,127,147,85
242,2012,Allen Craig,STL,119,514,0.072,0.28,0.738,0.611,0.894,0.456,0.566,0.069,0.264,1.144970414,2004,0.431,0.839,170,129,88
243,2016,Brandon Belt,SFG,156,655,0.159,0.255,0.563,0.789,0.854,0.412,0.563,0.112,0.227,0.672325976,2721,0.475,0.762,104,182,110
244,2012,Carlos Gonzalez,COL,135,579,0.097,0.332,0.551,0.678,0.87,0.384,0.558,0.123,0.262,1.137535817,2198,0.465,0.73,194,117,86
245,2021,Paul Goldschmidt,STL,158,679,0.099,0.281,0.716,0.661,0.811,0.423,0.571,0.099,0.285,1,2751,0.442,0.776,171,190,111
246,2019,J.D. Davis,NYM,140,453,0.084,0.277,0.658,0.749,0.786,0.449,0.623,0.124,0.265,0.918367347,1803,0.489,0.746,148,95,72
247,2012,Ryan Ludwick,CIN,125,472,0.089,0.32,0.601,0.757,0.832,0.42,0.633,0.127,0.263,0.976119403,1763,0.503,0.747,108,141,78
248,2016,Edwin Encarnacion,TOR,160,702,0.124,0.238,0.626,0.672,0.85,0.433,0.577,0.094,0.258,0.959266802,2900,0.426,0.779,180,195,96
249,2021,Rafael Devers,BOS,156,664,0.093,0.361,0.669,0.797,0.791,0.399,0.627,0.138,0.247,0.826887661,2502,0.535,0.741,185,172,92
250,2017,Edwin Encarnacion,CLE,157,669,0.155,0.235,0.607,0.684,0.833,0.433,0.526,0.102,0.259,0.830409357,2870,0.429,0.763,158,178,90
251,2018,Xander Bogaerts,BOS,136,580,0.095,0.301,0.658,0.613,0.893,0.421,0.567,0.087,0.292,1.042606516,2363,0.432,0.798,180,148,88
252,2019,Trey Mancini,BAL,154,679,0.093,0.334,0.641,0.697,0.834,0.406,0.63,0.118,0.275,0.887189293,2722,0.481,0.754,213,148,103
253,2014,Justin Morneau,COL,135,550,0.062,0.388,0.762,0.793,0.913,0.398,0.615,0.082,0.195,1.011235955,1920,0.549,0.849,198,148,104
254,2019,Marcus Semien,OAK,162,747,0.116,0.23,0.683,0.687,0.896,0.418,0.632,0.072,0.251,1.15625,2965,0.421,0.829,228,216,111
255,2019,Max Muncy,LAD,141,589,0.153,0.231,0.59,0.64,0.812,0.411,0.55,0.105,0.287,0.817745803,2581,0.399,0.736,129,132,80
256,2015,Matt Carpenter,STL,154,665,0.122,0.225,0.659,0.6,0.87,0.438,0.611,0.077,0.305,0.938053097,2807,0.389,0.802,126,177,121
257,2015,J.D. Martinez,DET,158,657,0.081,0.355,0.571,0.757,0.806,0.438,0.641,0.149,0.269,0.736013986,2605,0.531,0.718,144,183,94
258,2016,Corey Seager,LAD,157,687,0.079,0.322,0.594,0.79,0.884,0.443,0.608,0.113,0.219,0.901639344,2512,0.529,0.786,229,145,121
259,2021,Jose Ramirez,CLE,152,636,0.113,0.275,0.765,0.657,0.932,0.404,0.511,0.056,0.233,0.889943074,2675,0.429,0.868,167,212,90
260,2017,Domingo Santana,MIL,151,607,0.12,0.265,0.519,0.713,0.789,0.442,0.621,0.138,0.294,0.759219089,2491,0.463,0.703,157,97,96
261,2021,Cedric Mullins II,BAL,159,675,0.087,0.3,0.717,0.645,0.878,0.436,0.591,0.082,0.255,0.979253112,2588,0.451,0.817,184,194,94
262,2013,Jose Bautista,TOR,118,528,0.131,0.224,0.747,0.591,0.892,0.437,0.589,0.059,0.269,1.050847458,2236,0.384,0.845,153,159,60
263,2015,Justin Turner,LAD,126,439,0.082,0.254,0.776,0.701,0.872,0.468,0.585,0.072,0.231,0.895774648,1719,0.464,0.844,115,115,88
264,2012,Austin Jackson,DET,137,617,0.109,0.235,0.635,0.615,0.875,0.485,0.592,0.081,0.277,0.911504425,2558,0.419,0.806,174,140,98
265,2016,Adrian Beltre,TEX,153,640,0.075,0.364,0.797,0.66,0.897,0.43,0.603,0.071,0.234,1.023622047,2443,0.492,0.855,209,219,92
266,2016,Jean Segura,ARI,153,694,0.056,0.311,0.712,0.64,0.923,0.469,0.597,0.07,0.256,1.003766478,2699,0.465,0.848,283,148,102
267,2015,Nolan Arenado,COL,157,665,0.051,0.385,0.642,0.742,0.909,0.438,0.602,0.105,0.232,1.046558704,2322,0.542,0.803,178,227,112
268,2017,Justin Smoak,TOR,158,637,0.115,0.258,0.629,0.669,0.879,0.419,0.565,0.09,0.254,0.96875,2591,0.43,0.792,149,193,92
269,2019,Bryan Reynolds,PIT,134,546,0.084,0.311,0.59,0.742,0.871,0.389,0.606,0.115,0.249,0.898795181,2168,0.479,0.759,173,111,89
270,2015,A.J. Pollock,ARI,157,673,0.079,0.302,0.67,0.64,0.946,0.467,0.637,0.069,0.254,1.319095477,2361,0.46,0.85,264,152,109
271,2014,Buster Posey,SFG,147,605,0.078,0.294,0.783,0.641,0.91,0.443,0.6,0.061,0.239,1.168674699,2326,0.448,0.864,203,164,118
272,2015,Kris Bryant,CHC,151,650,0.118,0.298,0.492,0.762,0.758,0.413,0.608,0.165,0.284,0.735887097,2651,0.49,0.663,125,165,75
273,2012,Paul Konerko,CHW,144,598,0.094,0.279,0.687,0.62,0.887,0.47,0.612,0.079,0.261,1.280453258,2237,0.439,0.82,186,165,101
274,2013,Bryce Harper,WSN,118,497,0.123,0.332,0.656,0.748,0.861,0.366,0.575,0.11,0.224,0.83,1960,0.484,0.772,155,111,66
275,2015,Manny Machado,BAL,162,713,0.098,0.253,0.702,0.656,0.911,0.443,0.581,0.068,0.238,1.04233871,2789,0.431,0.843,226,199,92
276,2016,Robinson Cano,SEA,161,715,0.066,0.373,0.712,0.714,0.932,0.415,0.597,0.082,0.217,1.044776119,2545,0.514,0.838,257,202,101
277,2014,Russell Martin,PIT,111,460,0.128,0.243,0.634,0.624,0.883,0.437,0.567,0.081,0.261,0.930091185,1936,0.41,0.8,150,97,59
278,2019,Justin Turner,LAD,135,549,0.093,0.281,0.761,0.676,0.89,0.439,0.587,0.07,0.244,0.914153132,2151,0.454,0.845,133,159,102
279,2016,Brian Dozier,MIN,155,691,0.088,0.291,0.688,0.639,0.854,0.422,0.593,0.091,0.284,0.981519507,2788,0.438,0.79,174,228,76
280,2016,Carlos Santana,CLE,158,688,0.144,0.198,0.665,0.64,0.878,0.437,0.526,0.072,0.247,1.22,2781,0.391,0.817,209,201,78
281,2011,Todd Helton,COL,124,491,0.12,0.222,0.804,0.651,0.92,0.441,0.568,0.047,0.221,0.944591029,2026,0.411,0.885,126,135,97
282,2014,Nelson Cruz,BAL,159,678,0.081,0.327,0.582,0.714,0.837,0.441,0.621,0.126,0.268,1.041394336,2530,0.498,0.744,200,196,82
283,2018,Joey Votto,CIN,145,623,0.173,0.164,0.784,0.686,0.867,0.446,0.559,0.06,0.228,0.924657534,2504,0.397,0.848,152,126,127
284,2016,Aledmys Diaz,STL,111,460,0.089,0.281,0.69,0.664,0.909,0.445,0.58,0.074,0.243,1.122977346,1744,0.451,0.834,158,135,54
285,2021,Giancarlo Stanton,NYY,139,579,0.109,0.318,0.584,0.636,0.797,0.39,0.565,0.131,0.303,0.894472362,2426,0.442,0.703,159,131,66
286,2021,Yordan Alvarez,HOU,144,598,0.084,0.303,0.628,0.621,0.911,0.4,0.555,0.09,0.284,0.935866983,2396,0.43,0.791,149,154,91
287,2014,Matt Kemp,LAD,150,599,0.087,0.315,0.53,0.69,0.811,0.416,0.564,0.14,0.297,1.12605042,2298,0.471,0.701,173,125,104
288,2011,Michael Young,TEX,159,689,0.068,0.265,0.751,0.697,0.897,0.488,0.604,0.069,0.217,1.240618102,2492,0.476,0.856,266,149,147
289,2013,Brandon Moss,OAK,145,505,0.099,0.356,0.533,0.717,0.836,0.394,0.604,0.146,0.276,0.77443609,2017,0.498,0.705,93,160,56
290,2011,Josh Hamilton,TEX,121,538,0.072,0.403,0.622,0.817,0.838,0.392,0.645,0.14,0.23,0.997530864,1925,0.565,0.744,167,152,85
291,2018,Matt Chapman,OAK,145,616,0.094,0.245,0.638,0.64,0.864,0.428,0.58,0.088,0.279,0.941451991,2544,0.414,0.787,162,158,82
292,2016,Yoenis Cespedes,NYM,132,543,0.094,0.345,0.661,0.658,0.872,0.416,0.593,0.102,0.262,0.856818182,2193,0.476,0.783,140,156,81
293,2019,Gio Urshela,NYY,132,476,0.053,0.418,0.73,0.77,0.846,0.418,0.672,0.115,0.237,0.797777778,1798,0.565,0.796,148,120,91
294,2014,David Ortiz,BOS,142,602,0.125,0.297,0.69,0.712,0.901,0.389,0.558,0.081,0.225,0.905063291,2409,0.459,0.817,157,196,76
295,2021,Teoscar Hernandez,TOR,143,595,0.061,0.343,0.523,0.77,0.818,0.411,0.632,0.154,0.279,0.935185185,2290,0.519,0.703,155,146,103
296,2019,Ronald Acuna Jr.,ATL,156,715,0.106,0.267,0.632,0.715,0.8,0.416,0.614,0.117,0.267,0.749146758,3048,0.453,0.742,167,165,107
297,2017,Eric Thames,MIL,138,551,0.136,0.276,0.542,0.668,0.809,0.398,0.552,0.127,0.293,0.743902439,2342,0.432,0.707,117,126,62
298,2011,Victor Martinez,DET,145,595,0.077,0.295,0.846,0.6,0.97,0.423,0.546,0.033,0.222,1.258883249,2279,0.424,0.921,212,164,120
299,2012,David Murphy,TEX,147,521,0.104,0.282,0.749,0.654,0.885,0.414,0.568,0.072,0.264,1.084033613,2048,0.436,0.833,168,137,82
300,2018,Francisco Lindor,CLE,158,745,0.094,0.327,0.745,0.679,0.909,0.404,0.558,0.075,0.234,0.932885906,2920,0.469,0.841,216,220,120
301,2014,Jonathan Lucroy,MIL,153,655,0.101,0.272,0.802,0.585,0.921,0.467,0.566,0.05,0.258,1.225653207,2551,0.418,0.879,217,184,115
302,2018,David Peralta,ARI,146,614,0.078,0.318,0.675,0.695,0.847,0.43,0.617,0.105,0.278,1.055421687,2272,0.48,0.782,222,128,88
303,2013,Adam Lind,TOR,143,521,0.098,0.284,0.678,0.598,0.878,0.404,0.583,0.083,0.295,1.105740181,2131,0.411,0.796,168,120,78
304,2013,Giancarlo Stanton,MIA,116,504,0.147,0.298,0.491,0.61,0.829,0.376,0.53,0.133,0.296,0.950166113,2087,0.415,0.678,124,110,52
305,2021,Xander Bogaerts,BOS,144,603,0.103,0.341,0.709,0.634,0.867,0.397,0.58,0.093,0.277,0.866803279,2505,0.457,0.796,169,158,96
306,2019,Willson Contreras,CHC,105,409,0.093,0.374,0.589,0.712,0.794,0.369,0.587,0.151,0.29,0.905594406,1567,0.499,0.697,130,88,41
307,2019,Matt Olson,OAK,127,547,0.093,0.286,0.686,0.676,0.787,0.425,0.558,0.113,0.276,0.787528868,2288,0.451,0.75,107,152,82
308,2011,Shane Victorino,PHI,132,586,0.094,0.287,0.799,0.575,0.929,0.413,0.536,0.051,0.258,1.325581395,2252,0.406,0.875,193,191,72
309,2015,Michael Brantley,CLE,137,596,0.101,0.246,0.844,0.643,0.963,0.457,0.582,0.031,0.219,1.297297297,2149,0.427,0.926,220,152,108
310,2018,Charlie Blackmon,COL,156,696,0.085,0.318,0.699,0.666,0.893,0.448,0.602,0.085,0.253,0.862917399,2724,0.474,0.821,213,164,114
311,2021,Marcus Semien,TOR,162,724,0.091,0.258,0.635,0.716,0.891,0.421,0.595,0.087,0.245,0.918772563,2923,0.451,0.806,158,245,106
312,2012,Yoenis Cespedes,OAK,129,540,0.08,0.356,0.595,0.653,0.84,0.412,0.583,0.126,0.276,1.272131148,1979,0.478,0.733,157,155,76
313,2017,Gary Sanchez,NYY,122,525,0.076,0.337,0.601,0.665,0.829,0.432,0.556,0.126,0.287,0.977961433,2031,0.479,0.738,150,130,75
314,2014,Carlos Gomez,MIL,148,644,0.073,0.385,0.606,0.823,0.844,0.406,0.66,0.142,0.227,0.769652651,2301,0.563,0.747,158,172,91
315,2016,Christian Yelich,MIA,155,659,0.109,0.229,0.54,0.643,0.884,0.427,0.551,0.092,0.277,1.093596059,2715,0.405,0.773,251,89,104
316,2016,Hanley Ramirez,BOS,147,620,0.097,0.304,0.62,0.681,0.869,0.435,0.611,0.103,0.264,0.964285714,2416,0.468,0.778,209,142,81
317,2015,Yoenis Cespedes,- - -,159,676,0.049,0.375,0.678,0.651,0.865,0.425,0.584,0.106,0.279,0.896925859,2722,0.492,0.783,207,188,101
318,2013,Mike Napoli,BOS,139,578,0.126,0.253,0.6,0.619,0.724,0.445,0.561,0.132,0.322,0.709090909,2652,0.416,0.682,115,121,76
319,2016,Dexter Fowler,CHC,125,551,0.143,0.194,0.622,0.647,0.862,0.434,0.581,0.08,0.26,0.79047619,2429,0.39,0.794,135,118,79
320,2011,Evan Longoria,TBR,133,574,0.139,0.259,0.65,0.638,0.878,0.42,0.524,0.084,0.25,1.135446686,2228,0.418,0.796,147,176,71
321,2019,Michael Brantley,HOU,148,637,0.08,0.292,0.823,0.615,0.958,0.449,0.6,0.04,0.24,1.246943765,2316,0.437,0.908,231,157,122
322,2017,Scooter Gennett,CIN,141,497,0.06,0.321,0.69,0.686,0.859,0.459,0.606,0.098,0.256,0.85012285,1932,0.488,0.799,143,130,73
323,2018,Mitch Haniger,SEA,157,683,0.102,0.259,0.611,0.625,0.871,0.434,0.583,0.092,0.282,1.055684455,2716,0.418,0.78,193,165,97
324,2018,Javier Baez,CHC,160,645,0.045,0.455,0.549,0.78,0.816,0.377,0.665,0.182,0.287,0.958057395,2245,0.577,0.685,198,140,96
