,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,M-Swing%,Meat%,Edge%,Fair/Foul ratio
1093,2015, Francisco Lindor,CLE,99,438,0.158,0.318,0.695,0.737,0.903,0.436,0.616,0.086,0.224,0.861,0.073,0.418,0.961077844
1094,2015, Ichiro Suzuki,MIA,153,438,0.116,0.271,0.843,0.612,0.948,0.468,0.584,0.037,0.239,0.689,0.081,0.416,1.19112628
1095,2016, J.J. Hardy,BAL,115,438,0.155,0.236,0.701,0.493,0.936,0.496,0.623,0.051,0.322,0.548,0.081,0.424,1.552036199
1096,2016, Jedd Gyorko,STL,128,438,0.219,0.312,0.58,0.707,0.86,0.445,0.619,0.117,0.255,0.826,0.07,0.419,0.935582822
1097,2016, Mark Teixeira,NYY,111,438,0.184,0.247,0.643,0.68,0.874,0.43,0.602,0.087,0.247,0.71,0.057,0.433,0.987341772
1098,2016, Seth Smith,SEA,136,438,0.219,0.257,0.581,0.595,0.835,0.431,0.553,0.103,0.305,0.628,0.064,0.428,1.111111111
1099,2015, J.J. Hardy,BAL,114,437,0.201,0.278,0.709,0.535,0.923,0.461,0.593,0.063,0.304,0.538,0.081,0.432,1.20295203
1100,2019, Robinson Chirinos,HOU,114,437,0.286,0.335,0.508,0.689,0.818,0.384,0.627,0.149,0.297,0.679,0.066,0.421,0.776357827
1101,2015, A.J. Pierzynski,ATL,113,436,0.085,0.403,0.806,0.757,0.92,0.4,0.562,0.071,0.179,0.828,0.065,0.413,1.180379747
1102,2017, Jonathan Villar,MIL,122,436,0.303,0.295,0.583,0.68,0.774,0.466,0.619,0.137,0.295,0.775,0.073,0.426,0.803030303
1103,2018, Jordy Mercer,PIT,117,436,0.2,0.298,0.615,0.611,0.889,0.459,0.626,0.093,0.305,0.642,0.083,0.412,1.127272727
1104,2021, Wilmer Flores,SFG,139,436,0.128,0.296,0.761,0.702,0.902,0.404,0.654,0.07,0.249,0.757,0.067,0.429,0.99408284
1105,2017, Mike Zunino,SEA,113,435,0.37,0.334,0.471,0.705,0.755,0.426,0.62,0.175,0.318,0.859,0.072,0.432,0.705329154
1106,2017, Victor Martinez,DET,120,435,0.107,0.336,0.815,0.678,0.913,0.426,0.579,0.06,0.223,0.817,0.07,0.427,0.968137255
1107,2018, Yan Gomes,CLE,112,435,0.274,0.386,0.595,0.743,0.836,0.42,0.593,0.142,0.278,0.769,0.064,0.432,0.735897436
1108,2016, Lorenzo Cain,KCR,103,434,0.194,0.29,0.601,0.702,0.885,0.458,0.551,0.099,0.256,0.73,0.066,0.417,0.900568182
1109,2017, Jon Jay,CHC,141,433,0.185,0.376,0.687,0.686,0.904,0.446,0.647,0.094,0.249,0.82,0.066,0.431,0.694312796
1110,2015, Carlos Correa,HOU,99,432,0.181,0.315,0.696,0.624,0.89,0.431,0.565,0.084,0.264,0.661,0.072,0.41,0.917888563
1111,2016, Devon Travis,TOR,101,432,0.201,0.363,0.717,0.64,0.905,0.47,0.632,0.083,0.26,0.652,0.083,0.428,0.838961039
1112,2015, Joe Panik,SFG,100,432,0.097,0.242,0.823,0.65,0.93,0.456,0.588,0.044,0.234,0.76,0.079,0.444,1.279850746
1113,2016, John Jaso,PIT,132,432,0.171,0.194,0.683,0.67,0.899,0.445,0.563,0.064,0.258,0.8,0.08,0.444,1.124542125
1114,2015, Mark Reynolds,STL,140,432,0.28,0.297,0.527,0.701,0.806,0.412,0.583,0.138,0.293,0.763,0.052,0.438,0.824451411
1115,2017, Michael A. Taylor,WSN,118,432,0.317,0.302,0.494,0.71,0.784,0.465,0.632,0.153,0.309,0.79,0.065,0.442,0.886986301
1116,2016, Tim Anderson,CHW,99,431,0.271,0.364,0.554,0.681,0.811,0.439,0.675,0.147,0.324,0.726,0.071,0.419,1.065454545
1117,2016, Adam Lind,SEA,126,430,0.207,0.359,0.664,0.64,0.893,0.427,0.616,0.098,0.295,0.657,0.064,0.446,1.050167224
1118,2019, Cavan Biggio,TOR,100,430,0.286,0.158,0.471,0.633,0.856,0.423,0.56,0.087,0.296,0.768,0.068,0.418,0.834532374
1119,2015, Hanley Ramirez,BOS,105,430,0.165,0.333,0.694,0.717,0.893,0.436,0.593,0.091,0.241,0.761,0.072,0.424,1.06031746
1120,2016, Hernan Perez,MIL,123,430,0.219,0.412,0.604,0.685,0.864,0.465,0.707,0.131,0.297,0.774,0.073,0.398,1.016233766
1122,2018, Scott Schebler,CIN,107,430,0.23,0.35,0.567,0.825,0.79,0.414,0.6,0.161,0.253,0.938,0.074,0.426,0.86809816
1123,2016, Aaron Hill,- - -,125,429,0.138,0.244,0.7,0.614,0.916,0.482,0.592,0.062,0.264,0.643,0.077,0.418,1.166064982
1124,2017, Justin Bour,MIA,129,429,0.226,0.337,0.681,0.658,0.816,0.369,0.52,0.112,0.277,0.699,0.065,0.434,1.119565217
1125,2018, Wilmer Flores,NYM,126,429,0.098,0.318,0.834,0.682,0.907,0.433,0.618,0.057,0.242,0.755,0.069,0.447,1.113564669
1126,2018, Elvis Andrus,TEX,97,428,0.154,0.354,0.674,0.663,0.914,0.431,0.596,0.09,0.258,0.705,0.069,0.423,1.054140127
1127,2021, Jackie Bradley Jr.,MIL,134,428,0.308,0.314,0.488,0.687,0.787,0.438,0.589,0.155,0.323,0.757,0.088,0.423,0.901754386
1128,2019, Maikel Franco,PHI,123,428,0.143,0.368,0.692,0.728,0.878,0.409,0.607,0.103,0.252,0.733,0.058,0.424,1.137457045
1129,2018, Ronald Guzman,TEX,123,428,0.283,0.377,0.539,0.69,0.865,0.413,0.624,0.14,0.295,0.759,0.069,0.425,0.737569061
1130,2015, Ryan Goins,TOR,128,428,0.194,0.296,0.702,0.584,0.9,0.444,0.631,0.075,0.279,0.681,0.059,0.44,1.092936803
1131,2015, Stephen Drew,NYY,131,428,0.166,0.243,0.714,0.613,0.921,0.46,0.577,0.06,0.255,0.667,0.065,0.423,1.142335766
1132,2017, Willson Contreras,CHC,105,428,0.249,0.374,0.589,0.712,0.794,0.369,0.587,0.151,0.29,0.766,0.078,0.412,0.905594406
1133,2018, Adam Duvall,- - -,138,427,0.274,0.342,0.595,0.713,0.826,0.421,0.635,0.132,0.283,0.739,0.075,0.425,0.80239521
1134,2018, Harrison Bader,STL,103,427,0.212,0.345,0.637,0.641,0.876,0.421,0.601,0.106,0.293,0.783,0.071,0.417,0.969283276
1135,2021, Jacob Stallings,PIT,112,427,0.199,0.265,0.594,0.681,0.9,0.382,0.602,0.093,0.279,0.764,0.075,0.414,1.062271062
1136,2017, Matt Holliday,NYY,105,427,0.267,0.275,0.521,0.653,0.836,0.447,0.6,0.121,0.298,0.763,0.066,0.421,0.891891892
1137,2017, Carlos Gomez,- - -,118,426,0.3,0.355,0.535,0.736,0.792,0.441,0.653,0.159,0.283,0.847,0.071,0.425,0.708108108
1138,2017, Guillermo Heredia,SEA,123,426,0.15,0.24,0.747,0.633,0.912,0.5,0.603,0.058,0.248,0.78,0.084,0.417,1.079584775
1139,2021, Jeff McNeil,NYM,120,426,0.136,0.335,0.72,0.852,0.909,0.437,0.606,0.087,0.177,0.947,0.075,0.417,0.83887468
1140,2018, Justin Turner,LAD,126,426,0.162,0.254,0.776,0.701,0.872,0.468,0.585,0.072,0.231,0.759,0.084,0.424,0.895774648
1141,2021, Martin Maldonado,- - -,119,426,0.243,0.387,0.605,0.66,0.843,0.449,0.698,0.131,0.303,0.737,0.077,0.414,0.907284768
1142,2016, Matt Holliday,STL,110,426,0.167,0.306,0.668,0.723,0.89,0.426,0.627,0.092,0.243,0.775,0.059,0.42,1.04
1143,2018, Robinson Chirinos,TEX,113,426,0.329,0.294,0.543,0.653,0.779,0.408,0.62,0.139,0.303,0.758,0.067,0.421,0.684210526
1144,2015, Steven Souza Jr.,TBR,110,426,0.338,0.275,0.498,0.675,0.791,0.467,0.664,0.139,0.303,0.862,0.076,0.445,0.683890578
1145,2015, Yasmani Grandal,LAD,115,426,0.216,0.225,0.627,0.602,0.87,0.434,0.582,0.082,0.272,0.692,0.06,0.433,0.94265233
1146,2015, Yasmany Tomas,ARI,118,426,0.258,0.414,0.602,0.789,0.833,0.414,0.674,0.151,0.276,0.83,0.076,0.39,0.931034483
1147,2015, Dustin Pedroia,BOS,93,425,0.12,0.265,0.781,0.601,0.926,0.496,0.565,0.051,0.256,0.721,0.084,0.451,1.148275862
1148,2017, Gerardo Parra,COL,115,425,0.158,0.358,0.702,0.684,0.907,0.469,0.631,0.087,0.239,0.808,0.08,0.433,1.006153846
1149,2015, James McCann,DET,118,425,0.254,0.351,0.596,0.648,0.879,0.418,0.556,0.115,0.288,0.802,0.078,0.441,0.888252149
1150,2019, Shohei Ohtani,LAA,106,425,0.259,0.328,0.661,0.741,0.81,0.396,0.584,0.123,0.261,0.844,0.066,0.423,0.812865497
1151,2019, Andrelton Simmons,LAA,124,424,0.079,0.276,0.768,0.702,0.937,0.468,0.646,0.055,0.222,0.804,0.071,0.416,1.607843137
1152,2017, Ryan Braun,MIL,104,424,0.179,0.38,0.654,0.699,0.89,0.436,0.656,0.108,0.252,0.809,0.058,0.43,0.93030303
1153,2015, Chase Utley,- - -,107,423,0.151,0.255,0.747,0.609,0.933,0.441,0.589,0.054,0.26,0.639,0.067,0.429,1.180451128
1154,2018, Daniel Descalso,ARI,138,423,0.26,0.23,0.543,0.671,0.837,0.44,0.6,0.107,0.288,0.706,0.071,0.435,0.814569536
1155,2019, David Peralta,ARI,99,423,0.206,0.371,0.648,0.697,0.871,0.407,0.65,0.114,0.264,0.747,0.062,0.434,0.945686901
1156,2019, Jake Bauers,CLE,117,423,0.272,0.256,0.629,0.657,0.865,0.406,0.558,0.092,0.274,0.767,0.078,0.433,0.810725552
1157,2019, Robinson Cano,NYM,107,423,0.163,0.382,0.716,0.758,0.909,0.403,0.641,0.093,0.222,0.83,0.061,0.417,0.975830816
1158,2017, Tucker Barnhart,CIN,121,423,0.161,0.273,0.659,0.721,0.897,0.455,0.605,0.084,0.23,0.905,0.069,0.426,0.99669967
1159,2021, AJ Pollock,ARI,112,422,0.152,0.27,0.661,0.604,0.927,0.459,0.588,0.07,0.279,0.873,0.075,0.422,1.338403042
1161,2017, Jorge Bonifacio,KCR,113,422,0.28,0.315,0.512,0.786,0.803,0.45,0.621,0.154,0.264,0.911,0.08,0.401,0.739612188
1162,2019, Dee Strange-Gordon,SEA,117,421,0.145,0.368,0.777,0.737,0.895,0.472,0.651,0.08,0.215,0.868,0.085,0.427,0.967836257
1163,2019, Garrett Cooper,MIA,107,421,0.261,0.37,0.702,0.66,0.865,0.395,0.651,0.102,0.284,0.713,0.064,0.447,0.713910761
1164,2017, Kevin Kiermaier,TBR,98,421,0.235,0.307,0.611,0.693,0.83,0.438,0.594,0.119,0.264,0.807,0.072,0.434,0.888888889
1165,2019, Brandon Dixon,DET,118,420,0.324,0.364,0.491,0.726,0.786,0.427,0.648,0.172,0.318,0.748,0.067,0.426,0.814465409
1166,2016, Tucker Barnhart,CIN,115,420,0.171,0.274,0.674,0.733,0.874,0.441,0.569,0.089,0.239,0.845,0.067,0.434,1.101083032
1167,2015, Yolmer Sanchez,CHW,120,420,0.193,0.332,0.675,0.674,0.881,0.455,0.614,0.095,0.273,0.75,0.059,0.404,0.93883792
1168,2016, Cameron Rupp,PHI,105,419,0.272,0.292,0.562,0.696,0.799,0.461,0.604,0.133,0.296,0.804,0.069,0.429,1.018450185
1169,2021, Pedro Severino,BAL,113,419,0.26,0.312,0.529,0.708,0.848,0.421,0.621,0.13,0.293,0.746,0.077,0.422,0.873015873
1170,2016, Lonnie Chisenhall,CLE,126,418,0.167,0.42,0.719,0.775,0.928,0.421,0.612,0.091,0.208,0.802,0.068,0.427,0.719457014
1171,2021, Alec Bohm,PHI,115,417,0.266,0.309,0.689,0.748,0.803,0.41,0.616,0.117,0.265,0.827,0.079,0.411,0.782234957
1172,2017, Austin Hedges,SDP,120,417,0.293,0.377,0.528,0.721,0.806,0.447,0.619,0.161,0.307,0.813,0.076,0.426,0.874587459
1173,2016, Colby Rasmus,HOU,137,417,0.318,0.271,0.524,0.708,0.791,0.433,0.631,0.137,0.29,0.83,0.061,0.434,0.735294118
1174,2019, Christin Stewart,DET,104,416,0.248,0.352,0.612,0.689,0.844,0.404,0.615,0.125,0.282,0.791,0.058,0.417,0.847352025
1175,2018, Logan Forsythe,LAD,119,416,0.248,0.163,0.637,0.512,0.857,0.464,0.572,0.066,0.322,0.706,0.099,0.424,1.066390041
1176,2018, Wilson Ramos,- - -,111,416,0.192,0.385,0.649,0.79,0.881,0.389,0.642,0.119,0.219,0.885,0.066,0.432,0.941176471
1177,2021, Brendan Rodgers,COL,102,415,0.202,0.359,0.699,0.756,0.866,0.419,0.61,0.105,0.246,0.883,0.079,0.428,0.924242424
1178,2015, Jonathan Lucroy,MIL,103,415,0.154,0.274,0.715,0.602,0.935,0.486,0.573,0.059,0.266,0.644,0.081,0.42,1
1179,2016, Trevor Story,COL,97,415,0.313,0.279,0.562,0.667,0.807,0.471,0.566,0.125,0.286,0.652,0.068,0.402,0.681690141
1180,2019, Chris Taylor,LAD,124,414,0.278,0.298,0.479,0.749,0.816,0.439,0.626,0.147,0.283,0.852,0.068,0.437,0.727011494
1181,2016, Kevin Kiermaier,TBR,105,414,0.179,0.279,0.688,0.661,0.842,0.406,0.568,0.094,0.256,0.752,0.064,0.415,1.103846154
1182,2019, Nick Senzel,CIN,104,414,0.244,0.313,0.673,0.737,0.835,0.416,0.623,0.11,0.26,0.879,0.078,0.42,0.801169591
1183,2019, David Dahl,COL,100,413,0.266,0.379,0.622,0.733,0.792,0.401,0.61,0.147,0.277,0.804,0.064,0.426,0.807228916
1184,2017, Ian Happ,CHC,115,413,0.312,0.315,0.497,0.746,0.779,0.412,0.588,0.161,0.29,0.872,0.067,0.431,0.802013423
1185,2016, Michael Bourn,- - -,141,413,0.222,0.218,0.558,0.66,0.845,0.437,0.618,0.099,0.275,0.7,0.075,0.461,1.102836879
1186,2019, Rio Ruiz,BAL,127,413,0.213,0.278,0.625,0.719,0.849,0.428,0.63,0.106,0.261,0.826,0.084,0.431,0.962457338
1187,2017, Aaron Altherr,PHI,107,412,0.252,0.285,0.52,0.637,0.83,0.453,0.629,0.124,0.306,0.761,0.069,0.422,1.111570248
1188,2015, Danny Espinosa,WSN,118,412,0.257,0.382,0.627,0.75,0.808,0.422,0.638,0.141,0.253,0.829,0.055,0.408,0.722543353
1189,2016, Derek Dietrich,MIA,128,412,0.204,0.325,0.68,0.671,0.906,0.417,0.553,0.086,0.253,0.72,0.065,0.429,0.793002915
1190,2021, Eddie Rosario,MIN,122,412,0.249,0.455,0.634,0.764,0.843,0.432,0.656,0.145,0.27,0.897,0.077,0.442,0.811138015
1191,2021, James McCann,DET,114,412,0.212,0.39,0.601,0.678,0.879,0.456,0.628,0.122,0.285,0.798,0.067,0.42,1.051369863
1192,2021, Jurickson Profar,SDP,137,412,0.158,0.256,0.719,0.664,0.883,0.439,0.566,0.074,0.247,0.805,0.089,0.426,0.860119048
1193,2015, Alex Rios,KCR,105,411,0.163,0.308,0.686,0.666,0.913,0.459,0.613,0.079,0.258,0.732,0.074,0.441,1.161290323
1194,2017, Gregory Polanco,PIT,108,411,0.146,0.344,0.671,0.705,0.918,0.427,0.618,0.089,0.231,0.851,0.062,0.434,1.028938907
1195,2018, Mark Canha,OAK,124,411,0.198,0.329,0.673,0.628,0.858,0.477,0.629,0.098,0.29,0.741,0.069,0.441,0.972067039
1196,2019, Mike Yastrzemski,SFG,107,411,0.26,0.292,0.642,0.694,0.815,0.444,0.616,0.115,0.279,0.791,0.073,0.427,0.829652997
1197,2019, Tony Wolters,COL,121,411,0.165,0.285,0.651,0.654,0.923,0.435,0.608,0.078,0.261,0.729,0.077,0.42,1.080586081
1198,2017, Kolten Wong,STL,127,410,0.147,0.249,0.713,0.623,0.888,0.446,0.572,0.071,0.261,0.746,0.085,0.399,1.175
1199,2017, Mitch Haniger,SEA,96,410,0.227,0.245,0.587,0.617,0.886,0.47,0.627,0.087,0.29,0.672,0.081,0.41,1.065891473
1200,2021, Corey Seager,LAD,95,409,0.161,0.32,0.511,0.846,0.862,0.405,0.641,0.14,0.22,0.939,0.07,0.447,1.11969112
1201,2017, Jacoby Ellsbury,NYY,112,409,0.154,0.232,0.667,0.644,0.903,0.47,0.604,0.07,0.244,0.717,0.081,0.43,1.094339623
1202,2019, Rowdy Tellez,TOR,111,409,0.284,0.393,0.598,0.649,0.811,0.377,0.606,0.145,0.309,0.714,0.057,0.406,0.868243243
1203,2019, Willson Contreras,CHC,117,409,0.229,0.318,0.599,0.665,0.785,0.445,0.6,0.134,0.29,0.788,0.066,0.43,1.033707865
1204,2018, Carlos Gomez,- - -,115,408,0.212,0.377,0.645,0.78,0.845,0.428,0.639,0.128,0.229,0.903,0.066,0.407,0.800982801
1205,2019, Delino DeShields,TEX,121,408,0.205,0.197,0.569,0.552,0.857,0.503,0.624,0.082,0.31,0.791,0.067,0.442,1.181467181
1206,2021, Didi Gregorius,PHI,103,408,0.164,0.367,0.659,0.769,0.849,0.43,0.637,0.122,0.238,0.806,0.065,0.421,0.861971831
1207,2016, Jace Peterson,ATL,115,408,0.169,0.247,0.671,0.607,0.928,0.446,0.542,0.064,0.264,0.732,0.074,0.42,1.036900369
1208,2015, Michael Cuddyer,NYM,117,408,0.216,0.369,0.609,0.684,0.885,0.46,0.605,0.114,0.275,0.69,0.085,0.436,0.918238994
1209,2017, Brad Miller,SEA,144,407,0.203,0.298,0.634,0.711,0.836,0.445,0.64,0.112,0.266,0.798,0.07,0.427,1.065625
1210,2017, Jason Castro,MIN,110,407,0.265,0.217,0.536,0.687,0.784,0.488,0.575,0.124,0.284,0.829,0.072,0.44,0.879432624
1211,2018, Kolten Wong,STL,108,407,0.146,0.252,0.692,0.681,0.875,0.477,0.586,0.081,0.243,0.754,0.083,0.423,1.050909091
1212,2015, Ruben Tejada,NYM,116,407,0.172,0.292,0.675,0.77,0.866,0.449,0.614,0.097,0.229,0.878,0.08,0.425,0.842565598
1213,2019, Harrison Bader,STL,128,406,0.288,0.282,0.608,0.583,0.851,0.431,0.608,0.1,0.307,0.656,0.078,0.402,0.708860759
1214,2018, Lewis Brinson,MIA,109,406,0.296,0.375,0.538,0.723,0.764,0.441,0.621,0.172,0.311,0.765,0.087,0.419,0.873333333
1216,2019, Anthony Santander,BAL,93,405,0.212,0.402,0.736,0.699,0.881,0.391,0.585,0.097,0.253,0.77,0.069,0.418,0.734491315
1217,2018, Mike Zunino,SEA,124,405,0.368,0.301,0.437,0.723,0.736,0.459,0.616,0.179,0.317,0.812,0.071,0.418,0.670588235
1218,2015, C.J. Cron,LAA,113,404,0.203,0.394,0.714,0.651,0.866,0.443,0.599,0.101,0.272,0.75,0.057,0.429,0.92
1219,2018, Francisco Cervelli,PIT,104,404,0.208,0.215,0.547,0.629,0.869,0.434,0.606,0.091,0.28,0.647,0.074,0.442,1.008
1220,2015, Jorge Soler,CHC,101,404,0.3,0.328,0.47,0.712,0.821,0.401,0.611,0.154,0.302,0.748,0.064,0.438,0.879432624
1221,2018, Martin Maldonado,LAA,138,404,0.253,0.344,0.54,0.656,0.861,0.469,0.66,0.127,0.303,0.692,0.082,0.419,0.883381924
1222,2018, Curtis Granderson,- - -,123,403,0.263,0.245,0.586,0.589,0.836,0.42,0.548,0.099,0.306,0.714,0.069,0.444,0.874538745
1223,2019, Jose Peraza,CIN,141,403,0.144,0.376,0.708,0.762,0.95,0.425,0.66,0.079,0.221,0.814,0.054,0.446,1.016025641
1224,2021, Maikel Franco,PHI,131,403,0.133,0.354,0.689,0.739,0.871,0.426,0.647,0.104,0.238,0.679,0.072,0.42,1.218241042
1225,2015, Miguel Montero,CHC,113,403,0.256,0.297,0.583,0.757,0.795,0.422,0.628,0.135,0.262,0.838,0.084,0.417,0.741741742
1226,2018, Jedd Gyorko,SDP,128,402,0.234,0.312,0.601,0.69,0.855,0.464,0.592,0.113,0.271,0.679,0.07,0.438,0.886111111
1227,2019, Nicky Lopez,KCR,103,402,0.127,0.316,0.79,0.695,0.912,0.474,0.627,0.064,0.244,0.752,0.093,0.433,0.955223881
1228,2021, Paul DeJong,STL,108,402,0.28,0.336,0.592,0.723,0.822,0.465,0.614,0.133,0.274,0.811,0.08,0.426,0.775725594
1229,2018, Tim Beckham,BAL,96,402,0.249,0.32,0.595,0.688,0.83,0.437,0.622,0.124,0.285,0.74,0.082,0.435,0.950530035
1230,2021, Tyler Stephenson,CIN,132,402,0.187,0.245,0.687,0.637,0.914,0.405,0.624,0.068,0.264,0.795,0.077,0.436,1.12
1231,2015, Yonder Alonso,SDP,103,402,0.119,0.258,0.705,0.704,0.925,0.441,0.557,0.066,0.205,0.815,0.063,0.424,1.183908046
1232,2017, Brandon Moss,STL,128,401,0.304,0.34,0.472,0.74,0.802,0.424,0.621,0.165,0.291,0.805,0.069,0.419,0.771830986
1233,2015, Eric Sogard,OAK,120,401,0.125,0.242,0.757,0.579,0.966,0.486,0.616,0.04,0.281,0.629,0.073,0.432,1.472222222
1234,2021, Harrison Bader,STL,138,401,0.293,0.306,0.595,0.646,0.834,0.427,0.595,0.117,0.297,0.7,0.063,0.429,0.75147929
1235,2017, Luis Valbuena,HOU,132,401,0.215,0.274,0.637,0.708,0.839,0.437,0.574,0.106,0.259,0.798,0.069,0.433,0.812807882
1236,2017, Stephen Piscotty,STL,107,401,0.217,0.295,0.633,0.689,0.849,0.44,0.633,0.106,0.265,0.807,0.07,0.431,0.778115502
1237,2021, Alex Bregman,HOU,91,400,0.133,0.21,0.728,0.666,0.935,0.449,0.573,0.051,0.244,0.787,0.085,0.404,1.06405694
1238,2021, Ben Gamel,- - -,122,400,0.263,0.272,0.512,0.657,0.876,0.439,0.605,0.11,0.283,0.816,0.085,0.421,0.78716216
