,Season,Name,Team,G,PA,H,2B,2B%,FB%,GB%,LD%,SweetSpot%,Pull%,Cent%,Oppo%,Barrel%,HardHit%,LDFB_EV,Spd
733,2015,Buster Posey,SFG,150,623,177,28,0.15819209,0.338,0.363,0.223,0.342,0.354,0.375,0.271,0.055,0.371,0.4385,5.4
734,2019,Matt Carpenter,STL,129,492,94,20,0.212765957,0.431,0.477,0.253,0.326,0.464,0.294,0.242,0.072,0.304,0.442,8.3
735,2019,Nick Ahmed,ARI,158,625,141,33,0.234042553,0.318,0.432,0.199,0.322,0.368,0.39,0.241,0.057,0.34,0.4635,6.1
736,2017,Andrew Benintendi,BOS,151,658,155,26,0.167741935,0.384,0.442,0.215,0.336,0.343,0.37,0.287,0.053,0.332,0.457,4.5
737,2017,Alex Bregman,HOU,155,626,158,39,0.246835443,0.399,0.412,0.217,0.36,0.426,0.373,0.201,0.034,0.345,0.4495,5.7
738,2019,Adam Jones,ARI,137,528,126,25,0.198412698,0.377,0.405,0.192,0.345,0.439,0.346,0.214,0.057,0.309,0.451,2.6
739,2016,Carlos Correa,HOU,153,660,158,36,0.227848101,0.274,0.398,0.224,0.417,0.39,0.347,0.263,0.075,0.431,0.4715,3.2
740,2021,Kyle Farmer,CIN,147,529,127,22,0.173228346,0.353,0.483,0.235,0.358,0.393,0.372,0.235,0.043,0.321,0.4505,3.9
741,2017,Miguel Cabrera,DET,130,529,117,22,0.188034188,0.329,0.431,0.273,0.313,0.32,0.365,0.315,0.097,0.478,0.46,3
742,2016,Hernan Perez,MIL,123,430,110,18,0.163636364,0.361,0.443,0.204,0.36,0.369,0.356,0.274,0.035,0.382,0.449,2.4
743,2016,Travis Shaw,BOS,145,530,116,34,0.293103448,0.446,0.47,0.191,0.352,0.393,0.339,0.268,0.074,0.342,0.473,6
744,2017,Whit Merrifield,KCR,145,630,169,32,0.189349112,0.405,0.511,0.218,0.344,0.335,0.357,0.308,0.045,0.294,0.4605,6.7
745,2015,Mark Reynolds,STL,140,432,88,21,0.238636364,0.395,0.326,0.19,0.331,0.399,0.357,0.243,0.084,0.327,0.449,3.8
746,2017,A.J. Pollock,ARI,112,466,113,33,0.292035398,0.321,0.414,0.233,0.31,0.432,0.373,0.195,0.054,0.384,0.4565,7.8
747,2015,Starling Marte,PIT,153,633,166,30,0.180722892,0.227,0.325,0.236,0.349,0.44,0.349,0.211,0.067,0.351,0.4625,3.2
748,2021,Alex Bregman,HOU,91,400,94,17,0.180851064,0.408,0.455,0.184,0.306,0.522,0.304,0.174,0.064,0.381,0.46,2.4
749,2017,Danny Valencia,SEA,130,500,115,19,0.165217391,0.31,0.482,0.211,0.328,0.378,0.375,0.247,0.051,0.372,0.463,3.9
750,2018,Jason Kipnis,CLE,147,601,122,28,0.229508197,0.447,0.468,0.216,0.319,0.393,0.365,0.242,0.059,0.306,0.474,3.7
751,2018,Tim Beckham,BAL,96,402,85,17,0.2,0.331,0.548,0.204,0.326,0.426,0.342,0.232,0.051,0.357,0.4305,3.6
752,2015,David Freese,LAA,121,470,109,27,0.247706422,0.281,0.625,0.175,0.301,0.381,0.306,0.313,0.066,0.381,0.465,5.5
753,2015,Wilson Ramos,WSN,128,504,109,16,0.146788991,0.249,0.423,0.196,0.335,0.359,0.374,0.267,0.058,0.445,0.48,0.9
754,2017,Martin Maldonado,LAA,138,471,95,19,0.2,0.366,0.367,0.149,0.404,0.417,0.317,0.266,0.056,0.31,0.455,2.3
755,2015,A.J. Pollock,ARI,157,673,192,39,0.203125,0.29,0.394,0.208,0.356,0.388,0.369,0.244,0.045,0.391,0.472,2.9
756,2018,Francisco Cervelli,PIT,104,404,86,15,0.174418605,0.417,0.448,0.194,0.312,0.386,0.346,0.268,0.083,0.398,0.468,3.1
757,2015,Ian Desmond,WSN,156,641,136,27,0.198529412,0.31,0.442,0.156,0.322,0.347,0.36,0.293,0.064,0.409,0.473,4.5
758,2019,Harrison Bader,STL,128,406,71,14,0.197183099,0.442,0.624,0.174,0.258,0.421,0.373,0.206,0.082,0.352,0.471,6.5
759,2017,Evan Longoria,TBR,156,677,160,36,0.225,0.368,0.41,0.198,0.343,0.428,0.32,0.252,0.05,0.322,0.4475,5.2
760,2017,Josh Harrison,PIT,128,542,132,26,0.196969697,0.408,0.364,0.227,0.348,0.439,0.319,0.242,0.025,0.237,0.459,5.9
761,2021,Hunter Dozier,KCR,144,543,105,27,0.257142857,0.425,0.543,0.195,0.327,0.416,0.372,0.212,0.088,0.419,0.4935,1.3
762,2019,Eric Sogard,- - -,110,442,115,23,0.2,0.423,0.396,0.257,0.355,0.36,0.363,0.277,0.009,0.204,0.477,2.5
763,2016,Hunter Pence,SFG,106,442,114,23,0.201754386,0.284,0.443,0.168,0.366,0.34,0.36,0.3,0.066,0.409,0.477,5.2
764,2017,J.T. Realmuto,MIA,141,579,148,31,0.209459459,0.343,0.449,0.179,0.357,0.466,0.352,0.182,0.061,0.352,0.459,5
765,2018,Andrew McCutchen,- - -,155,682,145,30,0.206896552,0.357,0.393,0.23,0.375,0.439,0.364,0.197,0.079,0.415,0.4665,4.2
766,2019,Bryan Reynolds,PIT,134,546,154,37,0.24025974,0.298,0.396,0.239,0.383,0.386,0.351,0.263,0.067,0.41,0.457,3.4
767,2021,Michael Conforto,NYM,125,479,94,20,0.212765957,0.342,0.339,0.211,0.357,0.408,0.368,0.224,0.092,0.391,0.4715,3.2
768,2016,Xander Bogaerts,BOS,157,719,192,34,0.177083333,0.349,0.481,0.196,0.35,0.445,0.312,0.242,0.051,0.335,0.463,4.5
769,2019,Vladimir Guerrero Jr.,TOR,123,514,126,26,0.206349206,0.331,0.454,0.173,0.313,0.413,0.368,0.219,0.072,0.387,0.466,1.9
770,2019,Kevin Kiermaier,TBR,129,480,102,20,0.196078431,0.292,0.441,0.173,0.281,0.388,0.391,0.22,0.055,0.377,0.4675,2.4
771,2015,Adrian Beltre,TEX,143,619,163,32,0.196319018,0.357,0.43,0.227,0.34,0.388,0.386,0.225,0.049,0.402,0.479,7
772,2021,Dylan Carlson,STL,149,619,144,31,0.215277778,0.376,0.471,0.246,0.325,0.41,0.299,0.291,0.07,0.306,0.459,4
773,2019,Rio Ruiz,BAL,127,413,86,13,0.151162791,0.34,0.413,0.213,0.297,0.439,0.351,0.211,0.025,0.365,0.4445,6.8
774,2017,Kole Calhoun,LAA,155,654,139,23,0.165467626,0.35,0.474,0.211,0.303,0.447,0.324,0.229,0.052,0.354,0.461,6.7
775,2018,Derek Dietrich,MIA,149,551,132,26,0.196969697,0.36,0.486,0.233,0.376,0.413,0.338,0.249,0.058,0.377,0.458,3.2
776,2017,Elvis Andrus,TEX,158,689,191,44,0.230366492,0.315,0.411,0.2,0.329,0.448,0.36,0.192,0.037,0.314,0.4465,6.5
777,2019,Chris Taylor,LAD,124,414,96,29,0.302083333,0.348,0.45,0.273,0.352,0.349,0.329,0.322,0.047,0.318,0.45,6.4
778,2016,Kevin Kiermaier,TBR,105,414,90,20,0.222222222,0.376,0.521,0.206,0.354,0.495,0.276,0.229,0.038,0.328,0.457,6.4
779,2018,Marwin Gonzalez,HOU,145,552,121,25,0.20661157,0.358,0.424,0.226,0.38,0.441,0.354,0.205,0.062,0.414,0.472,4.7
780,2019,Nick Senzel,CIN,104,414,96,20,0.208333333,0.328,0.395,0.193,0.306,0.338,0.349,0.313,0.071,0.371,0.46,6.5
781,2021,Carlos Santana,KCR,158,659,121,15,0.123966942,0.366,0.381,0.178,0.335,0.478,0.353,0.169,0.068,0.419,0.485,5.8
782,2016,Jean Segura,ARI,153,694,203,41,0.201970443,0.278,0.415,0.191,0.371,0.314,0.363,0.323,0.055,0.338,0.4605,6.8
783,2018,Jose Martinez,STL,152,590,163,30,0.18404908,0.277,0.472,0.261,0.359,0.324,0.329,0.347,0.09,0.441,0.4705,1.4
784,2016,Carlos Gomez,- - -,118,453,95,22,0.231578947,0.347,0.559,0.21,0.272,0.446,0.317,0.237,0.065,0.32,0.467,5
785,2015,Carlos Santana,CLE,154,666,127,29,0.228346457,0.371,0.439,0.183,0.294,0.536,0.286,0.178,0.067,0.395,0.478,4.5
786,2016,Ben Zobrist,CHC,147,631,142,31,0.218309859,0.305,0.456,0.216,0.354,0.483,0.347,0.169,0.04,0.354,0.465,5.1
787,2021,Miguel Cabrera,DET,130,526,121,16,0.132231405,0.322,0.384,0.196,0.373,0.339,0.369,0.292,0.083,0.49,0.4505,5.9
788,2021,Trent Grisham,SDP,132,527,112,28,0.25,0.37,0.349,0.216,0.401,0.388,0.376,0.236,0.052,0.365,0.465,4.8
789,2021,Kolten Wong,MIL,116,492,121,32,0.26446281,0.355,0.418,0.223,0.314,0.411,0.348,0.241,0.055,0.348,0.4575,5.3
790,2018,Kris Bryant,CHC,102,457,106,28,0.264150943,0.407,0.496,0.253,0.309,0.481,0.319,0.2,0.084,0.333,0.4605,2.1
791,2016,Adrian Gonzalez,LAD,156,633,162,31,0.191358025,0.275,0.514,0.264,0.29,0.381,0.341,0.278,0.039,0.335,0.4215,9
792,2019,David Peralta,ARI,99,423,105,29,0.276190476,0.277,0.424,0.213,0.326,0.361,0.405,0.233,0.051,0.409,0.4725,2.8
793,2019,Jake Bauers,CLE,117,423,84,16,0.19047619,0.377,0.363,0.237,0.365,0.392,0.315,0.292,0.046,0.331,0.455,2.8
794,2018,Nick Ahmed,ARI,153,564,121,33,0.272727273,0.347,0.416,0.244,0.318,0.39,0.363,0.247,0.041,0.3,0.472,3.2
795,2015,Dustin Pedroia,BOS,93,425,111,19,0.171171171,0.318,0.387,0.177,0.323,0.401,0.386,0.213,0.027,0.254,0.452,3.1
796,2021,Akil Baddoo,DET,124,461,107,20,0.186915888,0.391,0.402,0.207,0.378,0.378,0.35,0.272,0.088,0.323,0.4555,7.3
797,2021,Martin Maldonado,HOU,125,426,64,10,0.15625,0.422,0.399,0.209,0.331,0.417,0.332,0.251,0.057,0.328,0.4665,3.4
798,2018,Chris Taylor,LAD,155,604,136,35,0.257352941,0.389,0.421,0.275,0.355,0.378,0.343,0.279,0.077,0.376,0.4715,3.9
799,2018,Harrison Bader,STL,138,427,100,20,0.2,0.335,0.447,0.268,0.29,0.465,0.296,0.238,0.065,0.308,0.4555,1.4
800,2017,Tim Anderson,CHW,146,606,151,26,0.17218543,0.28,0.46,0.192,0.331,0.428,0.35,0.222,0.049,0.311,0.4665,4.5
801,2021,Nathaniel Lowe,TEX,157,642,147,24,0.163265306,0.274,0.421,0.181,0.358,0.264,0.399,0.337,0.095,0.455,0.4515,2.3
802,2017,Derek Dietrich,MIA,135,464,101,22,0.217821782,0.407,0.533,0.228,0.293,0.407,0.365,0.228,0.058,0.321,0.4605,5.2
803,2016,Jonathan Villar,MIL,156,679,168,38,0.226190476,0.241,0.376,0.203,0.337,0.323,0.417,0.259,0.05,0.382,0.483,5
804,2021,Ty France,SEA,152,650,166,32,0.192771084,0.314,0.475,0.229,0.27,0.38,0.384,0.236,0.068,0.389,0.4625,1.9
805,2018,Kevin Pillar,TOR,142,542,129,40,0.310077519,0.378,0.521,0.266,0.334,0.407,0.35,0.243,0.05,0.364,0.4485,4.9
806,2015,Logan Forsythe,TBR,153,615,152,33,0.217105263,0.406,0.331,0.198,0.347,0.391,0.363,0.246,0.032,0.317,0.469,3.8
807,2019,Brandon Belt,SFG,156,616,123,32,0.260162602,0.487,0.437,0.23,0.34,0.414,0.328,0.258,0.079,0.357,0.469,2.1
808,2019,Victor Robles,WSN,155,617,139,33,0.237410072,0.367,0.396,0.23,0.385,0.451,0.317,0.233,0.046,0.23,0.443,6.6
809,2015,Mookie Betts,BOS,145,654,174,42,0.24137931,0.424,0.418,0.195,0.321,0.403,0.365,0.231,0.048,0.372,0.477,5
810,2017,Carlos Beltran,HOU,129,509,108,29,0.268518519,0.404,0.527,0.164,0.317,0.477,0.31,0.213,0.04,0.31,0.4435,5.8
811,2019,Orlando Arcia,MIL,152,546,110,16,0.145454545,0.306,0.431,0.18,0.294,0.372,0.364,0.265,0.038,0.308,0.4625,2
812,2015,Eddie Rosario,MIN,122,474,121,18,0.148760331,0.406,0.41,0.203,0.358,0.39,0.358,0.252,0.05,0.308,0.4585,6.8
813,2015,Francisco Lindor,CLE,99,438,122,22,0.180327869,0.287,0.486,0.206,0.282,0.346,0.361,0.293,0.032,0.367,0.466,1.7
814,2015,Michael A. Taylor,WSN,138,511,108,15,0.138888889,0.318,0.459,0.222,0.358,0.473,0.278,0.249,0.063,0.356,0.487,1.9
815,2017,Orlando Arcia,MIL,153,548,140,17,0.121428571,0.285,0.504,0.199,0.333,0.345,0.404,0.251,0.034,0.273,0.453,4.1
816,2018,Jedd Gyorko,STL,125,402,92,19,0.206521739,0.396,0.394,0.205,0.351,0.439,0.331,0.23,0.072,0.313,0.4675,4
817,2021,Jed Lowrie,OAK,139,512,112,28,0.25,0.414,0.394,0.224,0.314,0.388,0.377,0.235,0.093,0.459,0.4465,2.4
818,2021,Maikel Franco,BAL,104,403,79,22,0.278481013,0.329,0.426,0.182,0.401,0.473,0.304,0.224,0.051,0.339,0.463,0.9
819,2015,Asdrubal Cabrera,TBR,143,551,134,28,0.208955224,0.436,0.486,0.207,0.29,0.479,0.277,0.244,0.049,0.323,0.454,4.1
820,2019,Manuel Margot,SDP,151,441,93,19,0.204301075,0.403,0.367,0.164,0.364,0.447,0.351,0.201,0.032,0.348,0.4615,2.1
821,2021,Mark Canha,OAK,141,625,120,22,0.183333333,0.359,0.506,0.229,0.268,0.438,0.323,0.239,0.071,0.354,0.459,5.5
822,2019,Daniel Murphy,COL,132,478,122,35,0.286885246,0.361,0.382,0.242,0.357,0.389,0.342,0.269,0.024,0.281,0.4755,5
823,2018,Jonathan Villar,- - -,141,515,121,14,0.115702479,0.244,0.379,0.197,0.352,0.384,0.353,0.263,0.048,0.36,0.4835,1.5
824,2018,Lewis Brinson,MIA,109,406,76,10,0.131578947,0.313,0.517,0.168,0.309,0.447,0.367,0.186,0.087,0.389,0.4685,4.5
825,2017,Brandon Drury,ARI,135,480,119,37,0.31092437,0.294,0.35,0.218,0.421,0.392,0.346,0.262,0.047,0.387,0.4665,7.6
826,2019,Eric Hosmer,SDP,160,667,164,29,0.176829268,0.231,0.426,0.209,0.3,0.33,0.399,0.271,0.067,0.46,0.484,2.9
827,2018,Michael Brantley,CLE,143,631,176,36,0.204545455,0.303,0.486,0.247,0.299,0.404,0.368,0.228,0.031,0.371,0.4595,4.8
828,2015,Eduardo Escobar,MIN,127,446,107,31,0.289719626,0.387,0.489,0.193,0.287,0.415,0.342,0.242,0.058,0.236,0.46,4
829,2016,Eduardo Nunez,- - -,141,595,159,24,0.150943396,0.338,0.479,0.166,0.3,0.35,0.354,0.297,0.042,0.37,0.4815,4.1
830,2016,Kole Calhoun,LAA,157,672,161,35,0.217391304,0.399,0.479,0.221,0.324,0.418,0.326,0.256,0.052,0.399,0.4665,2.2
831,2017,Gregory Polanco,PIT,108,411,95,20,0.210526316,0.375,0.555,0.203,0.301,0.441,0.306,0.253,0.034,0.296,0.45,5.4
832,2017,Cory Spangenberg,SDP,129,486,117,18,0.153846154,0.278,0.458,0.228,0.328,0.423,0.323,0.254,0.038,0.288,0.4775,2.8
833,2017,Jose Reyes,NYM,145,561,123,25,0.203252033,0.431,0.438,0.197,0.371,0.416,0.36,0.223,0.023,0.242,0.4425,5.7
834,2021,Tommy Pham,SDP,155,561,109,24,0.220183486,0.316,0.57,0.202,0.312,0.348,0.379,0.274,0.1,0.467,0.4805,7.2
835,2019,Wilson Ramos,NYM,141,524,136,19,0.139705882,0.192,0.415,0.184,0.336,0.398,0.346,0.256,0.037,0.425,0.469,1.6
836,2018,Eric Hosmer,SDP,157,677,155,31,0.2,0.197,0.355,0.199,0.425,0.318,0.392,0.29,0.055,0.373,0.468,3.9
837,2015,Brett Lawrie,OAK,149,602,146,29,0.198630137,0.327,0.389,0.185,0.376,0.381,0.367,0.252,0.049,0.391,0.479,1.4
838,2015,Jhonny Peralta,STL,155,640,159,26,0.163522013,0.312,0.49,0.247,0.272,0.426,0.348,0.226,0.038,0.335,0.484,4.7
839,2015,Seth Smith,SEA,136,452,98,31,0.316326531,0.38,0.458,0.197,0.301,0.387,0.348,0.265,0.066,0.421,0.445,6.4
840,2015,Neil Walker,PIT,151,603,146,32,0.219178082,0.368,0.401,0.214,0.367,0.408,0.354,0.238,0.041,0.376,0.466,3.9
841,2016,Avisail Garcia,CHW,120,453,101,18,0.178217822,0.233,0.453,0.217,0.332,0.367,0.37,0.263,0.077,0.393,0.476,3.3
842,2015,Lorenzo Cain,KCR,140,604,169,34,0.201183432,0.313,0.494,0.232,0.306,0.337,0.381,0.282,0.046,0.381,0.464,3.5
843,2016,Chase Headley,NYY,140,529,117,18,0.153846154,0.32,0.452,0.238,0.309,0.415,0.339,0.246,0.048,0.331,0.45,6.1
844,2016,David Freese,PIT,141,492,118,23,0.194915254,0.203,0.447,0.19,0.334,0.346,0.383,0.271,0.075,0.481,0.459,4.5
845,2021,Odubel Herrera,PHI,124,492,117,27,0.230769231,0.311,0.315,0.205,0.38,0.354,0.372,0.274,0.047,0.4,0.4575,5.2
846,2015,Cody Asche,PHI,129,456,104,22,0.211538462,0.39,0.479,0.232,0.315,0.467,0.337,0.197,0.057,0.33,0.458,2
847,2016,Stephen Vogt,OAK,137,532,123,30,0.243902439,0.465,0.366,0.232,0.375,0.366,0.346,0.288,0.049,0.266,0.45,2.8
848,2018,Dansby Swanson,ATL,136,533,114,25,0.219298246,0.376,0.339,0.199,0.392,0.427,0.318,0.255,0.041,0.34,0.476,1.3
849,2021,Pedro Severino,BAL,113,419,94,18,0.191489362,0.371,0.448,0.236,0.315,0.458,0.298,0.244,0.076,0.382,0.469,0.6
850,2017,Carlos Gonzalez,COL,136,534,123,34,0.276422764,0.317,0.51,0.197,0.313,0.415,0.381,0.204,0.053,0.37,0.445,4.4
851,2018,Ian Kinsler,- - -,128,534,117,26,0.222222222,0.42,0.501,0.214,0.315,0.437,0.338,0.225,0.031,0.258,0.4655,2.6
852,2018,Yoan Moncada,CHW,149,650,136,32,0.235294118,0.401,0.422,0.227,0.34,0.414,0.329,0.258,0.088,0.441,0.471,5.5
853,2016,Coco Crisp,- - -,122,498,103,27,0.262135922,0.381,0.337,0.219,0.372,0.414,0.366,0.219,0.027,0.23,0.451,3.9
854,2016,Leonys Martin,SEA,143,576,128,17,0.1328125,0.368,0.41,0.199,0.326,0.458,0.313,0.229,0.05,0.313,0.489,2.2
855,2015,Daniel Murphy,NYM,130,538,140,38,0.271428571,0.36,0.333,0.212,0.344,0.407,0.313,0.281,0.036,0.379,0.465,2.7
856,2016,Brandon Belt,SFG,156,655,149,41,0.275167785,0.46,0.35,0.278,0.346,0.362,0.334,0.304,0.108,0.327,0.4765,4
857,2017,Asdrubal Cabrera,NYM,135,540,134,32,0.23880597,0.362,0.417,0.204,0.357,0.463,0.343,0.194,0.045,0.326,0.4605,2.5
858,2017,Christian Yelich,MIA,156,695,170,36,0.211764706,0.252,0.402,0.194,0.345,0.333,0.374,0.293,0.061,0.453,0.4645,1.3
859,2019,Colin Moran,PIT,149,503,129,30,0.23255814,0.321,0.407,0.241,0.33,0.428,0.346,0.227,0.065,0.343,0.476,1.7
860,2016,Scooter Gennett,MIL,136,542,131,30,0.229007634,0.345,0.4,0.208,0.361,0.349,0.349,0.302,0.031,0.247,0.4545,5.6
861,2018,DJ LeMahieu,COL,128,581,147,32,0.217687075,0.295,0.484,0.21,0.277,0.298,0.407,0.296,0.043,0.428,0.481,4.4
862,2018,Trea Turner,WSN,162,740,180,27,0.15,0.331,0.41,0.179,0.321,0.431,0.354,0.215,0.056,0.386,0.4625,6.8
863,2018,Wilmer Flores,NYM,126,429,103,25,0.242718447,0.448,0.413,0.193,0.347,0.396,0.328,0.276,0.023,0.266,0.4765,1.6
864,2021,Jeimer Candelario,DET,149,626,151,42,0.278145695,0.342,0.511,0.264,0.29,0.422,0.351,0.227,0.09,0.391,0.4585,2.4
865,2017,Melky Cabrera,- - -,156,666,177,30,0.169491525,0.29,0.41,0.221,0.317,0.388,0.359,0.253,0.036,0.35,0.4545,2.3
866,2016,Devon Travis,TOR,101,432,123,28,0.227642276,0.344,0.412,0.192,0.36,0.351,0.332,0.317,0.037,0.308,0.449,3
867,2019,Josh Reddick,HOU,141,550,138,19,0.137681159,0.375,0.587,0.235,0.313,0.357,0.384,0.258,0.033,0.283,0.4345,3.2
868,2019,Niko Goodrum,DET,112,472,105,27,0.257142857,0.315,0.34,0.276,0.324,0.415,0.321,0.265,0.059,0.415,0.4695,3.7
869,2017,Kevin Pillar,TOR,154,632,150,37,0.246666667,0.364,0.45,0.204,0.299,0.402,0.349,0.249,0.03,0.285,0.468,3.6
870,2017,Jonathan Villar,MIL,122,436,97,18,0.18556701,0.219,0.395,0.208,0.347,0.391,0.365,0.245,0.055,0.339,0.468,5.4
871,2015,Nick Castellanos,DET,154,595,140,33,0.235714286,0.404,0.363,0.233,0.322,0.362,0.345,0.293,0.072,0.345,0.4705,6.7
872,2015,Michael Brantley,CLE,137,596,164,45,0.274390244,0.317,0.537,0.225,0.301,0.427,0.327,0.246,0.035,0.358,0.4695,3.8
