,Season,Name,Team,G,PA,H,2B,2B%,FB%,GB%,LD%,SweetSpot%,Pull%,Cent%,Oppo%,Barrel%,HardHit%,LDFB_EV,Spd
183,2016,Mike Napoli,CLE,150,645,133,22,0.165413534,0.451,0.488,0.185,0.351,0.476,0.318,0.207,0.13,0.386,0.4595,6
184,2019,Anthony Rendon,WSN,146,646,174,44,0.252873563,0.457,0.418,0.212,0.295,0.421,0.329,0.25,0.109,0.466,0.4675,4.4
185,2016,Evan Longoria,TBR,160,685,173,41,0.23699422,0.468,0.408,0.214,0.373,0.429,0.345,0.226,0.115,0.417,0.475,4.2
186,2016,Joc Pederson,LAD,137,476,100,26,0.26,0.397,0.471,0.206,0.28,0.416,0.373,0.211,0.118,0.47,0.471,2.4
187,2019,Mark Canha,OAK,126,497,112,16,0.142857143,0.407,0.418,0.184,0.312,0.495,0.295,0.21,0.089,0.407,0.4715,4.3
188,2021,Gary Sanchez,NYY,117,440,78,13,0.166666667,0.462,0.501,0.176,0.329,0.538,0.279,0.183,0.137,0.42,0.482,4.3
189,2021,Kyle Seager,SEA,159,670,128,29,0.2265625,0.506,0.315,0.174,0.396,0.435,0.341,0.224,0.123,0.401,0.472,2.6
190,2019,Kole Calhoun,LAA,152,632,128,29,0.2265625,0.369,0.451,0.223,0.328,0.505,0.293,0.202,0.107,0.417,0.4655,4.9
191,2016,Rougned Odor,TEX,150,632,164,33,0.201219512,0.422,0.359,0.176,0.351,0.473,0.335,0.192,0.074,0.378,0.459,3
192,2018,Manny Machado,- - -,162,709,188,35,0.186170213,0.422,0.291,0.178,0.358,0.381,0.362,0.257,0.101,0.482,0.4755,4.4
193,2015,Chris Carter,HOU,129,460,78,17,0.217948718,0.518,0.491,0.184,0.318,0.396,0.359,0.245,0.15,0.463,0.4685,6.7
194,2018,Mookie Betts,BOS,136,614,180,47,0.261111111,0.449,0.456,0.212,0.28,0.472,0.348,0.18,0.131,0.5,0.4845,0.9
195,2016,Matt Kemp,- - -,156,672,167,39,0.233532934,0.397,0.565,0.205,0.319,0.445,0.33,0.225,0.104,0.378,0.463,2.6
196,2021,Nolan Arenado,STL,157,653,151,34,0.225165563,0.498,0.464,0.188,0.312,0.498,0.31,0.192,0.067,0.371,0.472,4.2
197,2019,Kyle Seager,SEA,106,443,94,19,0.20212766,0.438,0.422,0.234,0.333,0.392,0.366,0.243,0.071,0.392,0.4745,1.8
198,2018,Yasiel Puig,LAD,125,444,108,21,0.194444444,0.361,0.416,0.213,0.363,0.419,0.35,0.231,0.103,0.403,0.4685,4.8
199,2015,Yoenis Cespedes,- - -,159,676,184,42,0.22826087,0.379,0.401,0.204,0.317,0.437,0.348,0.215,0.105,0.449,0.462,3.2
200,2019,Renato Nunez,BAL,151,599,132,24,0.181818182,0.463,0.475,0.211,0.312,0.443,0.296,0.261,0.107,0.408,0.459,3.6
201,2019,Javier Baez,CHC,138,561,149,38,0.255033557,0.316,0.342,0.181,0.399,0.361,0.361,0.279,0.125,0.432,0.4765,4.3
202,2019,Rougned Odor,TEX,145,581,107,30,0.280373832,0.479,0.428,0.174,0.407,0.474,0.335,0.191,0.136,0.454,0.4665,5.3
203,2015,Todd Frazier,CIN,157,678,158,43,0.272151899,0.477,0.396,0.191,0.339,0.461,0.329,0.21,0.082,0.386,0.4645,3.7
204,2019,Juan Soto,WSN,150,659,153,32,0.209150327,0.372,0.453,0.212,0.32,0.394,0.341,0.264,0.113,0.478,0.4835,3.9
205,2015,Justin Bour,MIA,129,446,107,20,0.186915888,0.346,0.414,0.172,0.323,0.44,0.362,0.197,0.081,0.43,0.48,2.3
206,2015,Colby Rasmus,HOU,137,485,103,23,0.223300971,0.516,0.464,0.2,0.307,0.528,0.27,0.202,0.085,0.351,0.478,6.4
207,2019,Trey Mancini,BAL,154,679,175,38,0.217142857,0.319,0.343,0.222,0.382,0.358,0.375,0.267,0.099,0.427,0.4725,2.9
208,2018,Rhys Hoskins,PHI,153,660,137,38,0.277372263,0.517,0.334,0.192,0.365,0.5,0.311,0.189,0.106,0.389,0.475,5
209,2019,Rowdy Tellez,TOR,111,409,84,19,0.226190476,0.377,0.483,0.237,0.35,0.42,0.393,0.187,0.128,0.416,0.4505,7.7
210,2019,Bryce Harper,PHI,157,682,149,36,0.241610738,0.378,0.263,0.239,0.422,0.378,0.378,0.243,0.135,0.456,0.4705,4.2
211,2021,Jorge Polanco,MIN,152,644,158,35,0.221518987,0.448,0.501,0.231,0.352,0.527,0.284,0.189,0.101,0.368,0.4675,4.7
212,2021,C.J. Cron,COL,142,547,132,31,0.234848485,0.42,0.457,0.19,0.354,0.401,0.356,0.244,0.115,0.42,0.479,5.9
213,2017,Travis Shaw,MIL,144,606,147,34,0.231292517,0.376,0.385,0.199,0.371,0.403,0.339,0.257,0.064,0.394,0.4635,3.4
214,2019,Mike Yastrzemski,SFG,107,411,101,22,0.217821782,0.433,0.437,0.228,0.298,0.422,0.295,0.284,0.101,0.429,0.4485,5.6
215,2017,Charlie Blackmon,COL,159,725,213,35,0.164319249,0.37,0.527,0.223,0.297,0.435,0.317,0.249,0.076,0.361,0.4585,6.4
216,2018,Francisco Lindor,CLE,158,745,183,42,0.229508197,0.396,0.353,0.216,0.377,0.404,0.346,0.25,0.091,0.405,0.4715,5.4
217,2018,Kyle Schwarber,CHC,137,510,102,14,0.137254902,0.371,0.439,0.192,0.349,0.436,0.333,0.23,0.124,0.45,0.4585,2.7
218,2019,Ketel Marte,ARI,144,628,187,36,0.192513369,0.348,0.382,0.222,0.334,0.437,0.355,0.208,0.091,0.4,0.4675,5.9
219,2015,Carlos Correa,HOU,99,432,108,22,0.203703704,0.291,0.534,0.224,0.297,0.355,0.342,0.304,0.08,0.403,0.4725,4.4
220,2019,Michael Conforto,NYM,151,648,141,29,0.205673759,0.4,0.529,0.239,0.28,0.412,0.311,0.277,0.109,0.39,0.453,6.4
221,2017,Joey Votto,CIN,162,707,179,34,0.189944134,0.38,0.398,0.23,0.368,0.386,0.311,0.303,0.087,0.328,0.4685,4.5
222,2019,Brett Gardner,NYY,141,550,123,26,0.211382114,0.382,0.44,0.176,0.375,0.464,0.329,0.207,0.034,0.321,0.451,4.9
223,2015,Luis Valbuena,HOU,132,493,97,18,0.18556701,0.455,0.598,0.206,0.286,0.447,0.293,0.26,0.073,0.39,0.463,2.1
224,2019,Yuli Gurriel,HOU,144,612,168,40,0.238095238,0.394,0.313,0.224,0.341,0.453,0.329,0.218,0.032,0.374,0.4665,2.9
225,2017,Mark Reynolds,COL,148,593,139,22,0.158273381,0.363,0.509,0.216,0.335,0.44,0.339,0.221,0.078,0.359,0.4625,1.8
226,2016,Miguel Sano,MIN,116,495,103,22,0.213592233,0.458,0.454,0.202,0.305,0.363,0.393,0.244,0.134,0.485,0.47,4.3
227,2019,Charlie Blackmon,COL,140,634,182,42,0.230769231,0.378,0.384,0.23,0.376,0.428,0.328,0.243,0.079,0.403,0.43,6.9
228,2016,Neil Walker,NYM,113,458,116,9,0.077586207,0.433,0.518,0.213,0.367,0.417,0.369,0.215,0.069,0.375,0.4555,5.4
229,2016,Randal Grichuk,STL,132,478,107,29,0.271028037,0.438,0.415,0.157,0.272,0.471,0.314,0.216,0.095,0.461,0.4465,2.5
230,2019,C.J. Cron,MIN,125,499,116,24,0.206896552,0.363,0.439,0.215,0.315,0.416,0.346,0.238,0.142,0.448,0.481,0.9
231,2019,Eduardo Escobar,ARI,158,699,171,29,0.169590643,0.446,0.407,0.227,0.337,0.438,0.355,0.207,0.064,0.314,0.4695,4.5
232,2016,Adrian Beltre,TEX,153,640,175,31,0.177142857,0.421,0.342,0.177,0.337,0.41,0.346,0.244,0.079,0.4,0.4685,2.1
233,2016,Brad Miller,TBR,152,601,133,29,0.218045113,0.368,0.313,0.185,0.352,0.425,0.328,0.246,0.09,0.425,0.4695,1.8
234,2021,Will Smith,LAD,130,501,107,19,0.177570093,0.463,0.456,0.222,0.359,0.373,0.386,0.241,0.108,0.438,0.4465,5.9
235,2017,Carlos Correa,HOU,109,481,133,25,0.187969925,0.317,0.373,0.204,0.364,0.305,0.407,0.287,0.084,0.458,0.4745,3.2
236,2019,Ramon Laureano,OAK,123,481,125,29,0.232,0.392,0.435,0.251,0.4,0.431,0.363,0.206,0.091,0.397,0.4705,2.6
237,2019,Paul Goldschmidt,STL,161,682,155,25,0.161290323,0.394,0.37,0.221,0.342,0.38,0.376,0.244,0.106,0.417,0.451,6
238,2021,Austin Riley,ATL,160,662,179,33,0.184357542,0.367,0.436,0.251,0.334,0.416,0.349,0.235,0.133,0.456,0.4655,2.8
239,2021,Adolis Garcia,TEX,149,622,141,26,0.184397163,0.405,0.375,0.162,0.353,0.448,0.312,0.24,0.115,0.453,0.4815,5.1
240,2017,Randal Grichuk,STL,122,442,98,25,0.255102041,0.427,0.51,0.214,0.325,0.512,0.278,0.21,0.146,0.413,0.4415,5.3
241,2021,A.J. Pollock,LAD,117,422,114,27,0.236842105,0.386,0.433,0.216,0.344,0.444,0.337,0.219,0.111,0.471,0.4775,4.4
242,2018,Salvador Perez,KCR,129,544,120,23,0.191666667,0.45,0.361,0.204,0.332,0.467,0.334,0.199,0.091,0.474,0.457,4.3
243,2017,Chris Davis,BAL,128,524,98,15,0.153061224,0.398,0.5,0.235,0.339,0.442,0.34,0.219,0.113,0.453,0.4755,2.7
244,2018,Gleyber Torres,NYY,123,484,117,16,0.136752137,0.427,0.332,0.245,0.346,0.422,0.327,0.251,0.092,0.368,0.4635,1
245,2021,Jared Walsh,LAA,144,585,147,34,0.231292517,0.299,0.495,0.218,0.313,0.417,0.373,0.21,0.113,0.412,0.47,2.5
246,2019,Jonathan Schoop,MIN,121,464,111,23,0.207207207,0.368,0.357,0.198,0.354,0.465,0.33,0.204,0.088,0.384,0.4685,2.9
247,2019,Carlos Santana,CLE,158,686,161,30,0.186335404,0.377,0.453,0.171,0.297,0.456,0.349,0.195,0.094,0.448,0.4675,3.5
248,2016,Justin Upton,DET,153,626,140,28,0.2,0.43,0.509,0.183,0.32,0.392,0.364,0.244,0.122,0.455,0.485,2.2
249,2021,Jesse Winker,CIN,110,485,129,32,0.248062016,0.333,0.331,0.247,0.387,0.394,0.356,0.25,0.112,0.468,0.468,5.1
250,2017,Domingo Santana,MIL,151,607,146,29,0.198630137,0.277,0.389,0.274,0.399,0.349,0.371,0.28,0.091,0.4,0.466,4
251,2016,Carlos Santana,CLE,158,688,151,31,0.205298013,0.412,0.432,0.16,0.336,0.529,0.307,0.164,0.09,0.428,0.469,3.5
252,2019,Anthony Santander,BAL,93,405,99,20,0.202020202,0.432,0.452,0.176,0.346,0.46,0.302,0.238,0.074,0.366,0.462,2.2
253,2018,Mike Zunino,SEA,113,405,75,18,0.24,0.44,0.456,0.187,0.331,0.587,0.218,0.196,0.133,0.449,0.4855,0.9
254,2019,Randal Grichuk,TOR,151,628,136,29,0.213235294,0.421,0.294,0.188,0.432,0.471,0.325,0.205,0.087,0.398,0.441,5.8
255,2017,Curtis Granderson,- - -,147,527,95,24,0.252631579,0.488,0.389,0.186,0.355,0.486,0.34,0.173,0.091,0.34,0.46,5.2
256,2019,Justin Turner,LAD,135,549,139,24,0.172661871,0.404,0.441,0.259,0.331,0.382,0.37,0.248,0.073,0.424,0.4655,2.7
257,2017,Yasiel Puig,LAD,152,570,131,24,0.183206107,0.356,0.444,0.161,0.321,0.465,0.304,0.23,0.084,0.374,0.4615,2.5
258,2015,Manny Machado,BAL,162,713,181,30,0.165745856,0.385,0.364,0.178,0.332,0.381,0.367,0.252,0.074,0.413,0.472,4.2
259,2017,Willson Contreras,CHC,117,428,104,21,0.201923077,0.293,0.404,0.174,0.345,0.436,0.355,0.209,0.092,0.358,0.45,4.8
260,2016,Freddie Freeman,ATL,158,693,178,43,0.241573034,0.405,0.317,0.291,0.363,0.366,0.336,0.298,0.13,0.447,0.4805,2.3
261,2018,Justin Upton,LAA,145,613,137,18,0.131386861,0.358,0.321,0.218,0.361,0.466,0.325,0.209,0.135,0.474,0.4625,4
262,2019,Francisco Lindor,CLE,143,654,170,40,0.235294118,0.366,0.373,0.197,0.407,0.446,0.329,0.225,0.071,0.408,0.4905,3.5
263,2018,Bryce Harper,WSN,159,695,137,34,0.248175182,0.38,0.422,0.222,0.358,0.423,0.295,0.282,0.1,0.451,0.4815,3.7
264,2016,Carlos Beltran,- - -,151,593,163,33,0.202453988,0.37,0.431,0.209,0.367,0.477,0.299,0.224,0.064,0.385,0.464,3.8
265,2019,Kris Bryant,CHC,147,634,153,35,0.22875817,0.432,0.545,0.209,0.314,0.465,0.3,0.235,0.088,0.338,0.449,6
266,2017,Jose Abreu,CHW,156,675,189,43,0.227513228,0.364,0.344,0.182,0.391,0.387,0.336,0.277,0.085,0.457,0.4705,3.4
267,2018,David Peralta,ARI,146,614,164,25,0.152439024,0.292,0.534,0.201,0.259,0.39,0.347,0.263,0.075,0.457,0.477,4.2
268,2016,Jake Lamb,ARI,151,594,130,31,0.238461538,0.367,0.45,0.174,0.359,0.432,0.343,0.225,0.113,0.432,0.453,3
269,2015,Lucas Duda,NYM,135,554,115,33,0.286956522,0.506,0.402,0.22,0.342,0.39,0.339,0.271,0.11,0.42,0.434,4.5
270,2017,Steven Souza Jr.,TBR,148,617,125,21,0.168,0.343,0.416,0.211,0.335,0.468,0.324,0.208,0.118,0.38,0.474,4.8
271,2015,Brian McCann,NYY,135,535,108,15,0.138888889,0.472,0.441,0.167,0.352,0.501,0.315,0.184,0.043,0.36,0.4515,7.5
272,2019,J.D. Davis,NYM,140,453,126,22,0.174603175,0.302,0.39,0.229,0.338,0.384,0.378,0.238,0.105,0.473,0.485,4.6
273,2016,Kendrys Morales,KCR,154,618,147,24,0.163265306,0.357,0.41,0.201,0.389,0.379,0.379,0.242,0.102,0.497,0.453,5.4
274,2019,Manny Machado,SDP,156,661,150,21,0.14,0.411,0.449,0.171,0.343,0.368,0.361,0.271,0.076,0.437,0.4595,6.7
275,2016,Hanley Ramirez,BOS,147,620,157,28,0.178343949,0.329,0.38,0.188,0.354,0.379,0.363,0.259,0.083,0.423,0.463,6.4
276,2017,Brian Dozier,MIN,152,705,167,30,0.179640719,0.426,0.526,0.19,0.313,0.504,0.32,0.176,0.075,0.345,0.472,5.2
277,2019,Christian Walker,ARI,152,603,137,26,0.189781022,0.384,0.438,0.2,0.312,0.395,0.365,0.24,0.115,0.488,0.4765,4.2
278,2017,Adam Duvall,CIN,157,647,146,37,0.253424658,0.486,0.406,0.182,0.426,0.437,0.306,0.257,0.084,0.325,0.462,3.9
279,2021,Josh Donaldson,MIN,135,543,113,26,0.230088496,0.399,0.401,0.171,0.375,0.479,0.316,0.205,0.174,0.527,0.468,4.8
280,2017,Manny Machado,BAL,156,690,163,33,0.202453988,0.421,0.467,0.158,0.326,0.416,0.336,0.248,0.094,0.475,0.4535,6
281,2018,Paul Goldschmidt,ARI,158,690,172,35,0.203488372,0.364,0.527,0.25,0.295,0.379,0.364,0.257,0.131,0.437,0.473,6.6
282,2016,Albert Pujols,LAA,152,650,159,19,0.119496855,0.395,0.343,0.166,0.394,0.479,0.338,0.183,0.088,0.441,0.4735,2.5
283,2019,Jose Abreu,CHW,159,693,180,38,0.211111111,0.319,0.453,0.217,0.363,0.443,0.297,0.26,0.12,0.482,0.483,2.7
284,2021,Josh Bell,WSN,144,568,130,24,0.184615385,0.265,0.388,0.2,0.345,0.39,0.358,0.253,0.088,0.515,0.467,3.8
285,2015,Paul Goldschmidt,ARI,159,695,182,38,0.208791209,0.35,0.435,0.234,0.319,0.296,0.402,0.303,0.123,0.465,0.4735,5.2
286,2018,Didi Gregorius,NYY,134,569,135,23,0.17037037,0.416,0.473,0.195,0.29,0.404,0.369,0.227,0.04,0.306,0.454,5.5
287,2017,Jonathan Schoop,BAL,160,675,182,35,0.192307692,0.372,0.356,0.209,0.334,0.458,0.343,0.199,0.068,0.361,0.462,6.1
288,2016,Curtis Granderson,NYM,150,633,129,24,0.186046512,0.421,0.488,0.215,0.361,0.436,0.367,0.198,0.064,0.329,0.459,1.4
289,2016,Anthony Rizzo,CHC,155,676,170,43,0.252941176,0.413,0.546,0.203,0.276,0.456,0.326,0.218,0.088,0.364,0.467,7
290,2017,Zack Cozart,CIN,122,507,130,24,0.184615385,0.423,0.448,0.195,0.336,0.489,0.346,0.165,0.044,0.288,0.4735,3.4
291,2018,Maikel Franco,PHI,131,465,117,17,0.145299145,0.337,0.506,0.171,0.362,0.444,0.34,0.217,0.061,0.34,0.45,4
292,2019,Xander Bogaerts,BOS,155,698,190,52,0.273684211,0.398,0.411,0.191,0.344,0.426,0.329,0.245,0.08,0.436,0.4925,3.1
293,2021,Paul DeJong,STL,113,402,70,10,0.142857143,0.467,0.368,0.157,0.36,0.435,0.341,0.224,0.106,0.353,0.4605,3.3
294,2017,Jake Lamb,ARI,149,635,133,30,0.22556391,0.383,0.34,0.206,0.313,0.419,0.352,0.229,0.08,0.375,0.465,5.6
295,2021,Andrew McCutchen,PHI,144,574,107,24,0.224299065,0.403,0.489,0.193,0.267,0.504,0.317,0.179,0.09,0.395,0.4525,3.5
296,2021,Mike Yastrzemski,SFG,139,532,105,28,0.266666667,0.47,0.547,0.193,0.349,0.466,0.343,0.191,0.103,0.393,0.4675,5
297,2016,Matt Holliday,STL,110,426,94,20,0.212765957,0.359,0.523,0.141,0.278,0.378,0.34,0.282,0.08,0.478,0.456,5
298,2017,Todd Frazier,- - -,147,576,101,19,0.188118812,0.475,0.392,0.184,0.368,0.486,0.297,0.218,0.09,0.302,0.4705,3.6
299,2021,Eduardo Escobar,- - -,146,599,139,26,0.18705036,0.471,0.344,0.214,0.412,0.479,0.286,0.235,0.089,0.34,0.4615,5
300,2021,Ian Happ,CHC,148,535,105,20,0.19047619,0.333,0.359,0.207,0.358,0.404,0.317,0.279,0.112,0.41,0.462,3.5
301,2016,Adam Lind,SEA,126,430,96,17,0.177083333,0.36,0.413,0.201,0.385,0.395,0.334,0.271,0.08,0.427,0.476,1.5
302,2018,Aaron Hicks,NYY,137,581,119,18,0.151260504,0.384,0.462,0.216,0.389,0.454,0.369,0.178,0.085,0.43,0.465,3.8
303,2015,Adam Jones,BAL,137,581,147,25,0.170068027,0.363,0.462,0.178,0.337,0.443,0.34,0.217,0.085,0.345,0.466,4.4
304,2018,Yasmani Grandal,LAD,140,518,106,23,0.216981132,0.417,0.458,0.172,0.325,0.483,0.329,0.188,0.11,0.398,0.4215,5.8
305,2017,Anthony Rizzo,CHC,157,691,156,32,0.205128205,0.392,0.364,0.201,0.338,0.449,0.333,0.218,0.082,0.387,0.471,3.5
306,2017,Wil Myers,SDP,155,649,138,29,0.210144928,0.429,0.538,0.196,0.328,0.424,0.368,0.208,0.084,0.452,0.4645,4.4
307,2017,Aaron Altherr,PHI,107,412,101,24,0.237623762,0.375,0.395,0.193,0.305,0.375,0.323,0.301,0.097,0.431,0.4705,5.5
308,2017,Rougned Odor,TEX,162,651,124,21,0.169354839,0.422,0.462,0.163,0.322,0.503,0.298,0.198,0.051,0.372,0.471,5.6
309,2017,Kendrys Morales,TOR,150,608,139,25,0.179856115,0.332,0.4,0.185,0.32,0.418,0.32,0.262,0.091,0.458,0.457,3.8
310,2017,Matt Joyce,OAK,141,544,114,33,0.289473684,0.428,0.389,0.193,0.39,0.416,0.375,0.209,0.08,0.347,0.4455,4.9
311,2017,Eddie Rosario,MIN,151,589,157,33,0.210191083,0.374,0.515,0.202,0.3,0.393,0.368,0.239,0.067,0.321,0.459,6.1
312,2018,Ryon Healy,SEA,133,524,116,15,0.129310345,0.366,0.431,0.192,0.333,0.448,0.348,0.204,0.065,0.414,0.47,5.3
313,2015,Ryan Howard,PHI,129,503,107,29,0.271028037,0.367,0.408,0.277,0.352,0.476,0.334,0.19,0.111,0.45,0.4595,6.1
314,2021,Jose Altuve,HOU,146,678,167,32,0.191616766,0.387,0.402,0.223,0.312,0.544,0.313,0.143,0.064,0.344,0.468,3.8
315,2021,Austin Meadows,TBR,142,591,121,29,0.239669421,0.53,0.411,0.183,0.335,0.401,0.356,0.243,0.087,0.376,0.486,2.1
316,2021,Paul Goldschmidt,STL,158,679,177,36,0.203389831,0.403,0.391,0.235,0.375,0.39,0.373,0.237,0.136,0.502,0.486,2.8
317,2018,A.J. Pollock,ARI,113,460,106,21,0.198113208,0.384,0.48,0.194,0.325,0.486,0.327,0.187,0.097,0.405,0.4635,4.3
318,2017,Francisco Lindor,CLE,159,723,178,44,0.247191011,0.424,0.321,0.183,0.386,0.405,0.345,0.251,0.067,0.355,0.464,5.1
319,2019,Omar Narvaez,SEA,132,482,119,12,0.100840336,0.405,0.441,0.263,0.336,0.386,0.333,0.28,0.053,0.274,0.4645,1.9
320,2017,Yasmani Grandal,LAD,129,482,108,27,0.25,0.4,0.45,0.165,0.385,0.417,0.337,0.247,0.064,0.385,0.468,4.5
321,2019,Rafael Devers,BOS,156,702,201,54,0.268656716,0.343,0.339,0.213,0.37,0.421,0.302,0.277,0.081,0.475,0.457,6.2
322,2021,Jose Abreu,CHW,152,659,148,30,0.202702703,0.349,0.445,0.187,0.286,0.404,0.356,0.24,0.102,0.49,0.4765,2.8
323,2018,Enrique Hernandez,LAD,145,462,103,17,0.165048544,0.439,0.377,0.186,0.365,0.432,0.351,0.216,0.066,0.36,0.4715,2.1
324,2015,Russell Martin,TOR,129,507,106,23,0.216981132,0.33,0.408,0.164,0.341,0.382,0.359,0.259,0.074,0.394,0.4715,6.2
325,2017,Javier Baez,CHC,145,508,128,24,0.1875,0.36,0.418,0.154,0.356,0.399,0.381,0.219,0.078,0.351,0.466,3.6
326,2016,Charlie Blackmon,COL,143,641,187,35,0.187165775,0.378,0.483,0.278,0.311,0.439,0.313,0.248,0.062,0.335,0.453,5.9
327,2019,Paul DeJong,STL,159,664,136,31,0.227941176,0.443,0.431,0.18,0.346,0.475,0.332,0.193,0.084,0.332,0.4645,4.3
328,2021,Willy Adames,- - -,140,555,130,32,0.246153846,0.406,0.414,0.228,0.284,0.444,0.327,0.228,0.114,0.447,0.4265,7.2
329,2017,Jose Ramirez,CLE,152,645,186,56,0.301075269,0.397,0.471,0.214,0.303,0.463,0.321,0.217,0.046,0.345,0.454,5.6
330,2015,Jose Abreu,CHW,154,668,178,34,0.191011236,0.321,0.391,0.207,0.313,0.376,0.359,0.266,0.089,0.416,0.4725,2.5
331,2021,Jorge Soler,- - -,149,602,115,27,0.234782609,0.429,0.404,0.153,0.301,0.513,0.307,0.18,0.124,0.457,0.4715,4
332,2018,Ryan Braun,MIL,125,447,103,25,0.242718447,0.284,0.405,0.231,0.383,0.396,0.344,0.26,0.098,0.491,0.466,2
333,2019,Yoan Moncada,CHW,132,559,161,34,0.211180124,0.345,0.384,0.231,0.345,0.396,0.343,0.26,0.108,0.479,0.4775,5.6
334,2015,Evan Gattis,HOU,153,604,139,20,0.143884892,0.374,0.328,0.17,0.393,0.398,0.363,0.239,0.055,0.392,0.446,4.1
335,2017,Marwin Gonzalez,HOU,134,515,138,34,0.246376812,0.362,0.464,0.199,0.308,0.418,0.335,0.247,0.061,0.366,0.4595,5.6
336,2015,Mitch Moreland,TEX,132,515,131,27,0.20610687,0.346,0.394,0.198,0.386,0.448,0.327,0.225,0.096,0.456,0.4685,3.2
337,2018,Stephen Piscotty,OAK,151,605,146,41,0.280821918,0.33,0.387,0.222,0.333,0.394,0.368,0.238,0.087,0.384,0.463,3.5
338,2021,Freddie Freeman,ATL,159,695,180,25,0.138888889,0.325,0.412,0.244,0.361,0.376,0.368,0.257,0.115,0.457,0.4295,8.5
339,2018,Kendrys Morales,TOR,130,471,103,15,0.145631068,0.362,0.483,0.18,0.357,0.372,0.359,0.269,0.121,0.526,0.4865,2.1
340,2018,Miguel Andujar,NYY,149,606,170,47,0.276470588,0.358,0.361,0.202,0.311,0.475,0.292,0.233,0.06,0.365,0.4635,3.3
341,2018,Juan Soto,WSN,116,494,121,25,0.20661157,0.288,0.401,0.175,0.339,0.361,0.364,0.275,0.101,0.421,0.473,4.2
342,2019,Ryan McMahon,COL,141,539,120,22,0.183333333,0.279,0.426,0.213,0.338,0.339,0.382,0.28,0.087,0.478,0.4615,6.2
343,2017,Matt Holliday,NYY,105,427,86,18,0.209302326,0.375,0.448,0.148,0.326,0.386,0.295,0.318,0.102,0.436,0.4675,2.6
344,2021,Cedric Mullins II,BAL,159,675,175,37,0.211428571,0.411,0.439,0.199,0.336,0.436,0.324,0.241,0.081,0.391,0.443,5.4
345,2015,Joc Pederson,LAD,151,585,101,19,0.188118812,0.424,0.375,0.158,0.459,0.436,0.347,0.217,0.111,0.452,0.483,2.4
346,2016,Kyle Seager,SEA,158,676,166,36,0.21686747,0.42,0.502,0.219,0.311,0.401,0.316,0.283,0.084,0.413,0.4575,2.9
347,2019,Hunter Dozier,KCR,139,586,146,29,0.198630137,0.439,0.454,0.216,0.266,0.408,0.345,0.247,0.089,0.429,0.471,4.5
348,2021,Juan Soto,WSN,151,654,157,20,0.127388535,0.287,0.433,0.186,0.294,0.312,0.435,0.254,0.133,0.524,0.486,2.1
349,2019,Yasmani Grandal,MIL,153,632,126,26,0.206349206,0.38,0.493,0.229,0.322,0.398,0.343,0.259,0.103,0.412,0.4775,6.3
350,2016,Victor Martinez,DET,154,610,160,22,0.1375,0.393,0.549,0.234,0.299,0.446,0.333,0.221,0.073,0.416,0.4895,3.1
351,2015,Anthony Rizzo,CHC,160,701,163,38,0.233128834,0.436,0.361,0.218,0.374,0.432,0.348,0.219,0.074,0.385,0.468,4.9
352,2015,Hanley Ramirez,BOS,105,430,100,12,0.12,0.296,0.269,0.204,0.377,0.371,0.395,0.234,0.069,0.416,0.4605,6.4
353,2019,Marcus Semien,OAK,162,747,187,43,0.229946524,0.389,0.336,0.2,0.321,0.441,0.315,0.245,0.074,0.376,0.4665,5.1
354,2021,J.D. Martinez,BOS,148,634,163,42,0.257668712,0.419,0.394,0.238,0.318,0.348,0.348,0.304,0.124,0.493,0.464,4.6
355,2019,Christian Vazquez,BOS,138,521,133,26,0.195488722,0.377,0.431,0.23,0.314,0.362,0.351,0.287,0.052,0.393,0.467,2.4
356,2019,Gio Urshela,NYY,132,476,139,34,0.244604317,0.334,0.545,0.253,0.327,0.393,0.37,0.237,0.064,0.409,0.472,3.8
357,2016,Jonathan Lucroy,- - -,142,544,143,24,0.167832168,0.387,0.494,0.242,0.301,0.351,0.372,0.277,0.069,0.348,0.447,7.7
358,2021,Justin Turner,LAD,151,612,148,22,0.148648649,0.438,0.484,0.213,0.296,0.345,0.358,0.297,0.079,0.422,0.4525,6
359,2016,Troy Tulowitzki,TOR,131,544,125,21,0.168,0.403,0.511,0.192,0.289,0.453,0.322,0.225,0.094,0.405,0.463,3.9
360,2018,Mike Moustakas,- - -,152,635,144,33,0.229166667,0.463,0.387,0.197,0.286,0.426,0.342,0.231,0.082,0.391,0.465,4.4
361,2019,Anthony Rizzo,CHC,146,613,150,29,0.193333333,0.319,0.546,0.253,0.309,0.429,0.324,0.247,0.065,0.368,0.4745,2.7
362,2015,Ryan Braun,MIL,140,568,144,27,0.1875,0.31,0.416,0.193,0.357,0.307,0.383,0.31,0.096,0.461,0.4615,3.4
363,2019,Justin Smoak,TOR,121,500,86,16,0.186046512,0.427,0.378,0.207,0.406,0.479,0.35,0.172,0.11,0.398,0.464,3.3
364,2017,Michael A. Taylor,WSN,118,432,108,23,0.212962963,0.367,0.62,0.205,0.285,0.468,0.317,0.215,0.098,0.377,0.453,3.8
365,2018,Alex Bregman,HOU,157,705,170,51,0.3,0.434,0.417,0.219,0.32,0.484,0.324,0.191,0.074,0.398,0.4985,3.8
366,2018,Matt Olson,OAK,162,660,143,33,0.230769231,0.431,0.519,0.211,0.31,0.42,0.339,0.241,0.115,0.52,0.4395,6.1
