,Season,Name,Team,G,PA,ISO,FB%,GB%,LD%,SweetSpot%,HR/FB,Barrel%,HardHit%,LDFB_EV,Pull%,Cent%,Oppo%,,HR,AB,Spd
701,2018,Carlos Gonzalez,COL,132,504,0.19,0.359,0.49,0.162,0.297,0.127,0.059,0.391,0.461,0.34,0.336,0.232,,16,463,2.4
702,2021,Gio Urshela,NYY,116,442,0.152,0.298,0.45,0.224,0.362,0.151,0.08,0.41,0.466,0.346,0.381,0.272,,14,420,2.8
703,2021,J.T. Realmuto,PHI,134,537,0.176,0.332,0.361,0.203,0.312,0.147,0.086,0.447,0.4715,0.355,0.323,0.325,,17,476,5.3
704,2021,Andrew Benintendi,KCR,134,538,0.166,0.405,0.333,0.21,0.382,0.105,0.089,0.427,0.4695,0.404,0.36,0.236,,17,493,3.6
705,2018,Shin-Soo Choo,TEX,146,665,0.17,0.28,0.46,0.218,0.359,0.186,0.103,0.4,0.476,0.381,0.317,0.214,,21,560,1.8
706,2015,Danny Espinosa,WSN,118,412,0.169,0.368,0.431,0.184,0.277,0.141,0.06,0.288,0.453,0.434,0.375,0.246,,13,367,4.2
707,2016,Zack Cozart,CIN,121,508,0.172,0.399,0.478,0.206,0.314,0.105,0.023,0.278,0.447,0.468,0.342,0.246,,16,464,5.4
708,2015,Andre Ethier,LAD,142,445,0.192,0.353,0.411,0.263,0.375,0.123,0.059,0.325,0.455,0.415,0.354,0.298,,14,395,1.2
709,2017,Jackie Bradley Jr.,BOS,133,541,0.158,0.326,0.465,0.184,0.306,0.145,0.069,0.397,0.472,0.419,0.364,0.26,,17,482,5.3
710,2015,Wilmer Flores,NYM,137,510,0.145,0.371,0.486,0.211,0.321,0.103,0.019,0.255,0.45,0.389,0.333,0.23,,16,483,3.8
711,2015,Evan Longoria,TBR,160,670,0.166,0.404,0.366,0.206,0.335,0.108,0.077,0.393,0.472,0.419,0.341,0.224,,21,604,2.8
712,2017,Byron Buxton,MIN,140,511,0.16,0.38,0.41,0.232,0.317,0.142,0.056,0.32,0.4635,0.473,0.278,0.249,,16,462,5.3
713,2019,Jorge Polanco,MIN,153,704,0.19,0.444,0.445,0.263,0.414,0.096,0.063,0.328,0.4585,0.374,0.365,0.261,,22,631,4.7
714,2017,Neil Walker,- - -,111,448,0.174,0.417,0.376,0.22,0.354,0.109,0.045,0.312,0.4505,0.431,0.402,0.25,,14,385,4.1
715,2018,Evan Longoria,SFG,125,512,0.169,0.391,0.424,0.185,0.326,0.107,0.07,0.37,0.465,0.419,0.377,0.235,,16,480,1.3
716,2019,Dansby Swanson,ATL,127,545,0.172,0.371,0.317,0.258,0.367,0.126,0.077,0.416,0.4655,0.416,0.342,0.298,,17,483,6
717,2018,Adrian Beltre,TEX,119,481,0.162,0.362,0.421,0.258,0.397,0.12,0.061,0.368,0.459,0.388,0.388,0.309,,15,433,3.1
718,2015,Robinson Cano,SEA,156,674,0.159,0.253,0.674,0.242,0.324,0.159,0.069,0.457,0.4765,0.363,0.411,0.226,,21,624,2.3
719,2019,Oscar Mercado,CLE,115,482,0.174,0.385,0.417,0.215,0.332,0.11,0.03,0.34,0.4545,0.408,0.353,0.238,,15,438,6.3
720,2016,Javier Baez,CHC,142,450,0.15,0.364,0.279,0.195,0.256,0.127,0.057,0.323,0.461,0.456,0.343,0.267,,14,421,6.9
721,2016,Anthony Rendon,WSN,156,647,0.18,0.438,0.389,0.206,0.354,0.1,0.055,0.417,0.4675,0.402,0.308,0.29,,20,567,4.6
722,2021,Tim Anderson,CHW,123,551,0.159,0.22,0.336,0.227,0.325,0.189,0.078,0.418,0.474,0.372,0.277,0.244,,17,527,5
723,2015,Alex Gordon,KCR,104,422,0.161,0.376,0.303,0.248,0.337,0.13,0.049,0.341,0.4575,0.457,0.371,0.273,,13,354,2.9
724,2017,Brett Gardner,NYY,151,682,0.163,0.332,0.441,0.223,0.344,0.135,0.029,0.31,0.451,0.373,0.325,0.225,,21,594,7.4
725,2018,Daniel Descalso,ARI,138,423,0.198,0.463,0.462,0.236,0.415,0.114,0.085,0.344,0.4615,0.492,0.391,0.202,,13,349,4.4
726,2019,Robinson Cano,NYM,107,423,0.172,0.31,0.356,0.201,0.336,0.13,0.065,0.463,0.466,0.349,0.293,0.215,,13,390,3.6
727,2018,Brandon Belt,SFG,112,456,0.16,0.472,0.398,0.288,0.439,0.103,0.099,0.316,0.4525,0.398,0.303,0.299,,14,399,4.1
728,2018,Jeimer Candelario,DET,144,619,0.169,0.406,0.494,0.177,0.32,0.122,0.057,0.333,0.459,0.466,0.299,0.291,,19,539,4
729,2018,Chris Davis,BAL,128,522,0.128,0.393,0.456,0.211,0.355,0.145,0.096,0.401,0.4725,0.408,0.323,0.27,,16,470,2.2
730,2016,Welington Castillo,ARI,113,457,0.159,0.328,0.46,0.254,0.341,0.143,0.054,0.375,0.4605,0.455,0.319,0.2,,14,416,3.7
731,2017,Hernan Perez,MIL,136,458,0.155,0.335,0.522,0.182,0.292,0.119,0.031,0.276,0.452,0.393,0.376,0.216,,14,432,0.7
732,2016,Derek Norris,SDP,125,458,0.142,0.43,0.517,0.219,0.38,0.117,0.047,0.326,0.458,0.412,0.369,0.215,,14,415,2.9
733,2015,Buster Posey,SFG,150,623,0.153,0.338,0.363,0.223,0.336,0.11,0.055,0.371,0.4585,0.354,0.336,0.315,,19,557,5.4
734,2019,Matt Carpenter,STL,129,492,0.166,0.431,0.477,0.253,0.362,0.121,0.072,0.304,0.459,0.464,0.367,0.266,,15,416,8.3
735,2019,Nick Ahmed,ARI,158,625,0.183,0.318,0.432,0.199,0.355,0.132,0.057,0.34,0.459,0.368,0.323,0.239,,19,556,6.1
736,2017,Andrew Benintendi,BOS,151,658,0.154,0.384,0.442,0.215,0.317,0.112,0.053,0.332,0.457,0.343,0.37,0.287,,20,573,4.5
737,2017,Alex Bregman,HOU,155,626,0.191,0.399,0.412,0.217,0.345,0.102,0.034,0.345,0.459,0.426,0.378,0.23,,19,556,5.7
738,2016,Carlos Correa,HOU,153,660,0.177,0.274,0.405,0.224,0.329,0.165,0.075,0.431,0.475,0.39,0.311,0.189,,20,577,2.6
739,2019,Adam Jones,ARI,137,528,0.155,0.377,0.398,0.192,0.313,0.11,0.057,0.309,0.451,0.439,0.346,0.214,,16,485,3.2
740,2021,Kyle Farmer,CIN,147,529,0.153,0.353,0.483,0.235,0.36,0.116,0.043,0.321,0.46,0.393,0.339,0.246,,16,483,3.9
741,2017,Miguel Cabrera,DET,130,529,0.149,0.329,0.431,0.273,0.417,0.134,0.097,0.478,0.477,0.32,0.372,0.235,,16,469,3
742,2016,Hernan Perez,MIL,123,430,0.156,0.361,0.443,0.204,0.341,0.115,0.035,0.382,0.45,0.369,0.369,0.244,,13,404,2.4
743,2016,Travis Shaw,BOS,145,530,0.179,0.446,0.47,0.191,0.342,0.103,0.074,0.342,0.464,0.393,0.349,0.283,,16,480,6
744,2017,Whit Merrifield,KCR,145,630,0.172,0.405,0.511,0.218,0.365,0.094,0.045,0.294,0.4605,0.335,0.357,0.308,,19,587,6.7
745,2015,Mark Reynolds,STL,140,432,0.168,0.395,0.326,0.19,0.293,0.125,0.084,0.327,0.464,0.399,0.372,0.291,,13,382,3.8
746,2017,A.J. Pollock,ARI,112,466,0.205,0.321,0.414,0.233,0.35,0.124,0.054,0.384,0.471,0.432,0.398,0.282,,14,425,7.8
747,2015,Starling Marte,PIT,153,633,0.157,0.227,0.325,0.236,0.325,0.186,0.067,0.351,0.473,0.44,0.348,0.246,,19,579,3.2
748,2021,Alex Bregman,HOU,91,400,0.152,0.408,0.455,0.184,0.338,0.098,0.064,0.381,0.46,0.522,0.304,0.174,,12,348,2.4
749,2017,Danny Valencia,SEA,130,500,0.156,0.31,0.482,0.211,0.315,0.144,0.051,0.372,0.464,0.378,0.367,0.2,,15,450,3.9
750,2018,Jason Kipnis,CLE,147,601,0.158,0.447,0.468,0.216,0.344,0.097,0.059,0.306,0.453,0.393,0.297,0.176,,18,530,3.7
751,2018,Tim Beckham,BAL,96,402,0.144,0.331,0.548,0.204,0.316,0.135,0.051,0.357,0.461,0.426,0.366,0.332,,12,369,3.6
752,2015,David Freese,LAA,121,470,0.163,0.281,0.625,0.175,0.297,0.156,0.066,0.381,0.472,0.381,0.316,0.215,,14,424,5.5
753,2015,Wilson Ramos,WSN,128,504,0.128,0.249,0.423,0.196,0.301,0.158,0.058,0.445,0.48,0.359,0.374,0.267,,15,475,0.9
754,2017,Martin Maldonado,LAA,138,471,0.147,0.366,0.367,0.149,0.263,0.126,0.056,0.31,0.455,0.417,0.317,0.266,,14,429,2.3
755,2015,A.J. Pollock,ARI,157,673,0.182,0.29,0.394,0.208,0.312,0.132,0.045,0.391,0.463,0.388,0.368,0.234,,20,609,2.9
756,2018,Francisco Cervelli,PIT,104,404,0.172,0.417,0.448,0.194,0.358,0.114,0.083,0.398,0.468,0.386,0.346,0.268,,12,332,3.1
757,2015,Ian Desmond,WSN,156,641,0.151,0.31,0.442,0.156,0.259,0.154,0.064,0.409,0.473,0.347,0.36,0.293,,19,583,4.5
758,2019,Harrison Bader,STL,128,406,0.161,0.442,0.624,0.174,0.313,0.121,0.082,0.352,0.471,0.421,0.373,0.206,,12,347,6.5
759,2017,Evan Longoria,TBR,156,677,0.163,0.368,0.41,0.198,0.324,0.105,0.05,0.322,0.4635,0.428,0.356,0.296,,20,613,5.2
760,2017,Josh Harrison,PIT,128,542,0.16,0.408,0.364,0.227,0.32,0.1,0.025,0.237,0.449,0.439,0.292,0.22,,16,486,5.9
761,2021,Hunter Dozier,KCR,144,543,0.179,0.425,0.543,0.195,0.33,0.111,0.088,0.419,0.4705,0.416,0.316,0.205,,16,487,1.3
762,2016,Hunter Pence,SFG,106,442,0.162,0.284,0.396,0.168,0.261,0.151,0.066,0.409,0.477,0.34,0.36,0.3,,13,395,2.5
763,2019,Eric Sogard,- - -,110,442,0.167,0.423,0.443,0.257,0.407,0.093,0.009,0.204,0.4415,0.36,0.278,0.21,,13,396,5.2
764,2017,J.T. Realmuto,MIA,141,579,0.173,0.343,0.449,0.179,0.326,0.116,0.061,0.352,0.459,0.466,0.352,0.182,,17,532,5
765,2018,Andrew McCutchen,- - -,155,682,0.169,0.357,0.393,0.23,0.362,0.13,0.079,0.415,0.4705,0.439,0.305,0.212,,20,569,4.2
766,2019,Bryan Reynolds,PIT,134,546,0.189,0.298,0.396,0.239,0.37,0.144,0.067,0.41,0.462,0.386,0.364,0.265,,16,491,3.4
767,2021,Michael Conforto,NYM,125,479,0.153,0.342,0.339,0.211,0.329,0.135,0.092,0.391,0.4675,0.408,0.31,0.19,,14,406,3.2
768,2016,Xander Bogaerts,BOS,157,719,0.152,0.349,0.481,0.196,0.28,0.114,0.051,0.335,0.463,0.445,0.312,0.242,,21,652,4.5
769,2019,Vladimir Guerrero Jr.,TOR,123,514,0.162,0.331,0.454,0.173,0.309,0.121,0.072,0.387,0.466,0.413,0.368,0.219,,15,464,1.9
770,2019,Kevin Kiermaier,TBR,129,480,0.17,0.292,0.441,0.173,0.264,0.14,0.055,0.377,0.4665,0.388,0.346,0.262,,14,447,2.4
771,2015,Adrian Beltre,TEX,143,619,0.166,0.357,0.43,0.227,0.357,0.099,0.049,0.402,0.466,0.388,0.408,0.292,,18,567,7
772,2021,Dylan Carlson,STL,149,619,0.172,0.376,0.471,0.246,0.406,0.122,0.07,0.306,0.457,0.41,0.302,0.232,,18,542,4
773,2019,Rio Ruiz,BAL,127,413,0.143,0.34,0.413,0.213,0.337,0.125,0.025,0.365,0.4665,0.439,0.355,0.283,,12,370,6.8
774,2017,Kole Calhoun,LAA,155,654,0.148,0.35,0.474,0.211,0.349,0.123,0.052,0.354,0.46,0.447,0.365,0.231,,19,569,6.7
775,2018,Derek Dietrich,MIA,149,551,0.156,0.36,0.486,0.233,0.341,0.123,0.058,0.377,0.454,0.413,0.309,0.266,,16,499,3.2
776,2017,Elvis Andrus,TEX,158,689,0.174,0.315,0.411,0.2,0.325,0.116,0.037,0.314,0.459,0.448,0.368,0.34,,20,643,6.5
777,2019,Chris Taylor,LAD,124,414,0.199,0.348,0.45,0.273,0.388,0.136,0.047,0.318,0.45,0.349,0.329,0.322,,12,366,6.4
778,2016,Kevin Kiermaier,TBR,105,414,0.164,0.376,0.521,0.206,0.297,0.111,0.038,0.328,0.457,0.495,0.276,0.229,,12,366,6.4
779,2018,Marwin Gonzalez,HOU,145,552,0.162,0.358,0.424,0.226,0.354,0.125,0.062,0.414,0.469,0.441,0.352,0.223,,16,489,4.7
780,2019,Nick Senzel,CIN,104,414,0.171,0.328,0.395,0.193,0.316,0.133,0.071,0.371,0.46,0.338,0.349,0.313,,12,375,6.5
781,2021,Carlos Santana,KCR,158,659,0.127,0.366,0.381,0.178,0.28,0.111,0.068,0.419,0.4705,0.478,0.341,0.264,,19,565,5.8
782,2016,Jean Segura,ARI,153,694,0.181,0.278,0.415,0.191,0.31,0.135,0.055,0.338,0.4605,0.314,0.363,0.323,,20,637,6.8
783,2018,Jose Martinez,STL,152,590,0.152,0.277,0.472,0.261,0.325,0.142,0.09,0.441,0.4215,0.324,0.329,0.347,,17,534,1.4
784,2016,Carlos Gomez,- - -,118,453,0.153,0.347,0.559,0.21,0.299,0.143,0.065,0.32,0.467,0.446,0.317,0.237,,13,411,5
785,2015,Carlos Santana,CLE,154,666,0.164,0.371,0.439,0.183,0.282,0.119,0.067,0.395,0.4665,0.536,0.281,0.187,,19,550,4.5
786,2016,Ben Zobrist,CHC,147,631,0.174,0.305,0.456,0.216,0.325,0.134,0.04,0.354,0.463,0.483,0.318,0.174,,18,523,5.1
787,2021,Miguel Cabrera,DET,130,526,0.129,0.322,0.384,0.196,0.328,0.128,0.083,0.49,0.4795,0.339,0.393,0.259,,15,472,5.9
788,2021,Trent Grisham,SDP,132,527,0.171,0.37,0.349,0.216,0.307,0.12,0.052,0.365,0.4655,0.388,0.34,0.173,,15,462,4.8
789,2021,Kolten Wong,MIL,116,492,0.175,0.355,0.418,0.223,0.348,0.11,0.055,0.348,0.4575,0.411,0.348,0.241,,14,445,5.3
790,2018,Kris Bryant,CHC,102,457,0.188,0.407,0.496,0.253,0.379,0.112,0.084,0.333,0.4565,0.481,0.324,0.221,,13,389,2.1
791,2016,Adrian Gonzalez,LAD,156,633,0.15,0.275,0.514,0.264,0.389,0.144,0.039,0.335,0.459,0.381,0.373,0.259,,18,568,9
792,2019,David Peralta,ARI,99,423,0.186,0.277,0.424,0.213,0.291,0.146,0.051,0.409,0.4725,0.361,0.405,0.233,,12,382,2.8
793,2018,Nick Ahmed,ARI,153,564,0.176,0.347,0.363,0.244,0.363,0.113,0.041,0.3,0.4575,0.39,0.374,0.211,,16,516,2.8
794,2019,Jake Bauers,CLE,117,423,0.145,0.377,0.416,0.237,0.315,0.124,0.046,0.331,0.455,0.392,0.315,0.292,,12,372,3.2
795,2015,Dustin Pedroia,BOS,93,425,0.15,0.318,0.387,0.177,0.263,0.113,0.027,0.254,0.4585,0.401,0.358,0.256,,12,381,3.1
796,2021,Akil Baddoo,DET,124,461,0.177,0.391,0.402,0.207,0.374,0.113,0.088,0.323,0.4555,0.378,0.35,0.272,,13,413,7.3
797,2021,Martin Maldonado,HOU,125,426,0.129,0.422,0.399,0.209,0.308,0.117,0.057,0.328,0.458,0.417,0.315,0.189,,12,373,3.4
798,2018,Chris Taylor,LAD,155,604,0.19,0.389,0.421,0.275,0.395,0.121,0.077,0.376,0.462,0.378,0.363,0.239,,17,536,3.9
799,2018,Harrison Bader,STL,138,427,0.158,0.335,0.447,0.268,0.346,0.141,0.065,0.308,0.458,0.465,0.392,0.22,,12,379,1.4
800,2017,Tim Anderson,CHW,146,606,0.145,0.28,0.46,0.192,0.318,0.144,0.049,0.311,0.4575,0.428,0.339,0.257,,17,587,4.5
801,2021,Nathaniel Lowe,TEX,157,642,0.151,0.274,0.421,0.181,0.314,0.165,0.095,0.455,0.465,0.264,0.356,0.2,,18,557,2.3
802,2017,Derek Dietrich,MIA,135,464,0.175,0.407,0.533,0.228,0.321,0.102,0.058,0.321,0.4505,0.407,0.41,0.219,,13,406,5.2
803,2016,Jonathan Villar,MIL,156,679,0.171,0.241,0.376,0.203,0.288,0.196,0.05,0.382,0.4725,0.323,0.373,0.237,,19,589,5
804,2021,Ty France,SEA,152,650,0.154,0.314,0.475,0.229,0.359,0.122,0.068,0.389,0.4625,0.38,0.384,0.236,,18,571,1.9
805,2018,Kevin Pillar,TOR,142,542,0.174,0.378,0.521,0.266,0.393,0.095,0.05,0.364,0.4545,0.407,0.319,0.242,,15,512,4.9
806,2015,Logan Forsythe,TBR,153,615,0.163,0.406,0.331,0.198,0.336,0.097,0.032,0.317,0.459,0.391,0.323,0.245,,17,540,3.8
807,2019,Brandon Belt,SFG,156,616,0.169,0.487,0.437,0.23,0.409,0.088,0.079,0.357,0.4565,0.414,0.353,0.28,,17,526,2.1
808,2019,Victor Robles,WSN,155,617,0.165,0.367,0.396,0.23,0.338,0.118,0.046,0.23,0.443,0.451,0.317,0.233,,17,546,6.6
809,2015,Mookie Betts,BOS,145,654,0.188,0.424,0.418,0.195,0.334,0.082,0.048,0.372,0.461,0.403,0.362,0.252,,18,597,5
810,2017,Carlos Beltran,HOU,129,509,0.152,0.404,0.527,0.164,0.294,0.093,0.04,0.31,0.4575,0.477,0.402,0.264,,14,467,5.8
811,2019,Orlando Arcia,MIL,152,546,0.128,0.306,0.431,0.18,0.265,0.126,0.038,0.308,0.457,0.372,0.32,0.207,,15,494,2
812,2015,Eddie Rosario,MIN,122,474,0.192,0.406,0.41,0.203,0.308,0.096,0.05,0.308,0.4585,0.39,0.358,0.252,,13,453,6.8
813,2015,Francisco Lindor,CLE,99,438,0.169,0.287,0.486,0.206,0.273,0.13,0.032,0.367,0.4625,0.346,0.331,0.216,,12,390,1.7
814,2015,Michael A. Taylor,WSN,138,511,0.129,0.318,0.459,0.222,0.328,0.146,0.063,0.356,0.471,0.473,0.307,0.335,,14,472,1.9
815,2017,Orlando Arcia,MIL,153,548,0.13,0.285,0.504,0.199,0.287,0.129,0.034,0.273,0.453,0.345,0.404,0.251,,15,506,4.1
816,2018,Jedd Gyorko,STL,125,402,0.154,0.396,0.394,0.205,0.356,0.1,0.072,0.313,0.4605,0.439,0.341,0.224,,11,351,4
817,2021,Jed Lowrie,OAK,139,512,0.153,0.414,0.394,0.224,0.365,0.096,0.093,0.459,0.4705,0.388,0.359,0.218,,14,457,2.4
818,2021,Maikel Franco,BAL,104,403,0.146,0.329,0.426,0.182,0.281,0.107,0.051,0.339,0.463,0.473,0.304,0.224,,11,377,0.9
819,2015,Asdrubal Cabrera,TBR,143,551,0.164,0.436,0.486,0.207,0.321,0.087,0.049,0.323,0.461,0.479,0.338,0.249,,15,505,4.1
820,2019,Manuel Margot,SDP,151,441,0.153,0.403,0.367,0.164,0.278,0.098,0.032,0.348,0.455,0.447,0.318,0.276,,12,398,2.1
821,2021,Mark Canha,OAK,141,625,0.156,0.359,0.506,0.229,0.361,0.121,0.071,0.354,0.4635,0.438,0.39,0.241,,17,519,5.5
822,2019,Daniel Murphy,COL,132,478,0.174,0.361,0.382,0.242,0.367,0.098,0.024,0.281,0.4465,0.389,0.314,0.216,,13,438,5
823,2018,Jonathan Villar,- - -,141,515,0.124,0.244,0.379,0.197,0.269,0.179,0.048,0.36,0.4595,0.384,0.327,0.225,,14,466,1.5
824,2018,Lewis Brinson,MIA,109,406,0.139,0.313,0.517,0.168,0.273,0.134,0.087,0.389,0.4685,0.447,0.367,0.186,,11,382,4.5
825,2017,Brandon Drury,ARI,135,480,0.18,0.294,0.35,0.218,0.337,0.129,0.047,0.387,0.469,0.392,0.391,0.22,,13,445,7.6
826,2015,Eric Hosmer,KCR,158,667,0.162,0.244,0.426,0.236,0.299,0.151,0.067,0.406,0.4735,0.368,0.341,0.239,,18,599,2.9
827,2018,Michael Brantley,CLE,143,631,0.16,0.303,0.486,0.247,0.381,0.109,0.031,0.371,0.4595,0.404,0.368,0.228,,17,570,4.8
828,2015,Eduardo Escobar,MIN,127,446,0.183,0.387,0.489,0.193,0.342,0.095,0.058,0.236,0.4505,0.415,0.356,0.281,,12,409,4
829,2016,Eduardo Nunez,- - -,141,595,0.145,0.338,0.479,0.166,0.288,0.102,0.042,0.37,0.46,0.35,0.319,0.255,,16,553,4.1
830,2016,Kole Calhoun,LAA,157,672,0.167,0.399,0.479,0.221,0.362,0.094,0.052,0.399,0.46,0.418,0.33,0.225,,18,594,2.2
831,2017,Gregory Polanco,PIT,108,411,0.14,0.375,0.555,0.203,0.303,0.092,0.034,0.296,0.458,0.441,0.332,0.285,,11,379,5.4
832,2017,Cory Spangenberg,SDP,129,486,0.137,0.278,0.458,0.228,0.354,0.155,0.038,0.288,0.458,0.423,0.301,0.254,,13,444,2.8
833,2021,Tommy Pham,SDP,155,561,0.154,0.316,0.438,0.202,0.356,0.135,0.1,0.467,0.4805,0.348,0.361,0.279,,15,475,5.7
834,2017,Jose Reyes,NYM,145,561,0.168,0.431,0.57,0.197,0.296,0.082,0.023,0.242,0.471,0.416,0.36,0.223,,15,501,7.2
835,2019,Wilson Ramos,NYM,141,524,0.129,0.192,0.415,0.184,0.258,0.179,0.037,0.425,0.469,0.398,0.346,0.256,,14,473,1.6
836,2018,Eric Hosmer,SDP,157,677,0.145,0.197,0.355,0.199,0.263,0.194,0.055,0.373,0.4755,0.318,0.354,0.277,,18,613,3.9
837,2015,Brett Lawrie,OAK,149,602,0.148,0.327,0.389,0.185,0.306,0.116,0.049,0.391,0.4715,0.381,0.307,0.18,,16,562,1.4
838,2015,Jhonny Peralta,STL,155,640,0.136,0.312,0.49,0.247,0.352,0.115,0.038,0.335,0.4575,0.426,0.357,0.216,,17,579,4.7
839,2015,Seth Smith,SEA,136,452,0.195,0.38,0.458,0.197,0.328,0.105,0.066,0.421,0.466,0.387,0.37,0.309,,12,395,6.4
840,2015,Neil Walker,PIT,151,603,0.158,0.368,0.401,0.214,0.333,0.099,0.041,0.376,0.466,0.408,0.354,0.238,,16,543,3.9
841,2015,Lorenzo Cain,KCR,140,604,0.171,0.313,0.453,0.232,0.354,0.112,0.046,0.381,0.464,0.337,0.319,0.236,,16,551,3.3
842,2016,Avisail Garcia,CHW,120,453,0.14,0.233,0.494,0.217,0.313,0.171,0.077,0.393,0.476,0.367,0.378,0.238,,12,413,3.5
843,2016,Chase Headley,NYY,140,529,0.133,0.32,0.452,0.238,0.336,0.124,0.048,0.331,0.4505,0.415,0.404,0.319,,14,467,6.1
844,2016,David Freese,PIT,141,492,0.142,0.203,0.447,0.19,0.312,0.217,0.075,0.481,0.4765,0.346,0.294,0.242,,13,437,4.5
845,2021,Odubel Herrera,PHI,124,492,0.156,0.311,0.315,0.205,0.325,0.113,0.047,0.4,0.461,0.354,0.312,0.283,,13,450,5.2
846,2016,Stephen Vogt,OAK,137,532,0.155,0.465,0.479,0.232,0.407,0.074,0.049,0.266,0.45,0.366,0.346,0.288,,14,490,2
847,2015,Cody Asche,PHI,129,456,0.151,0.39,0.366,0.232,0.33,0.099,0.057,0.33,0.458,0.467,0.337,0.197,,12,425,2.8
848,2018,Dansby Swanson,ATL,136,533,0.157,0.376,0.339,0.199,0.318,0.104,0.041,0.34,0.4595,0.427,0.359,0.237,,14,478,1.3
849,2021,Pedro Severino,BAL,113,419,0.135,0.371,0.448,0.236,0.335,0.108,0.076,0.382,0.469,0.458,0.298,0.244,,11,379,0.6
850,2017,Carlos Gonzalez,COL,136,534,0.162,0.317,0.51,0.197,0.289,0.124,0.053,0.37,0.465,0.415,0.338,0.225,,14,470,4.4
851,2018,Ian Kinsler,- - -,128,534,0.14,0.42,0.501,0.214,0.366,0.078,0.031,0.258,0.445,0.437,0.29,0.221,,14,487,2.6
852,2018,Yoan Moncada,CHW,149,650,0.164,0.401,0.422,0.227,0.364,0.117,0.088,0.441,0.471,0.414,0.329,0.258,,17,578,5.5
853,2016,Coco Crisp,- - -,122,498,0.166,0.381,0.337,0.219,0.361,0.094,0.027,0.23,0.4425,0.414,0.359,0.319,,13,446,3.9
854,2016,Leonys Martin,SEA,143,576,0.131,0.368,0.41,0.199,0.303,0.113,0.05,0.313,0.4545,0.458,0.355,0.29,,15,518,2.2
855,2015,Daniel Murphy,NYM,130,538,0.168,0.36,0.333,0.212,0.323,0.083,0.036,0.379,0.465,0.407,0.313,0.281,,14,499,2.7
856,2016,Brandon Belt,SFG,156,655,0.199,0.46,0.35,0.278,0.422,0.093,0.108,0.327,0.458,0.362,0.385,0.337,,17,542,4
857,2017,Asdrubal Cabrera,NYM,135,540,0.154,0.362,0.417,0.204,0.376,0.097,0.045,0.326,0.4605,0.463,0.343,0.194,,14,479,2.5
858,2017,Christian Yelich,MIA,156,695,0.156,0.252,0.402,0.194,0.295,0.153,0.061,0.453,0.4735,0.333,0.341,0.299,,18,602,1.3
859,2019,Colin Moran,PIT,149,503,0.152,0.321,0.407,0.241,0.371,0.115,0.065,0.343,0.4665,0.428,0.334,0.19,,13,466,1.7
860,2016,Scooter Gennett,MIL,136,542,0.149,0.345,0.4,0.208,0.344,0.105,0.031,0.247,0.445,0.349,0.35,0.243,,14,498,5.6
861,2018,DJ LeMahieu,COL,128,581,0.152,0.295,0.484,0.21,0.313,0.111,0.043,0.428,0.466,0.298,0.335,0.191,,15,533,4.4
862,2018,Trea Turner,WSN,162,740,0.145,0.331,0.41,0.179,0.288,0.11,0.056,0.386,0.4625,0.431,0.354,0.215,,19,664,6.8
863,2018,Wilmer Flores,NYM,126,429,0.15,0.448,0.413,0.193,0.326,0.07,0.023,0.266,0.4485,0.396,0.343,0.185,,11,386,1.6
864,2021,Jeimer Candelario,DET,149,626,0.172,0.342,0.511,0.264,0.386,0.111,0.09,0.391,0.4585,0.422,0.351,0.227,,16,557,2.4
865,2017,Melky Cabrera,- - -,156,666,0.137,0.29,0.41,0.221,0.336,0.106,0.036,0.35,0.4545,0.388,0.359,0.253,,17,620,2.3
866,2016,Devon Travis,TOR,101,432,0.154,0.344,0.412,0.192,0.342,0.099,0.037,0.308,0.453,0.351,0.416,0.162,,11,410,3
867,2019,Josh Reddick,HOU,141,550,0.134,0.375,0.587,0.235,0.321,0.084,0.033,0.283,0.4585,0.357,0.344,0.221,,14,501,3.2
868,2019,Niko Goodrum,DET,112,472,0.173,0.315,0.34,0.276,0.373,0.133,0.059,0.415,0.4625,0.415,0.303,0.201,,12,423,3.7
869,2017,Kevin Pillar,TOR,154,632,0.148,0.364,0.45,0.204,0.333,0.089,0.03,0.285,0.4505,0.402,0.346,0.227,,16,587,3.6
870,2017,Jonathan Villar,MIL,122,436,0.132,0.219,0.395,0.208,0.266,0.19,0.055,0.339,0.468,0.391,0.365,0.245,,11,403,5.4
871,2015,Nick Castellanos,DET,154,595,0.164,0.404,0.363,0.233,0.375,0.092,0.072,0.345,0.456,0.362,0.355,0.273,,15,549,6.7
872,2015,Michael Brantley,CLE,137,596,0.17,0.317,0.537,0.225,0.36,0.099,0.035,0.358,0.46,0.427,0.368,0.326,,15,529,3.8
873,2015,Carlos Gomez,- - -,115,477,0.154,0.38,0.481,0.193,0.29,0.097,0.047,0.331,0.4625,0.396,0.355,0.249,,12,435,5.1
874,2015,Derek Norris,SDP,147,557,0.153,0.41,0.382,0.174,0.314,0.089,0.018,0.351,0.4535,0.426,0.351,0.223,,14,515,3.9
875,2016,Marwin Gonzalez,HOU,141,518,0.147,0.32,0.339,0.206,0.303,0.116,0.051,0.351,0.4705,0.507,0.371,0.302,,13,484,4.7
876,2017,Jordy Mercer,PIT,145,558,0.151,0.309,0.344,0.208,0.353,0.109,0.029,0.32,0.452,0.399,0.365,0.233,,14,502,4.1
