,Season,Name,Team,G,PA,H,H/PA,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,,HR/FB,Barrel%*10,Pull%,Cent%,Oppo%
656,2021,Pavin Smith,ARI,145,545,133,0.244036697,0.319,0.212,0.472,0.316,0.073,0.367,0.051,0.427,,0.089,0.51,0.359,0.389,0.252
657,2019,Dansby Swanson,ATL,127,545,121,0.222018349,0.3,0.258,0.371,0.371,0.074,0.318,0.077,0.416,,0.126,0.77,0.416,0.321,0.263
658,2019,Albert Pujols,LAA,131,545,120,0.220183486,0.238,0.153,0.459,0.387,0.126,0.284,0.053,0.36,,0.138,0.53,0.527,0.306,0.167
659,2021,Randal Grichuk,TOR,149,545,123,0.225688073,0.266,0.17,0.397,0.434,0.172,0.31,0.085,0.411,,0.126,0.85,0.392,0.352,0.257
660,2016,Jonathan Lucroy,- - -,142,544,143,0.262867647,0.322,0.242,0.372,0.387,0.138,0.354,0.069,0.348,,0.158,0.69,0.351,0.372,0.277
661,2017,Matt Joyce,OAK,141,544,114,0.209558824,0.263,0.193,0.378,0.428,0.058,0.289,0.08,0.347,,0.161,0.8,0.416,0.375,0.209
662,2018,Mallex Smith,TBR,141,544,142,0.261029412,0.366,0.249,0.497,0.254,0.053,0.322,0.01,0.23,,0.021,0.1,0.289,0.379,0.332
663,2016,Troy Tulowitzki,TOR,131,544,125,0.229779412,0.272,0.192,0.405,0.403,0.119,0.383,0.094,0.405,,0.151,0.94,0.453,0.322,0.225
664,2018,Willson Contreras,CHC,138,544,118,0.216911765,0.313,0.172,0.52,0.307,0.103,0.314,0.067,0.333,,0.093,0.67,0.42,0.314,0.266
665,2015,Marlon Byrd,- - -,135,544,125,0.229779412,0.297,0.213,0.423,0.363,0.045,0.337,0.079,0.311,,0.173,0.79,0.41,0.309,0.281
666,2017,Jorge Polanco,MIN,133,544,125,0.229779412,0.278,0.193,0.379,0.428,0.103,0.376,0.026,0.253,,0.074,0.26,0.442,0.338,0.22
667,2018,Salvador Perez,KCR,129,544,120,0.220588235,0.245,0.204,0.346,0.45,0.087,0.339,0.091,0.474,,0.148,0.91,0.467,0.334,0.199
668,2017,Justin Turner,LAD,130,543,147,0.270718232,0.326,0.208,0.314,0.478,0.031,0.302,0.076,0.381,,0.108,0.76,0.367,0.389,0.244
669,2016,Yoenis Cespedes,NYM,132,543,134,0.246777164,0.298,0.215,0.371,0.414,0.115,0.33,0.095,0.477,,0.199,0.95,0.393,0.369,0.239
670,2021,Josh Donaldson,MIN,135,543,113,0.208103131,0.268,0.171,0.43,0.399,0.129,0.369,0.174,0.527,,0.186,1.74,0.479,0.316,0.205
671,2016,Angel Pagan,SFG,129,543,137,0.252302026,0.298,0.251,0.426,0.323,0.094,0.352,0.025,0.214,,0.086,0.25,0.4,0.331,0.269
672,2018,Joe Mauer,MIN,127,543,137,0.252302026,0.33,0.269,0.51,0.221,0.034,0.377,0.042,0.428,,0.067,0.42,0.255,0.403,0.342
673,2017,Yadier Molina,STL,136,543,137,0.252302026,0.285,0.204,0.422,0.374,0.11,0.361,0.059,0.341,,0.11,0.59,0.426,0.325,0.249
674,2016,Howie Kendrick,LAD,146,543,124,0.228360958,0.301,0.194,0.61,0.196,0,0.269,0.056,0.421,,0.104,0.56,0.259,0.365,0.376
675,2021,Hunter Dozier,KCR,144,543,105,0.193370166,0.276,0.195,0.381,0.425,0.097,0.329,0.088,0.419,,0.111,0.88,0.416,0.372,0.212
676,2019,Jose Ramirez,CLE,129,542,123,0.226937269,0.256,0.206,0.329,0.465,0.104,0.326,0.06,0.357,,0.12,0.6,0.488,0.292,0.22
677,2017,Josh Harrison,PIT,128,542,132,0.243542435,0.303,0.227,0.365,0.408,0.063,0.393,0.025,0.237,,0.1,0.25,0.439,0.319,0.242
678,2017,Denard Span,SFG,129,542,135,0.249077491,0.295,0.213,0.45,0.336,0.063,0.342,0.033,0.251,,0.085,0.33,0.416,0.351,0.233
679,2016,Scooter Gennett,MIL,136,542,131,0.241697417,0.315,0.208,0.447,0.345,0.068,0.384,0.031,0.247,,0.105,0.31,0.349,0.349,0.302
680,2018,Kevin Pillar,TOR,142,542,129,0.23800738,0.281,0.266,0.356,0.378,0.177,0.344,0.05,0.364,,0.095,0.5,0.407,0.35,0.243
681,2019,Corey Seager,LAD,134,541,133,0.245841035,0.303,0.218,0.39,0.392,0.045,0.34,0.063,0.377,,0.123,0.63,0.372,0.347,0.281
682,2021,Lourdes Gurriel Jr.,TOR,141,541,138,0.255083179,0.305,0.208,0.452,0.34,0.073,0.289,0.096,0.427,,0.153,0.96,0.393,0.341,0.267
683,2021,Yandy Diaz,TBR,134,541,119,0.219963031,0.286,0.161,0.518,0.32,0.122,0.358,0.07,0.406,,0.106,0.7,0.349,0.37,0.281
684,2017,Jackie Bradley Jr.,BOS,133,541,118,0.218114603,0.294,0.184,0.49,0.326,0.085,0.352,0.069,0.397,,0.145,0.69,0.419,0.336,0.244
685,2021,Elvis Andrus,OAK,146,541,121,0.223659889,0.283,0.243,0.46,0.296,0.138,0.346,0.021,0.348,,0.024,0.21,0.376,0.364,0.26
686,2017,Alex Gordon,KCR,148,541,99,0.182994455,0.261,0.244,0.426,0.33,0.095,0.306,0.039,0.309,,0.078,0.39,0.43,0.348,0.222
687,2017,Josh Reddick,HOU,134,540,150,0.277777778,0.339,0.242,0.336,0.423,0.091,0.376,0.035,0.306,,0.074,0.35,0.359,0.361,0.28
688,2017,Asdrubal Cabrera,NYM,135,540,134,0.248148148,0.31,0.204,0.435,0.362,0.063,0.383,0.045,0.326,,0.097,0.45,0.463,0.343,0.194
689,2019,Ryan McMahon,COL,141,539,120,0.222634508,0.323,0.213,0.508,0.279,0.056,0.324,0.087,0.478,,0.27,0.87,0.339,0.382,0.28
690,2021,Miguel Rojas,MIA,132,539,131,0.243042672,0.295,0.209,0.451,0.34,0.126,0.366,0.028,0.329,,0.063,0.28,0.35,0.352,0.298
691,2017,Hunter Pence,SFG,134,539,128,0.237476809,0.301,0.134,0.572,0.294,0.078,0.253,0.058,0.375,,0.112,0.58,0.299,0.418,0.284
692,2016,Melvin Upton Jr.,- - -,149,539,117,0.217068646,0.3,0.176,0.485,0.338,0.061,0.314,0.058,0.359,,0.174,0.58,0.341,0.367,0.292
693,2021,Andrew Benintendi,KCR,134,538,136,0.252788104,0.309,0.21,0.385,0.405,0.062,0.272,0.089,0.427,,0.105,0.89,0.404,0.36,0.236
694,2015,Daniel Murphy,NYM,130,538,140,0.260223048,0.278,0.212,0.428,0.36,0.101,0.385,0.036,0.379,,0.083,0.36,0.407,0.313,0.281
695,2021,David Peralta,ARI,150,538,126,0.234200743,0.303,0.189,0.549,0.262,0.125,0.323,0.05,0.416,,0.077,0.5,0.36,0.353,0.287
696,2021,Tyler O'Neill,STL,138,537,138,0.25698324,0.366,0.23,0.362,0.409,0.108,0.312,0.179,0.522,,0.262,1.79,0.381,0.365,0.255
697,2021,J.T. Realmuto,PHI,134,537,125,0.232774674,0.325,0.203,0.464,0.332,0.086,0.399,0.086,0.447,,0.147,0.86,0.355,0.347,0.298
698,2015,Odubel Herrera,PHI,147,537,147,0.273743017,0.387,0.235,0.472,0.293,0.086,0.331,0.03,0.339,,0.076,0.3,0.352,0.323,0.325
699,2018,Nomar Mazara,TEX,128,536,126,0.235074627,0.298,0.184,0.551,0.266,0.07,0.282,0.08,0.431,,0.2,0.8,0.38,0.367,0.253
700,2018,Brandon Nimmo,NYM,140,535,114,0.213084112,0.351,0.216,0.45,0.333,0.124,0.308,0.055,0.42,,0.175,0.55,0.447,0.321,0.232
701,2018,Gregory Polanco,PIT,130,535,117,0.218691589,0.287,0.187,0.333,0.48,0.12,0.336,0.09,0.373,,0.138,0.9,0.457,0.346,0.197
702,2015,Ben Zobrist,- - -,126,535,129,0.241121495,0.288,0.186,0.49,0.324,0.112,0.305,0.031,0.346,,0.097,0.31,0.454,0.317,0.228
703,2021,Ian Happ,CHC,148,535,105,0.196261682,0.281,0.207,0.46,0.333,0.087,0.352,0.112,0.41,,0.243,1.12,0.404,0.317,0.279
704,2015,Brian McCann,NYY,135,535,108,0.201869159,0.235,0.167,0.361,0.472,0.08,0.334,0.043,0.36,,0.149,0.43,0.501,0.315,0.184
705,2018,Rougned Odor,TEX,129,535,120,0.224299065,0.305,0.195,0.411,0.393,0.115,0.294,0.068,0.381,,0.137,0.68,0.466,0.359,0.175
706,2016,Russell Martin,TOR,137,535,105,0.196261682,0.291,0.179,0.465,0.356,0.135,0.291,0.089,0.399,,0.18,0.89,0.374,0.367,0.259
707,2018,Jackie Bradley Jr.,BOS,144,535,111,0.207476636,0.299,0.206,0.431,0.363,0.065,0.293,0.094,0.501,,0.106,0.94,0.452,0.343,0.205
708,2015,Kevin Kiermaier,TBR,151,535,133,0.248598131,0.306,0.229,0.478,0.293,0.134,0.304,0.024,0.307,,0.084,0.24,0.413,0.36,0.227
709,2015,Anthony Gose,DET,140,535,123,0.229906542,0.352,0.208,0.54,0.252,0.074,0.297,0.018,0.304,,0.062,0.18,0.31,0.357,0.333
710,2015,Troy Tulowitzki,- - -,128,534,136,0.254681648,0.331,0.221,0.41,0.37,0.129,0.366,0.053,0.407,,0.122,0.53,0.489,0.29,0.221
711,2017,Carlos Gonzalez,COL,136,534,123,0.230337079,0.318,0.197,0.486,0.317,0.097,0.289,0.053,0.37,,0.124,0.53,0.415,0.381,0.204
712,2017,Yolmer Sanchez,CHW,141,534,129,0.241573034,0.321,0.216,0.445,0.339,0.063,0.326,0.029,0.242,,0.094,0.29,0.333,0.367,0.299
713,2018,Ian Kinsler,- - -,128,534,117,0.219101124,0.25,0.214,0.366,0.42,0.162,0.314,0.031,0.258,,0.078,0.31,0.437,0.338,0.225
714,2021,Joey Votto,CIN,129,533,119,0.22326454,0.287,0.265,0.317,0.418,0.059,0.443,0.172,0.532,,0.265,1.72,0.434,0.335,0.231
715,2018,Corey Dickerson,PIT,135,533,151,0.283302064,0.333,0.272,0.376,0.352,0.08,0.199,0.054,0.315,,0.087,0.54,0.311,0.362,0.327
716,2017,Tommy Joseph,PHI,142,533,119,0.22326454,0.28,0.192,0.417,0.39,0.181,0.315,0.07,0.401,,0.153,0.7,0.442,0.331,0.228
717,2021,Raimel Tapia,COL,133,533,133,0.249530957,0.306,0.162,0.674,0.164,0.014,0.376,0.021,0.315,,0.087,0.21,0.301,0.4,0.299
718,2018,Dansby Swanson,ATL,136,533,114,0.213883677,0.29,0.199,0.424,0.376,0.119,0.321,0.041,0.34,,0.104,0.41,0.427,0.318,0.255
719,2019,Khris Davis,OAK,133,533,106,0.198874296,0.264,0.205,0.421,0.374,0.071,0.309,0.089,0.395,,0.183,0.89,0.404,0.359,0.237
720,2017,Joey Gallo,TEX,145,532,94,0.176691729,0.25,0.179,0.279,0.542,0.118,0.331,0.209,0.53,,0.301,2.09,0.496,0.294,0.21
721,2021,Miguel Sano,MIN,135,532,105,0.197368421,0.291,0.184,0.389,0.427,0.138,0.323,0.177,0.556,,0.244,1.77,0.462,0.292,0.247
722,2021,Mike Yastrzemski,SFG,139,532,105,0.197368421,0.254,0.193,0.336,0.47,0.095,0.36,0.103,0.393,,0.158,1.03,0.466,0.343,0.191
723,2016,Stephen Vogt,OAK,137,532,123,0.231203008,0.275,0.232,0.303,0.465,0.105,0.333,0.049,0.266,,0.074,0.49,0.366,0.346,0.288
724,2016,Yonder Alonso,OAK,156,532,122,0.229323308,0.284,0.225,0.441,0.333,0.074,0.407,0.036,0.371,,0.051,0.36,0.398,0.357,0.245
725,2018,J.T. Realmuto,MIA,125,531,132,0.248587571,0.312,0.228,0.398,0.374,0.106,0.334,0.082,0.406,,0.149,0.82,0.451,0.353,0.196
726,2015,Carlos Beltran,NYY,133,531,132,0.248587571,0.297,0.216,0.356,0.429,0.076,0.303,0.043,0.419,,0.111,0.43,0.444,0.356,0.201
727,2019,Kevin Newman,PIT,130,531,152,0.286252354,0.333,0.221,0.494,0.284,0.074,0.398,0.021,0.247,,0.098,0.21,0.373,0.341,0.286
728,2017,Scott Schebler,CIN,141,531,110,0.207156309,0.248,0.162,0.456,0.382,0.097,0.3,0.099,0.408,,0.224,0.99,0.459,0.337,0.204
729,2018,Alcides Escobar,KCR,140,531,112,0.210922787,0.263,0.216,0.462,0.322,0.107,0.341,0.017,0.215,,0.031,0.17,0.415,0.341,0.244
730,2017,Tommy Pham,STL,128,530,136,0.256603774,0.368,0.222,0.517,0.261,0.07,0.341,0.096,0.434,,0.267,0.96,0.367,0.349,0.283
731,2019,Avisail Garcia,TBR,125,530,138,0.260377358,0.34,0.223,0.46,0.316,0.052,0.297,0.106,0.403,,0.172,1.06,0.422,0.365,0.213
732,2016,Travis Shaw,BOS,145,530,116,0.218867925,0.299,0.191,0.363,0.446,0.096,0.343,0.074,0.342,,0.103,0.74,0.393,0.339,0.268
733,2019,Jose Iglesias,CIN,146,530,145,0.273584906,0.315,0.237,0.522,0.241,0.095,0.342,0.021,0.233,,0.105,0.21,0.382,0.366,0.252
734,2015,Yadier Molina,STL,136,530,132,0.249056604,0.295,0.203,0.477,0.32,0.114,0.326,0.018,0.255,,0.029,0.18,0.362,0.328,0.31
735,2016,Starling Marte,PIT,129,529,152,0.287334594,0.38,0.233,0.483,0.284,0.065,0.36,0.052,0.368,,0.084,0.52,0.376,0.373,0.251
736,2021,Austin Hays,BAL,131,529,125,0.236294896,0.286,0.183,0.432,0.385,0.129,0.322,0.091,0.39,,0.15,0.91,0.426,0.332,0.242
737,2021,Kyle Farmer,CIN,147,529,127,0.240075614,0.296,0.235,0.412,0.353,0.101,0.417,0.043,0.321,,0.116,0.43,0.393,0.372,0.235
738,2017,Miguel Cabrera,DET,130,529,117,0.221172023,0.292,0.273,0.398,0.329,0.025,0.345,0.097,0.478,,0.134,0.97,0.32,0.365,0.315
739,2016,Chase Headley,NYY,140,529,117,0.221172023,0.303,0.238,0.442,0.32,0.062,0.336,0.048,0.331,,0.124,0.48,0.415,0.339,0.246
740,2017,Manuel Margot,SDP,126,529,128,0.241965974,0.309,0.232,0.405,0.363,0.094,0.358,0.026,0.288,,0.094,0.26,0.277,0.404,0.319
741,2019,Adam Jones,ARI,137,528,126,0.238636364,0.296,0.192,0.431,0.377,0.131,0.306,0.057,0.309,,0.11,0.57,0.439,0.346,0.214
742,2021,Michael A. Taylor,KCR,142,528,118,0.223484848,0.319,0.217,0.443,0.34,0.043,0.313,0.066,0.402,,0.103,0.66,0.355,0.39,0.254
743,2018,Miguel Rojas,MIA,153,528,123,0.232954545,0.272,0.238,0.47,0.292,0.146,0.352,0.009,0.237,,0.089,0.09,0.327,0.376,0.296
744,2017,Curtis Granderson,- - -,147,527,95,0.180265655,0.228,0.186,0.326,0.488,0.138,0.31,0.091,0.34,,0.163,0.91,0.486,0.34,0.173
745,2021,Trent Grisham,SDP,132,527,112,0.212523719,0.292,0.216,0.414,0.37,0.072,0.331,0.052,0.365,,0.12,0.52,0.388,0.376,0.236
746,2015,Austin Jackson,- - -,136,527,131,0.24857685,0.342,0.243,0.511,0.246,0.022,0.344,0.035,0.398,,0.101,0.35,0.36,0.379,0.26
747,2021,Starling Marte,- - -,120,526,145,0.275665399,0.372,0.211,0.548,0.241,0.08,0.328,0.084,0.394,,0.136,0.84,0.38,0.356,0.264
748,2015,Brandon Moss,- - -,145,526,106,0.201520913,0.285,0.204,0.325,0.471,0.066,0.326,0.114,0.395,,0.125,1.14,0.494,0.306,0.201
749,2019,Miguel Rojas,MIA,132,526,137,0.260456274,0.314,0.236,0.468,0.296,0.056,0.319,0.021,0.288,,0.04,0.21,0.314,0.393,0.293
750,2021,Miguel Cabrera,DET,130,526,121,0.230038023,0.305,0.196,0.482,0.322,0.06,0.306,0.083,0.49,,0.128,0.83,0.339,0.369,0.292
751,2016,Joe Panik,SFG,127,526,111,0.211026616,0.245,0.175,0.455,0.37,0.096,0.349,0.035,0.271,,0.064,0.35,0.348,0.393,0.259
752,2017,Gary Sanchez,NYY,122,525,131,0.24952381,0.304,0.211,0.423,0.366,0.108,0.335,0.115,0.431,,0.254,1.15,0.515,0.332,0.152
753,2015,Christian Yelich,MIA,126,525,143,0.272380952,0.37,0.225,0.625,0.15,0,0.301,0.043,0.451,,0.125,0.43,0.317,0.405,0.277
754,2018,Johan Camargo,ATL,134,524,126,0.240458015,0.315,0.198,0.448,0.354,0.165,0.356,0.047,0.337,,0.15,0.47,0.412,0.334,0.253
755,2019,Wilson Ramos,NYM,141,524,136,0.259541985,0.31,0.184,0.624,0.192,0.064,0.258,0.037,0.425,,0.179,0.37,0.398,0.346,0.256
756,2021,Francisco Lindor,NYM,125,524,104,0.198473282,0.248,0.186,0.394,0.42,0.094,0.322,0.082,0.441,,0.134,0.82,0.427,0.34,0.233
757,2017,Chris Davis,BAL,128,524,98,0.187022901,0.301,0.235,0.367,0.398,0.029,0.312,0.113,0.453,,0.248,1.13,0.442,0.34,0.219
758,2018,Ryon Healy,SEA,133,524,116,0.221374046,0.257,0.192,0.442,0.366,0.115,0.404,0.065,0.414,,0.173,0.65,0.448,0.348,0.204
759,2016,Wilson Ramos,WSN,131,523,148,0.282982792,0.327,0.204,0.543,0.253,0.058,0.348,0.066,0.43,,0.214,0.66,0.383,0.342,0.275
760,2018,Teoscar Hernandez,TOR,134,523,114,0.217973231,0.313,0.199,0.364,0.437,0.101,0.327,0.149,0.459,,0.159,1.49,0.377,0.361,0.263
761,2015,Addison Russell,CHC,142,523,115,0.219885277,0.324,0.182,0.41,0.407,0.144,0.343,0.046,0.289,,0.098,0.46,0.426,0.328,0.246
762,2018,Tucker Barnhart,CIN,138,522,114,0.218390805,0.291,0.244,0.449,0.307,0.09,0.355,0.027,0.303,,0.09,0.27,0.443,0.319,0.238
763,2016,Josh Harrison,PIT,131,522,138,0.264367816,0.323,0.195,0.443,0.363,0.054,0.357,0.021,0.229,,0.027,0.21,0.407,0.333,0.26
764,2018,Chris Davis,BAL,128,522,79,0.151340996,0.237,0.211,0.396,0.393,0.055,0.366,0.096,0.401,,0.145,0.96,0.408,0.323,0.27
765,2019,Nelson Cruz,MIN,120,521,141,0.270633397,0.351,0.202,0.396,0.402,0.076,0.383,0.187,0.514,,0.313,1.87,0.417,0.328,0.255
766,2017,Yonder Alonso,- - -,142,521,120,0.230326296,0.302,0.228,0.339,0.432,0.083,0.375,0.093,0.408,,0.194,0.93,0.408,0.336,0.255
767,2019,Christian Vazquez,BOS,138,521,133,0.255278311,0.305,0.23,0.393,0.377,0.069,0.357,0.052,0.393,,0.16,0.52,0.362,0.351,0.287
768,2018,Ben Zobrist,CHC,139,520,139,0.267307692,0.331,0.216,0.481,0.303,0.05,0.313,0.027,0.382,,0.074,0.27,0.471,0.315,0.213
769,2019,Brian Anderson,MIA,126,520,120,0.230769231,0.305,0.193,0.454,0.353,0.106,0.35,0.078,0.46,,0.163,0.78,0.382,0.328,0.29
770,2015,Jose Reyes,- - -,116,519,132,0.25433526,0.301,0.2,0.441,0.359,0.215,0.34,0.002,0.186,,0.047,0.02,0.422,0.357,0.22
771,2018,Manuel Margot,SDP,141,519,117,0.225433526,0.281,0.199,0.43,0.371,0.172,0.281,0.033,0.365,,0.055,0.33,0.395,0.355,0.249
772,2019,Tim Anderson,CHW,123,518,167,0.322393822,0.399,0.238,0.486,0.276,0.046,0.297,0.049,0.379,,0.167,0.49,0.327,0.371,0.302
773,2018,Yasmani Grandal,LAD,140,518,106,0.204633205,0.278,0.172,0.411,0.417,0.113,0.376,0.11,0.398,,0.18,1.1,0.483,0.329,0.188
774,2019,Jurickson Profar,OAK,139,518,100,0.193050193,0.218,0.217,0.413,0.37,0.189,0.329,0.062,0.305,,0.14,0.62,0.499,0.276,0.225
775,2016,Marwin Gonzalez,HOU,141,518,123,0.237451737,0.311,0.206,0.474,0.32,0.08,0.325,0.051,0.351,,0.116,0.51,0.507,0.314,0.18
776,2017,Jose Peraza,CIN,143,518,126,0.243243243,0.293,0.216,0.471,0.313,0.132,0.303,0.014,0.2,,0.039,0.14,0.323,0.392,0.285
777,2016,J.D. Martinez,DET,120,517,141,0.272727273,0.378,0.214,0.424,0.362,0.041,0.306,0.122,0.46,,0.18,1.22,0.404,0.359,0.237
778,2015,David Peralta,ARI,149,517,144,0.278529981,0.368,0.213,0.521,0.266,0.063,0.38,0.069,0.431,,0.177,0.69,0.384,0.401,0.215
779,2016,Jose Bautista,TOR,116,517,99,0.191489362,0.255,0.188,0.395,0.417,0.178,0.352,0.08,0.457,,0.163,0.8,0.528,0.315,0.157
780,2016,Danny Valencia,OAK,130,517,135,0.261121857,0.346,0.232,0.45,0.318,0.14,0.354,0.07,0.405,,0.149,0.7,0.399,0.344,0.257
781,2015,Aramis Ramirez,- - -,137,516,117,0.226744186,0.253,0.187,0.381,0.432,0.084,0.371,0.046,0.342,,0.096,0.46,0.403,0.352,0.245
782,2021,Gleyber Torres,NYY,127,516,119,0.230620155,0.314,0.223,0.415,0.362,0.085,0.335,0.078,0.357,,0.069,0.78,0.377,0.352,0.271
783,2017,Marwin Gonzalez,HOU,134,515,138,0.267961165,0.343,0.199,0.439,0.362,0.134,0.359,0.061,0.366,,0.181,0.61,0.418,0.335,0.247
784,2015,Mitch Moreland,TEX,132,515,131,0.254368932,0.317,0.198,0.456,0.346,0.111,0.272,0.096,0.456,,0.183,0.96,0.448,0.327,0.225
785,2021,Avisail Garcia,MIL,135,515,121,0.234951456,0.291,0.206,0.472,0.322,0.054,0.294,0.122,0.461,,0.261,1.22,0.443,0.362,0.194
786,2018,Jonathan Villar,- - -,141,515,121,0.234951456,0.339,0.197,0.559,0.244,0.103,0.354,0.048,0.36,,0.179,0.48,0.384,0.353,0.263
787,2017,Freddie Freeman,ATL,117,514,135,0.262645914,0.335,0.245,0.349,0.406,0,0.373,0.13,0.418,,0.199,1.3,0.386,0.329,0.285
788,2019,Joc Pederson,LAD,149,514,112,0.217898833,0.249,0.174,0.418,0.409,0.158,0.314,0.1,0.428,,0.259,1,0.49,0.331,0.179
789,2019,Asdrubal Cabrera,- - -,131,514,116,0.225680934,0.294,0.238,0.384,0.378,0.045,0.309,0.057,0.353,,0.136,0.57,0.501,0.276,0.222
790,2019,Vladimir Guerrero Jr.,TOR,123,514,126,0.245136187,0.308,0.173,0.496,0.331,0.145,0.401,0.072,0.387,,0.121,0.72,0.413,0.368,0.219
791,2016,Jose Iglesias,DET,137,513,119,0.231968811,0.276,0.203,0.514,0.283,0.137,0.29,0.007,0.206,,0.034,0.07,0.382,0.311,0.307
792,2017,Yangervis Solarte,SDP,128,512,119,0.232421875,0.258,0.164,0.416,0.421,0.174,0.365,0.032,0.281,,0.105,0.32,0.423,0.359,0.218
793,2021,Jed Lowrie,OAK,139,512,112,0.21875,0.289,0.224,0.363,0.414,0.034,0.326,0.093,0.459,,0.096,0.93,0.388,0.377,0.235
794,2018,Evan Longoria,SFG,125,512,117,0.228515625,0.274,0.185,0.424,0.391,0.1,0.318,0.07,0.37,,0.107,0.7,0.419,0.323,0.258
795,2015,Miguel Cabrera,DET,119,511,145,0.283757339,0.384,0.252,0.421,0.327,0.035,0.355,0.095,0.527,,0.158,0.95,0.358,0.307,0.335
796,2019,Danny Santana,TEX,130,511,134,0.26223092,0.353,0.247,0.402,0.351,0.061,0.293,0.088,0.435,,0.243,0.88,0.421,0.32,0.259
797,2015,Stephen Vogt,OAK,136,511,116,0.227005871,0.29,0.219,0.376,0.404,0.049,0.378,0.045,0.301,,0.125,0.45,0.43,0.337,0.233
798,2017,Byron Buxton,MIN,140,511,117,0.228962818,0.339,0.232,0.387,0.38,0.177,0.331,0.056,0.32,,0.142,0.56,0.473,0.329,0.197
799,2021,Jose Iglesias,- - -,137,511,131,0.256360078,0.305,0.235,0.421,0.345,0.106,0.323,0.034,0.284,,0.064,0.34,0.381,0.389,0.23
800,2019,Jason Kipnis,CLE,121,511,112,0.219178082,0.265,0.189,0.399,0.412,0.105,0.358,0.052,0.341,,0.111,0.52,0.433,0.344,0.223
801,2021,Nick Solak,TEX,127,511,111,0.217221135,0.292,0.171,0.533,0.296,0.096,0.29,0.065,0.332,,0.106,0.65,0.377,0.369,0.254
802,2015,Logan Morrison,SEA,146,511,103,0.201565558,0.238,0.163,0.447,0.39,0.103,0.337,0.061,0.375,,0.116,0.61,0.417,0.343,0.24
803,2015,Michael A. Taylor,WSN,138,511,108,0.211350294,0.311,0.222,0.46,0.318,0.094,0.328,0.063,0.356,,0.146,0.63,0.473,0.278,0.249
804,2019,Luke Voit,NYY,118,510,113,0.221568627,0.345,0.257,0.396,0.347,0.01,0.347,0.132,0.41,,0.21,1.32,0.479,0.316,0.205
805,2018,Kyle Schwarber,CHC,137,510,102,0.2,0.288,0.192,0.437,0.371,0.094,0.385,0.124,0.45,,0.245,1.24,0.436,0.333,0.23
806,2015,Francisco Cervelli,PIT,130,510,133,0.260784314,0.359,0.21,0.521,0.269,0.031,0.34,0.039,0.356,,0.073,0.39,0.365,0.359,0.276
807,2021,Jesus Aguilar,MIA,131,510,117,0.229411765,0.279,0.204,0.331,0.466,0.112,0.27,0.084,0.405,,0.13,0.84,0.449,0.331,0.22
808,2016,Cheslor Cuthbert,KCR,128,510,130,0.254901961,0.32,0.171,0.475,0.354,0.178,0.334,0.021,0.366,,0.089,0.21,0.411,0.319,0.27
809,2015,Wilmer Flores,NYM,137,510,127,0.249019608,0.273,0.211,0.418,0.371,0.16,0.321,0.019,0.255,,0.103,0.19,0.389,0.335,0.276
810,2015,Brock Holt,BOS,129,509,127,0.249508841,0.35,0.238,0.527,0.235,0.048,0.294,0.006,0.242,,0.024,0.06,0.333,0.402,0.264
811,2017,Carlos Beltran,HOU,129,509,108,0.212180747,0.263,0.164,0.431,0.404,0.087,0.317,0.04,0.31,,0.093,0.4,0.477,0.31,0.213
812,2019,Ryan Braun,MIL,144,508,131,0.257874016,0.325,0.192,0.504,0.304,0.083,0.388,0.086,0.443,,0.204,0.86,0.412,0.342,0.246
813,2021,Michael Brantley,HOU,121,508,146,0.287401575,0.337,0.262,0.459,0.279,0.078,0.358,0.058,0.429,,0.069,0.58,0.365,0.367,0.269
814,2017,Javier Baez,CHC,145,508,128,0.251968504,0.345,0.154,0.486,0.36,0.094,0.333,0.078,0.351,,0.197,0.78,0.399,0.381,0.219
815,2019,Evan Longoria,SFG,129,508,115,0.226377953,0.291,0.217,0.41,0.373,0.047,0.351,0.066,0.408,,0.155,0.66,0.393,0.399,0.208
816,2016,Zack Cozart,CIN,121,508,117,0.230314961,0.274,0.206,0.394,0.399,0.131,0.282,0.023,0.278,,0.105,0.23,0.468,0.348,0.184
817,2018,Victor Martinez,DET,133,508,117,0.230314961,0.26,0.245,0.394,0.361,0.098,0.314,0.042,0.304,,0.059,0.42,0.428,0.32,0.252
818,2017,Mike Trout,LAA,114,507,123,0.24260355,0.318,0.184,0.367,0.449,0.099,0.29,0.12,0.405,,0.232,1.2,0.402,0.358,0.241
819,2017,Zack Cozart,CIN,122,507,130,0.256410256,0.312,0.195,0.382,0.423,0.117,0.401,0.044,0.288,,0.156,0.44,0.489,0.346,0.165
820,2015,Russell Martin,TOR,129,507,106,0.209072978,0.262,0.164,0.506,0.33,0.189,0.357,0.074,0.394,,0.207,0.74,0.382,0.359,0.259
821,2019,Domingo Santana,SEA,121,507,114,0.224852071,0.347,0.266,0.426,0.308,0.011,0.364,0.12,0.405,,0.236,1.2,0.394,0.346,0.26
822,2021,Jazz Chisholm Jr.,MIA,124,507,115,0.226824458,0.319,0.204,0.486,0.31,0.081,0.268,0.086,0.417,,0.182,0.86,0.401,0.321,0.278
823,2018,Matt Kemp,LAD,146,506,134,0.264822134,0.339,0.268,0.35,0.381,0.059,0.421,0.105,0.379,,0.156,1.05,0.421,0.359,0.22
