,Season,Name,Team,G,PA,H,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,Pull%,Cent%,Oppo%,Spd,LDFB_EV
871,2019,Hunter Renfroe,SDP,140,494,95,0.239,0.158,0.363,0.479,0.114,0.322,0.113,0.394,0.558,0.312,0.13,4.2,0.473
872,2018,Juan Soto,WSN,116,494,121,0.338,0.175,0.537,0.288,0.079,0.297,0.101,0.421,0.361,0.364,0.275,3.5,0.4875
873,2015,Marcell Ozuna,MIA,123,494,119,0.32,0.211,0.481,0.308,0.102,0.293,0.054,0.447,0.353,0.35,0.296,1.9,0.4795
874,2021,Dominic Smith,NYM,145,493,109,0.298,0.262,0.382,0.356,0.058,0.403,0.065,0.403,0.368,0.406,0.226,2.1,0.463
875,2015,Luis Valbuena,HOU,132,493,97,0.235,0.206,0.339,0.455,0.093,0.384,0.073,0.39,0.447,0.293,0.26,2.2,0.4695
876,2016,Brian McCann,NYY,130,492,104,0.269,0.215,0.344,0.441,0.096,0.319,0.054,0.358,0.5,0.322,0.178,1.9,0.4605
877,2017,Bryce Harper,WSN,111,492,134,0.356,0.22,0.404,0.376,0.066,0.355,0.096,0.426,0.355,0.352,0.293,3.7,0.4765
878,2016,David Freese,PIT,141,492,118,0.372,0.19,0.607,0.203,0.033,0.312,0.075,0.481,0.346,0.383,0.271,1.6,0.4765
879,2015,Delino DeShields,TEX,121,492,111,0.334,0.193,0.471,0.337,0.058,0.269,0.012,0.221,0.367,0.367,0.266,8.3,0.442
880,2021,Kolten Wong,MIL,116,492,121,0.305,0.223,0.422,0.355,0.071,0.348,0.055,0.348,0.411,0.348,0.241,5.3,0.4575
881,2019,Matt Carpenter,STL,129,492,94,0.285,0.253,0.316,0.431,0.024,0.362,0.072,0.304,0.464,0.294,0.242,4.5,0.459
882,2018,Niko Goodrum,DET,131,492,109,0.312,0.228,0.442,0.33,0.049,0.376,0.073,0.354,0.404,0.312,0.283,5.2,0.4575
883,2021,Odubel Herrera,PHI,124,492,117,0.285,0.205,0.484,0.311,0.113,0.325,0.047,0.4,0.354,0.372,0.274,4.5,0.461
884,2017,Dexter Fowler,STL,118,491,111,0.305,0.224,0.394,0.382,0.041,0.402,0.059,0.375,0.402,0.375,0.223,5.9,0.4615
885,2017,Eduardo Nunez,- - -,114,491,146,0.333,0.175,0.534,0.291,0.117,0.252,0.017,0.322,0.411,0.368,0.221,4.8,0.456
886,2019,Joe Panik,- - -,142,491,107,0.262,0.229,0.433,0.338,0.09,0.338,0.018,0.257,0.358,0.375,0.267,3.6,0.448
887,2017,Lucas Duda,- - -,127,491,92,0.238,0.21,0.303,0.486,0.057,0.403,0.114,0.441,0.462,0.303,0.234,0.5,0.476
888,2015,Pedro Alvarez,PIT,150,491,106,0.279,0.204,0.528,0.269,0.072,0.284,0.103,0.471,0.442,0.365,0.194,2.4,0.492
889,2021,Max Kepler,MIN,121,490,90,0.225,0.186,0.371,0.443,0.101,0.353,0.108,0.425,0.425,0.35,0.225,6.1,0.465
890,2018,Paul DeJong,STL,115,490,105,0.288,0.242,0.318,0.44,0.157,0.377,0.085,0.401,0.456,0.283,0.261,3.1,0.467
891,2018,Rafael Devers,BOS,121,490,108,0.281,0.152,0.462,0.386,0.157,0.302,0.076,0.417,0.372,0.366,0.263,3.1,0.476
892,2019,Wil Myers,SDP,155,490,104,0.344,0.218,0.431,0.351,0.13,0.327,0.104,0.413,0.465,0.32,0.216,4.8,0.4835
893,2017,J.D. Martinez,- - -,119,489,131,0.327,0.185,0.383,0.432,0.068,0.377,0.185,0.49,0.383,0.328,0.289,4.7,0.4855
894,2018,Jason Heyward,CHC,127,489,119,0.297,0.181,0.479,0.34,0.185,0.297,0.026,0.384,0.422,0.32,0.258,4,0.456
895,2017,Jose Iglesias,DET,130,489,118,0.285,0.232,0.504,0.264,0.152,0.326,0.01,0.211,0.373,0.318,0.308,4.2,0.4335
896,2019,Ji-Man Choi,TBR,127,487,107,0.303,0.237,0.416,0.347,0.065,0.379,0.094,0.427,0.372,0.388,0.239,2.6,0.4735
897,2018,Josh Reddick,HOU,134,487,105,0.258,0.186,0.373,0.441,0.109,0.32,0.036,0.263,0.448,0.329,0.223,4.7,0.449
898,2018,Ronald Acuna Jr.,ATL,111,487,127,0.352,0.183,0.423,0.394,0.089,0.342,0.131,0.466,0.438,0.361,0.201,6.3,0.4765
899,2017,Cory Spangenberg,SDP,129,486,117,0.342,0.228,0.493,0.278,0.107,0.354,0.038,0.288,0.423,0.323,0.254,5,0.458
900,2019,Edwin Encarnacion,- - -,109,486,102,0.239,0.186,0.308,0.506,0.18,0.343,0.119,0.421,0.519,0.255,0.226,2.1,0.473
901,2017,Kyle Schwarber,CHC,129,486,89,0.244,0.152,0.383,0.465,0.16,0.298,0.143,0.415,0.445,0.301,0.254,2.8,0.4775
902,2015,Colby Rasmus,HOU,137,485,103,0.305,0.2,0.284,0.516,0.099,0.362,0.085,0.351,0.528,0.27,0.202,3.6,0.466
903,2021,Jesse Winker,CIN,110,485,129,0.324,0.247,0.42,0.333,0.095,0.382,0.112,0.468,0.394,0.356,0.25,2.9,0.478
904,2015,Mark Canha,OAK,124,485,112,0.289,0.181,0.417,0.402,0.143,0.302,0.072,0.365,0.428,0.345,0.227,5.1,0.468
905,2017,Mike Napoli,TEX,124,485,82,0.225,0.147,0.332,0.521,0.159,0.291,0.147,0.414,0.521,0.321,0.158,2.7,0.4705
906,2015,Victor Martinez,DET,120,485,108,0.253,0.21,0.403,0.387,0.072,0.337,0.03,0.332,0.413,0.359,0.228,0.9,0.4535
907,2015,Adam LaRoche,CHW,127,484,89,0.269,0.176,0.429,0.395,0.06,0.315,0.074,0.359,0.403,0.406,0.191,1,0.4635
908,2018,Gleyber Torres,NYY,123,484,117,0.321,0.245,0.328,0.427,0.082,0.387,0.092,0.368,0.422,0.327,0.251,3.3,0.456
909,2016,Paulo Orlando,KCR,128,484,138,0.38,0.218,0.524,0.258,0.1,0.285,0.053,0.368,0.341,0.391,0.268,5.9,0.465
910,2018,Scott Kingery,PHI,147,484,102,0.291,0.242,0.35,0.408,0.128,0.384,0.045,0.305,0.402,0.369,0.23,5.5,0.451
911,2016,Andrelton Simmons,LAA,124,483,126,0.298,0.195,0.549,0.256,0.076,0.296,0.012,0.296,0.357,0.388,0.255,4.7,0.446
912,2017,Miguel Sano,MIN,114,483,112,0.375,0.206,0.389,0.405,0.069,0.369,0.147,0.472,0.44,0.373,0.187,2.9,0.4925
913,2021,Willson Contreras,CHC,128,483,98,0.298,0.161,0.502,0.337,0.053,0.301,0.111,0.484,0.409,0.341,0.251,2.9,0.48
914,2019,Brian Dozier,WSN,135,482,99,0.271,0.206,0.354,0.441,0.153,0.321,0.064,0.353,0.542,0.26,0.199,1.9,0.4645
915,2019,Ian Desmond,COL,140,482,113,0.304,0.225,0.471,0.305,0.101,0.324,0.098,0.425,0.349,0.343,0.309,4.5,0.468
916,2015,Michael Bourn,- - -,141,482,101,0.315,0.248,0.473,0.28,0.057,0.328,0.015,0.185,0.334,0.395,0.271,4.8,0.442
917,2019,Omar Narvaez,SEA,132,482,119,0.306,0.263,0.331,0.405,0.073,0.404,0.053,0.274,0.386,0.333,0.28,1.3,0.444
918,2019,Oscar Mercado,CLE,115,482,118,0.3,0.215,0.399,0.385,0.096,0.332,0.03,0.34,0.408,0.353,0.238,6.3,0.4545
919,2019,Robbie Grossman,OAK,138,482,101,0.288,0.251,0.406,0.343,0.052,0.36,0.021,0.307,0.298,0.414,0.289,4.9,0.45
920,2017,Yasmani Grandal,LAD,129,482,108,0.298,0.165,0.435,0.4,0.145,0.343,0.064,0.385,0.417,0.337,0.247,1.1,0.469
921,2018,Adrian Beltre,TEX,119,481,118,0.312,0.258,0.38,0.362,0.08,0.397,0.061,0.368,0.388,0.328,0.284,2.3,0.459
922,2017,Carlos Correa,HOU,109,481,133,0.352,0.204,0.479,0.317,0.066,0.386,0.084,0.458,0.305,0.407,0.287,3.2,0.476
923,2015,Freddie Freeman,ATL,118,481,115,0.321,0.278,0.366,0.356,0.061,0.434,0.103,0.447,0.419,0.334,0.247,2.6,0.4705
924,2017,Jason Heyward,CHC,126,481,112,0.284,0.199,0.474,0.327,0.183,0.293,0.035,0.314,0.463,0.339,0.198,4.3,0.4535
925,2017,Jedd Gyorko,STL,125,481,116,0.312,0.201,0.405,0.393,0.085,0.323,0.076,0.308,0.43,0.305,0.265,3.8,0.463
926,2021,Joc Pederson,- - -,137,481,102,0.281,0.188,0.393,0.419,0.107,0.312,0.101,0.476,0.353,0.41,0.237,3.4,0.4815
927,2017,Jonathan Lucroy,- - -,123,481,112,0.286,0.186,0.535,0.279,0.095,0.319,0.027,0.242,0.303,0.388,0.309,3.1,0.4375
928,2018,Max Muncy,LAD,137,481,104,0.299,0.208,0.343,0.449,0.059,0.368,0.162,0.459,0.447,0.312,0.241,4,0.475
929,2019,Ramon Laureano,OAK,123,481,125,0.342,0.251,0.357,0.392,0.08,0.372,0.091,0.397,0.431,0.363,0.206,5.2,0.4665
930,2017,Brandon Drury,ARI,135,480,119,0.32,0.218,0.488,0.294,0.109,0.337,0.047,0.387,0.392,0.346,0.262,2.4,0.469
931,2019,Kevin Kiermaier,TBR,129,480,102,0.267,0.173,0.535,0.292,0.09,0.264,0.055,0.377,0.388,0.391,0.22,7.6,0.4665
932,2018,Albert Almora Jr.,CHC,152,479,127,0.337,0.202,0.507,0.291,0.124,0.301,0.011,0.274,0.382,0.322,0.295,3,0.445
933,2017,Hunter Renfroe,SDP,122,479,103,0.275,0.167,0.379,0.454,0.151,0.324,0.105,0.343,0.5,0.31,0.19,3.2,0.4715
934,2015,Kurt Suzuki,MIN,131,479,104,0.265,0.194,0.43,0.377,0.113,0.31,0.008,0.292,0.414,0.349,0.237,1,0.4505
935,2021,Luis Arraez,MIN,121,479,126,0.323,0.262,0.459,0.28,0.019,0.415,0.023,0.306,0.295,0.363,0.342,4.4,0.4555
936,2021,Michael Conforto,NYM,125,479,94,0.276,0.211,0.447,0.342,0.096,0.329,0.092,0.391,0.408,0.368,0.224,2,0.4675
937,2019,Daniel Murphy,COL,132,478,122,0.307,0.242,0.397,0.361,0.09,0.367,0.024,0.281,0.389,0.342,0.269,2.5,0.4465
938,2016,Randal Grichuk,STL,132,478,107,0.294,0.157,0.405,0.438,0.104,0.278,0.095,0.461,0.471,0.314,0.216,5,0.4755
939,2015,Carlos Gomez,- - -,115,477,111,0.307,0.193,0.426,0.38,0.121,0.29,0.047,0.331,0.396,0.355,0.249,5.1,0.4625
940,2019,Gio Urshela,NYY,132,476,139,0.349,0.253,0.412,0.334,0.1,0.365,0.064,0.409,0.393,0.37,0.237,2.4,0.471
941,2019,James McCann,CHW,118,476,120,0.359,0.235,0.444,0.321,0.072,0.36,0.083,0.442,0.376,0.32,0.304,3.8,0.472
942,2016,Joc Pederson,LAD,137,476,100,0.296,0.206,0.397,0.397,0.111,0.308,0.118,0.47,0.416,0.373,0.211,3.2,0.4855
943,2021,Christian Yelich,MIL,117,475,99,0.321,0.22,0.544,0.237,0.029,0.294,0.076,0.484,0.353,0.353,0.294,5,0.4805
944,2015,Eddie Rosario,MIN,122,474,121,0.332,0.203,0.391,0.406,0.118,0.308,0.05,0.308,0.39,0.358,0.252,6.8,0.4585
945,2021,Leury Garcia,CHW,126,474,111,0.333,0.201,0.558,0.241,0,0.298,0.033,0.322,0.38,0.361,0.259,5.2,0.451
946,2018,Jose Pirela,SDP,146,473,109,0.301,0.209,0.534,0.257,0.2,0.251,0.026,0.368,0.325,0.405,0.271,4.6,0.456
947,2021,Nick Ahmed,ARI,129,473,96,0.279,0.183,0.477,0.339,0.135,0.276,0.024,0.276,0.438,0.336,0.225,5,0.4525
948,2017,Starlin Castro,NYY,112,473,133,0.347,0.201,0.518,0.28,0.121,0.306,0.042,0.368,0.428,0.334,0.238,3.5,0.4665
949,2021,Yadier Molina,STL,121,473,111,0.283,0.192,0.42,0.387,0.099,0.341,0.052,0.312,0.459,0.316,0.225,2.8,0.4605
950,2019,Niko Goodrum,DET,112,472,105,0.338,0.276,0.409,0.315,0.067,0.373,0.059,0.415,0.415,0.321,0.265,6.4,0.4625
951,2018,Todd Frazier,NYM,115,472,87,0.241,0.188,0.355,0.457,0.122,0.316,0.063,0.365,0.497,0.303,0.201,3.7,0.4695
952,2018,Kendrys Morales,TOR,130,471,103,0.272,0.18,0.458,0.362,0.034,0.344,0.121,0.526,0.372,0.359,0.269,1.4,0.4765
953,2021,Kyle Schwarber,- - -,113,471,106,0.306,0.208,0.383,0.409,0.08,0.369,0.175,0.522,0.453,0.35,0.197,2.1,0.4865
954,2017,Martin Maldonado,LAA,138,471,95,0.273,0.149,0.485,0.366,0.09,0.263,0.056,0.31,0.417,0.317,0.266,2.3,0.455
955,2015,David Freese,LAA,121,470,109,0.31,0.175,0.544,0.281,0.067,0.297,0.066,0.381,0.381,0.306,0.313,2.1,0.472
956,2016,Giancarlo Stanton,MIA,119,470,99,0.29,0.167,0.4,0.433,0.118,0.295,0.152,0.475,0.404,0.371,0.225,1.8,0.485
957,2015,Rougned Odor,TEX,120,470,111,0.283,0.146,0.458,0.397,0.191,0.266,0.051,0.331,0.469,0.316,0.215,5.5,0.465
958,2021,Andrew Vaughn,CHW,127,469,98,0.271,0.199,0.439,0.361,0.034,0.336,0.109,0.464,0.349,0.361,0.29,2.2,0.4725
959,2015,Mike Napoli,- - -,133,469,91,0.268,0.155,0.424,0.421,0.115,0.29,0.076,0.39,0.393,0.359,0.248,2.4,0.4715
960,2019,Nick Markakis,ATL,116,469,118,0.31,0.249,0.479,0.271,0.031,0.341,0.025,0.443,0.343,0.363,0.294,3.6,0.4625
961,2019,Nomar Mazara,TEX,116,469,115,0.312,0.205,0.468,0.327,0.075,0.339,0.095,0.388,0.346,0.321,0.333,4.2,0.4695
962,2018,Carlos Correa,HOU,110,468,96,0.282,0.202,0.44,0.358,0.093,0.331,0.063,0.334,0.348,0.334,0.318,3.7,0.4685
963,2016,Steven Souza Jr.,TBR,120,468,106,0.348,0.249,0.409,0.342,0.098,0.374,0.099,0.377,0.456,0.313,0.232,4.1,0.473
964,2015,J.T. Realmuto,MIA,126,467,114,0.285,0.213,0.448,0.339,0.055,0.319,0.04,0.343,0.38,0.37,0.25,5.8,0.4635
965,2018,JaCoby Jones,DET,129,467,89,0.281,0.239,0.43,0.331,0.149,0.352,0.055,0.355,0.438,0.345,0.217,7.3,0.463
966,2015,Jung Ho Kang,PIT,126,467,121,0.344,0.226,0.498,0.276,0.067,0.331,0.087,0.464,0.461,0.331,0.207,4,0.477
967,2017,Matt Kemp,ATL,115,467,121,0.318,0.232,0.485,0.282,0.031,0.391,0.085,0.381,0.391,0.368,0.241,1.7,0.468
968,2016,Nori Aoki,SEA,118,467,118,0.309,0.172,0.608,0.221,0.123,0.235,0.005,0.245,0.312,0.386,0.302,4.8,0.4485
969,2016,Ryan Zimmerman,WSN,115,467,93,0.248,0.167,0.486,0.347,0.088,0.289,0.07,0.456,0.365,0.359,0.277,4.4,0.479
970,2017,A.J. Pollock,ARI,112,466,113,0.291,0.233,0.446,0.321,0.124,0.35,0.054,0.384,0.432,0.373,0.195,7.5,0.471
971,2016,Chris Owings,ARI,119,466,121,0.334,0.231,0.497,0.272,0.074,0.288,0.023,0.328,0.319,0.398,0.282,7.8,0.4565
972,2021,Franmil Reyes,CLE,115,466,106,0.314,0.176,0.463,0.36,0.112,0.313,0.169,0.485,0.404,0.379,0.217,3.9,0.4895
973,2016,Ketel Marte,SEA,119,466,113,0.313,0.218,0.52,0.262,0.122,0.287,0.003,0.199,0.406,0.348,0.246,5.2,0.436
974,2018,Addison Russell,CHC,130,465,105,0.314,0.246,0.424,0.33,0.142,0.364,0.022,0.265,0.306,0.401,0.293,4,0.45
975,2018,Colin Moran,PIT,144,465,115,0.316,0.263,0.445,0.292,0.04,0.382,0.05,0.353,0.376,0.318,0.306,2,0.462
976,2019,Jorge Alfaro,MIA,130,465,113,0.364,0.219,0.527,0.254,0,0.333,0.108,0.448,0.323,0.369,0.308,2.6,0.482
977,2015,Juan Lagares,NYM,143,465,114,0.308,0.142,0.548,0.31,0.11,0.251,0.014,0.402,0.279,0.416,0.304,5.3,0.4605
978,2018,Maikel Franco,PHI,131,465,117,0.27,0.171,0.492,0.337,0.19,0.294,0.061,0.34,0.444,0.34,0.217,2.1,0.4585
979,2017,Matt Wieters,WSN,123,465,95,0.264,0.211,0.425,0.364,0.099,0.343,0.033,0.289,0.422,0.343,0.235,2,0.4555
980,2018,Robbie Grossman,MIN,129,465,108,0.329,0.242,0.387,0.371,0.102,0.341,0.019,0.278,0.366,0.347,0.288,1.9,0.4485
981,2016,Brandon Moss,STL,128,464,93,0.261,0.204,0.27,0.526,0.083,0.372,0.126,0.39,0.462,0.314,0.224,3.9,0.4675
982,2017,Derek Dietrich,MIA,135,464,101,0.294,0.228,0.365,0.407,0.087,0.321,0.058,0.321,0.407,0.365,0.228,3.9,0.4505
983,2019,Jonathan Schoop,MIN,121,464,111,0.298,0.198,0.434,0.368,0.197,0.355,0.088,0.384,0.465,0.33,0.204,2.9,0.4685
984,2018,Jose Iglesias,DET,125,464,116,0.291,0.229,0.436,0.335,0.194,0.313,0.013,0.223,0.421,0.341,0.238,5.2,0.441
985,2021,Manuel Margot,TBR,125,464,107,0.281,0.182,0.463,0.355,0.128,0.315,0.051,0.402,0.371,0.41,0.219,5.2,0.4605
986,2016,Matt Wieters,BAL,124,464,103,0.265,0.242,0.363,0.395,0.127,0.345,0.061,0.33,0.374,0.351,0.275,2.5,0.463
987,2019,Teoscar Hernandez,TOR,125,464,96,0.293,0.178,0.39,0.432,0.123,0.306,0.113,0.423,0.487,0.291,0.223,4.4,0.481
988,2018,Adam Engel,CHW,143,463,101,0.322,0.184,0.408,0.408,0.183,0.273,0.023,0.321,0.455,0.308,0.237,6.4,0.4585
989,2017,Dustin Pedroia,BOS,105,463,119,0.315,0.224,0.488,0.288,0.135,0.332,0.005,0.209,0.364,0.38,0.256,2.2,0.443
990,2017,Keon Broxton,MIL,143,463,91,0.323,0.203,0.451,0.346,0.037,0.39,0.108,0.349,0.365,0.357,0.278,7.4,0.464
991,2019,Marwin Gonzalez,MIN,114,463,112,0.31,0.239,0.448,0.313,0.078,0.351,0.058,0.439,0.39,0.381,0.229,2.1,0.4725
992,2018,Enrique Hernandez,LAD,145,462,103,0.266,0.186,0.375,0.439,0.167,0.288,0.066,0.36,0.432,0.351,0.216,4.6,0.4635
993,2018,Ian Happ,CHC,142,462,90,0.362,0.225,0.396,0.378,0.06,0.392,0.122,0.405,0.36,0.365,0.275,4.5,0.467
994,2015,Mark Teixeira,NYY,111,462,100,0.246,0.189,0.388,0.423,0.091,0.311,0.087,0.413,0.554,0.288,0.157,2.1,0.4715
995,2018,Randal Grichuk,TOR,124,462,104,0.282,0.184,0.351,0.466,0.169,0.351,0.138,0.43,0.498,0.269,0.233,3.4,0.4795
996,2021,Akil Baddoo,DET,124,461,107,0.335,0.207,0.401,0.391,0.096,0.374,0.088,0.323,0.378,0.35,0.272,7.3,0.4555
997,2021,Brett Gardner,NYY,140,461,86,0.269,0.178,0.452,0.37,0.12,0.289,0.034,0.329,0.389,0.352,0.258,4.9,0.4605
998,2018,A.J. Pollock,ARI,113,460,106,0.284,0.194,0.422,0.384,0.081,0.315,0.097,0.405,0.486,0.327,0.187,6.7,0.4685
999,2016,Aledmys Diaz,STL,111,460,121,0.312,0.156,0.455,0.389,0.133,0.301,0.043,0.389,0.463,0.307,0.23,4.3,0.4635
1000,2016,Billy Hamilton,CIN,119,460,107,0.329,0.219,0.477,0.305,0.098,0.288,0.003,0.115,0.348,0.37,0.282,8.3,0.4245
1001,2015,Chris Carter,HOU,129,460,78,0.244,0.184,0.298,0.518,0.087,0.327,0.15,0.463,0.396,0.359,0.245,1.5,0.4875
1002,2019,Enrique Hernandez,LAD,130,460,98,0.266,0.206,0.361,0.433,0.129,0.355,0.056,0.343,0.439,0.318,0.243,4.1,0.459
1003,2019,Eric Thames,MIL,149,459,98,0.313,0.205,0.333,0.461,0.084,0.36,0.085,0.43,0.43,0.357,0.213,4.1,0.4675
1004,2016,Erick Aybar,- - -,126,459,101,0.283,0.195,0.571,0.234,0.089,0.267,0.003,0.151,0.395,0.335,0.27,2.8,0.4375
1005,2018,Mitch Moreland,BOS,124,459,99,0.288,0.196,0.431,0.373,0.061,0.339,0.107,0.443,0.41,0.355,0.235,4.5,0.4765
1006,2015,Nick Ahmed,ARI,134,459,95,0.257,0.169,0.456,0.375,0.105,0.264,0.011,0.221,0.437,0.328,0.236,4.9,0.4455
1007,2017,Ryan Goins,TOR,143,459,99,0.283,0.149,0.503,0.348,0.098,0.271,0.027,0.292,0.331,0.343,0.325,2.7,0.454
1008,2019,Brian Goodwin,LAA,136,458,108,0.337,0.245,0.325,0.43,0.114,0.385,0.063,0.326,0.368,0.403,0.229,5.4,0.4555
1009,2016,Derek Norris,SDP,125,458,77,0.238,0.219,0.351,0.43,0.125,0.38,0.047,0.326,0.412,0.301,0.287,4.4,0.458
1010,2017,Hernan Perez,MIL,136,458,112,0.286,0.182,0.483,0.335,0.102,0.292,0.031,0.276,0.393,0.357,0.251,5.3,0.452
1011,2015,Jedd Gyorko,SDP,128,458,104,0.29,0.21,0.423,0.367,0.068,0.307,0.056,0.354,0.408,0.376,0.216,0.7,0.4615
1012,2016,Neil Walker,NYM,113,458,116,0.302,0.213,0.354,0.433,0.099,0.366,0.069,0.375,0.417,0.369,0.215,2.9,0.4635
1013,2018,James McCann,DET,118,457,94,0.282,0.223,0.384,0.394,0.139,0.377,0.048,0.371,0.332,0.374,0.294,1.3,0.4575
1014,2018,Kris Bryant,CHC,102,457,106,0.342,0.253,0.34,0.407,0.095,0.379,0.084,0.333,0.481,0.319,0.2,3.7,0.4565
1015,2016,Welington Castillo,ARI,113,457,110,0.337,0.254,0.418,0.328,0.092,0.341,0.054,0.375,0.455,0.324,0.221,2.1,0.4605
1016,2016,Yasmani Grandal,LAD,126,457,89,0.25,0.161,0.447,0.392,0.112,0.284,0.124,0.447,0.429,0.375,0.196,1.9,0.48
1017,2018,Brandon Belt,SFG,112,456,101,0.311,0.288,0.24,0.472,0.044,0.439,0.099,0.316,0.398,0.303,0.299,4.1,0.4525
1018,2015,Cody Asche,PHI,129,456,104,0.304,0.232,0.377,0.39,0.116,0.33,0.057,0.33,0.467,0.337,0.197,2.8,0.458
1019,2017,Robbie Grossman,MIN,119,456,94,0.287,0.248,0.407,0.344,0.087,0.371,0.029,0.267,0.388,0.371,0.241,3.5,0.4495
1020,2018,Wilmer Difo,WSN,148,456,94,0.269,0.237,0.425,0.338,0.136,0.339,0.021,0.189,0.408,0.336,0.255,6.6,0.435
1021,2015,Omar Infante,KCR,124,455,97,0.255,0.21,0.412,0.377,0.1,0.297,0.008,0.207,0.435,0.345,0.22,5,0.4355
1022,2017,Adam Frazier,PIT,121,454,112,0.306,0.254,0.479,0.268,0.032,0.371,0.02,0.235,0.323,0.329,0.348,5.7,0.4395
1023,2015,Billy Hamilton,CIN,114,454,93,0.264,0.196,0.426,0.378,0.059,0.271,0.006,0.086,0.294,0.42,0.286,8.1,0.422
1024,2021,Buster Posey,SFG,113,454,120,0.349,0.252,0.465,0.284,0.023,0.384,0.081,0.39,0.348,0.419,0.232,1.5,0.469
1025,2018,Jonathan Lucroy,OAK,126,454,100,0.273,0.247,0.419,0.334,0.134,0.37,0.014,0.275,0.325,0.401,0.275,1.9,0.4505
1026,2015,Jose Iglesias,DET,120,454,125,0.33,0.21,0.559,0.232,0.153,0.261,0,0.179,0.346,0.364,0.29,4.5,0.435
1027,2021,Tyler Naquin,CIN,127,454,111,0.318,0.209,0.467,0.325,0.082,0.312,0.104,0.416,0.451,0.299,0.25,3.7,0.4665
1028,2016,Avisail Garcia,CHW,120,453,101,0.309,0.217,0.55,0.233,0.071,0.313,0.077,0.393,0.367,0.37,0.263,4.1,0.476
1029,2021,Bobby Dalbec,BOS,133,453,100,0.316,0.195,0.374,0.431,0.035,0.363,0.202,0.481,0.393,0.34,0.267,4.6,0.485
1030,2016,Carlos Gomez,- - -,118,453,95,0.313,0.21,0.443,0.347,0.143,0.299,0.065,0.32,0.446,0.317,0.237,5,0.467
1031,2019,J.D. Davis,NYM,140,453,126,0.355,0.229,0.47,0.302,0.042,0.368,0.105,0.473,0.384,0.378,0.238,3.5,0.476
1032,2018,Aledmys Diaz,TOR,130,452,111,0.269,0.181,0.407,0.412,0.113,0.327,0.063,0.393,0.47,0.308,0.223,2.5,0.466
1033,2015,Cesar Hernandez,PHI,127,452,110,0.342,0.238,0.543,0.219,0.03,0.275,0.012,0.269,0.321,0.37,0.309,6.4,0.445
1034,2019,Jarrod Dyson,ARI,130,452,92,0.275,0.188,0.492,0.32,0.134,0.284,0.016,0.218,0.385,0.379,0.237,7.1,0.442
1035,2015,Seth Smith,SEA,136,452,98,0.298,0.197,0.423,0.38,0.018,0.328,0.066,0.421,0.387,0.348,0.265,3.5,0.466
1036,2019,Yadier Molina,STL,113,452,113,0.289,0.27,0.393,0.336,0.081,0.407,0.036,0.342,0.423,0.344,0.232,3.6,0.4585
1037,2021,Andrelton Simmons,MIN,131,451,92,0.256,0.183,0.542,0.275,0.168,0.288,0.006,0.215,0.418,0.398,0.184,2.1,0.4365
1038,2017,Brandon Belt,SFG,104,451,92,0.284,0.234,0.297,0.469,0.117,0.348,0.111,0.405,0.394,0.376,0.229,4.2,0.4695
1039,2018,Evan Gattis,HOU,128,451,92,0.232,0.169,0.363,0.468,0.109,0.312,0.07,0.338,0.503,0.287,0.21,1.9,0.4605
1040,2015,George Springer,HOU,102,451,107,0.342,0.245,0.454,0.301,0.035,0.359,0.095,0.415,0.342,0.387,0.271,5.4,0.474
1041,2018,Gorkys Hernandez,SFG,142,451,97,0.283,0.161,0.483,0.356,0.208,0.293,0.075,0.355,0.381,0.345,0.274,4.7,0.462
1042,2017,Cameron Maybin,- - -,114,450,90,0.274,0.144,0.577,0.279,0.06,0.29,0.033,0.327,0.389,0.343,0.267,6.9,0.4565
1043,2016,Javier Baez,CHC,142,450,115,0.336,0.195,0.44,0.364,0.109,0.256,0.057,0.323,0.456,0.345,0.199,4.7,0.461
1044,2021,Willi Castro,DET,125,450,91,0.275,0.207,0.464,0.329,0.15,0.342,0.052,0.294,0.323,0.323,0.355,6.9,0.444
1045,2018,Daniel Palka,CHW,124,449,100,0.308,0.163,0.458,0.379,0.1,0.28,0.144,0.489,0.455,0.337,0.208,3.9,0.487
1046,2015,Josh Harrison,PIT,114,449,120,0.336,0.251,0.413,0.335,0.06,0.358,0.014,0.247,0.355,0.361,0.284,4.4,0.4485
1047,2019,Roberto Perez,CLE,119,449,93,0.285,0.171,0.506,0.323,0.035,0.322,0.106,0.41,0.33,0.366,0.304,1.5,0.475
1048,2018,Buster Posey,SFG,105,448,113,0.316,0.222,0.47,0.308,0.028,0.352,0.04,0.349,0.337,0.383,0.28,2.9,0.459
1049,2017,Neil Walker,- - -,111,448,102,0.297,0.22,0.362,0.417,0.093,0.354,0.045,0.312,0.431,0.347,0.222,2.8,0.4505
1050,2018,Nick Williams,PHI,140,448,104,0.312,0.244,0.437,0.319,0.053,0.368,0.068,0.372,0.348,0.402,0.25,4.1,0.454
1051,2021,Sean Murphy,OAK,119,448,85,0.257,0.199,0.394,0.408,0.122,0.319,0.113,0.422,0.45,0.337,0.213,1.3,0.4675
1052,2019,Aaron Judge,NYY,102,447,103,0.36,0.273,0.403,0.324,0.026,0.391,0.197,0.569,0.387,0.345,0.269,3.6,0.498
