,Season,Name,Team,G,PA,H,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,Pull%,Cent%,Oppo%,Spd,LDFB_EV
389,2017,Corey Seager,LAD,145,613,159,0.352,0.248,0.421,0.331,0.044,0.404,0.08,0.44,0.365,0.355,0.28,2.7,0.4745
390,2017,Ian Kinsler,DET,139,613,130,0.244,0.206,0.329,0.465,0.144,0.372,0.041,0.303,0.389,0.348,0.262,5.6,0.4565
391,2019,Josh Bell,PIT,143,613,146,0.288,0.188,0.44,0.373,0.065,0.346,0.12,0.464,0.425,0.332,0.243,2.9,0.4805
392,2018,Justin Upton,LAA,145,613,137,0.321,0.218,0.424,0.358,0.092,0.347,0.135,0.474,0.466,0.325,0.209,3.8,0.484
393,2015,Kolten Wong,STL,150,613,146,0.296,0.225,0.447,0.328,0.151,0.319,0.028,0.336,0.405,0.36,0.236,5.3,0.447
394,2021,Justin Turner,LAD,151,612,148,0.292,0.213,0.349,0.438,0.109,0.365,0.079,0.422,0.345,0.358,0.297,2.9,0.4665
395,2015,Matt Duffy,SFG,149,612,169,0.336,0.209,0.526,0.265,0.031,0.324,0.035,0.318,0.318,0.349,0.333,6,0.4525
396,2019,Yuli Gurriel,HOU,144,612,168,0.289,0.224,0.382,0.394,0.136,0.335,0.032,0.374,0.453,0.329,0.218,3.6,0.457
397,2018,Max Kepler,MIN,156,611,119,0.236,0.159,0.378,0.462,0.108,0.301,0.059,0.374,0.431,0.323,0.246,3.9,0.469
398,2019,Yasiel Puig,- - -,149,611,148,0.308,0.212,0.381,0.407,0.127,0.3,0.085,0.383,0.362,0.343,0.296,4.9,0.4705
399,2015,Jason Heyward,STL,154,610,160,0.329,0.193,0.572,0.235,0.12,0.239,0.028,0.346,0.391,0.363,0.246,6,0.456
400,2016,Khris Davis,OAK,150,610,137,0.27,0.17,0.427,0.402,0.051,0.315,0.165,0.482,0.386,0.36,0.254,2.7,0.4895
401,2019,Kyle Schwarber,CHC,155,610,132,0.276,0.198,0.38,0.422,0.089,0.354,0.14,0.509,0.401,0.309,0.29,3.1,0.4895
402,2016,Starlin Castro,NYY,151,610,156,0.305,0.207,0.491,0.302,0.093,0.323,0.052,0.346,0.4,0.348,0.252,3.1,0.462
403,2016,Victor Martinez,DET,154,610,160,0.303,0.234,0.373,0.393,0.12,0.378,0.073,0.416,0.446,0.333,0.221,0.8,0.4695
404,2018,Brett Gardner,NYY,140,609,125,0.272,0.179,0.487,0.334,0.099,0.306,0.023,0.329,0.361,0.373,0.266,7.3,0.4585
405,2016,Adam Duvall,CIN,150,608,133,0.275,0.194,0.338,0.467,0.081,0.361,0.113,0.411,0.495,0.311,0.194,5.3,0.472
406,2019,Adam Frazier,PIT,152,608,154,0.306,0.259,0.411,0.331,0.051,0.362,0.019,0.281,0.384,0.329,0.287,4.8,0.447
407,2015,Carlos Gonzalez,COL,153,608,150,0.284,0.165,0.471,0.365,0.071,0.304,0.096,0.386,0.414,0.364,0.222,3.2,0.4715
408,2019,Joey Votto,CIN,142,608,137,0.313,0.252,0.37,0.378,0.026,0.407,0.064,0.373,0.36,0.38,0.259,3.8,0.457
409,2017,Kendrys Morales,TOR,150,608,139,0.278,0.185,0.484,0.332,0.056,0.311,0.091,0.458,0.418,0.32,0.262,1.1,0.481
410,2016,Marcell Ozuna,MIA,148,608,148,0.296,0.195,0.439,0.365,0.092,0.323,0.076,0.419,0.377,0.392,0.231,3.6,0.47
411,2018,Mike Trout,LAA,140,608,147,0.346,0.234,0.313,0.453,0.094,0.41,0.153,0.46,0.402,0.373,0.225,5.9,0.4795
412,2017,Domingo Santana,MIL,151,607,146,0.363,0.274,0.449,0.277,0.021,0.406,0.091,0.4,0.349,0.371,0.28,4,0.466
413,2018,Eugenio Suarez,CIN,143,606,149,0.322,0.246,0.384,0.371,0.028,0.386,0.097,0.455,0.427,0.358,0.215,2.3,0.465
414,2016,Jayson Werth,WSN,143,606,128,0.288,0.173,0.411,0.416,0.092,0.319,0.069,0.446,0.429,0.342,0.23,3.4,0.4635
415,2018,Miguel Andujar,NYY,149,606,170,0.316,0.202,0.44,0.358,0.145,0.346,0.06,0.365,0.475,0.292,0.233,3.3,0.4635
416,2018,Starling Marte,PIT,145,606,155,0.312,0.171,0.507,0.322,0.07,0.315,0.073,0.381,0.403,0.35,0.247,6.6,0.471
417,2017,Tim Anderson,CHW,146,606,151,0.328,0.192,0.527,0.28,0.042,0.318,0.049,0.311,0.428,0.35,0.222,6.2,0.4575
418,2018,Tim Anderson,CHW,153,606,136,0.289,0.2,0.466,0.335,0.05,0.333,0.047,0.279,0.444,0.284,0.272,6.3,0.453
419,2017,Travis Shaw,MIL,144,606,147,0.312,0.199,0.425,0.376,0.086,0.347,0.064,0.394,0.403,0.339,0.257,4.5,0.4665
420,2017,Anthony Rendon,WSN,147,605,153,0.314,0.188,0.34,0.472,0.083,0.347,0.058,0.375,0.407,0.31,0.282,3.5,0.463
421,2017,Ryon Healy,OAK,149,605,156,0.319,0.191,0.428,0.382,0.072,0.356,0.073,0.401,0.411,0.36,0.229,1.4,0.466
422,2018,Stephen Piscotty,OAK,151,605,146,0.29,0.222,0.449,0.33,0.049,0.343,0.087,0.384,0.394,0.368,0.238,2.6,0.467
423,2021,Yuli Gurriel,HOU,143,605,169,0.336,0.203,0.409,0.388,0.141,0.31,0.034,0.414,0.361,0.386,0.253,2,0.455
424,2021,Alex Verdugo,BOS,146,604,157,0.327,0.217,0.497,0.286,0.062,0.347,0.073,0.433,0.37,0.37,0.259,4.3,0.473
425,2017,Brandon Phillips,- - -,144,604,163,0.308,0.222,0.495,0.283,0.099,0.311,0.026,0.247,0.331,0.339,0.331,4.1,0.446
426,2018,Chris Taylor,LAD,155,604,136,0.345,0.275,0.336,0.389,0.071,0.395,0.077,0.376,0.378,0.343,0.279,6.3,0.462
427,2015,Evan Gattis,HOU,153,604,139,0.264,0.17,0.456,0.374,0.13,0.296,0.055,0.392,0.398,0.363,0.239,3.9,0.4715
428,2019,Gleyber Torres,NYY,144,604,152,0.296,0.209,0.372,0.419,0.085,0.38,0.094,0.361,0.444,0.319,0.236,3.3,0.464
429,2015,Lorenzo Cain,KCR,140,604,169,0.347,0.232,0.455,0.313,0.028,0.354,0.046,0.381,0.337,0.381,0.282,7.4,0.464
430,2021,Randy Arozarena,TBR,141,604,145,0.363,0.179,0.49,0.331,0.108,0.297,0.082,0.42,0.412,0.365,0.223,5.9,0.4725
431,2019,Christian Walker,ARI,152,603,137,0.312,0.2,0.416,0.384,0.118,0.341,0.115,0.488,0.395,0.365,0.24,4.2,0.4765
432,2015,Freddy Galvis,PHI,151,603,147,0.309,0.222,0.409,0.369,0.104,0.33,0.017,0.218,0.364,0.351,0.285,5.5,0.4425
433,2017,Mark Trumbo,BAL,146,603,131,0.278,0.161,0.433,0.406,0.15,0.265,0.063,0.375,0.387,0.399,0.214,2.5,0.4715
434,2015,Neil Walker,PIT,151,603,146,0.306,0.214,0.418,0.368,0.049,0.333,0.041,0.376,0.408,0.354,0.238,3.9,0.466
435,2021,Xander Bogaerts,BOS,144,603,156,0.333,0.227,0.4,0.374,0.114,0.364,0.097,0.43,0.456,0.312,0.232,3.8,0.4685
436,2015,Brett Lawrie,OAK,149,602,146,0.32,0.185,0.488,0.327,0.058,0.306,0.049,0.391,0.381,0.367,0.252,4,0.4715
437,2021,Jorge Soler,- - -,149,602,115,0.25,0.153,0.418,0.429,0.123,0.309,0.124,0.457,0.513,0.307,0.18,1.4,0.479
438,2015,Avisail Garcia,CHW,148,601,142,0.32,0.245,0.488,0.267,0.063,0.341,0.043,0.375,0.361,0.404,0.236,3.6,0.463
439,2015,Billy Butler,OAK,151,601,135,0.282,0.177,0.508,0.315,0.094,0.308,0.07,0.401,0.381,0.327,0.293,1.8,0.4695
440,2016,Brad Miller,TBR,152,601,133,0.277,0.185,0.448,0.368,0.095,0.296,0.09,0.425,0.425,0.328,0.246,4.9,0.4715
441,2016,Danny Espinosa,WSN,157,601,108,0.261,0.182,0.388,0.431,0.121,0.263,0.082,0.334,0.527,0.297,0.176,3.7,0.474
442,2018,Jason Kipnis,CLE,147,601,122,0.258,0.216,0.337,0.447,0.102,0.344,0.059,0.306,0.393,0.365,0.242,3.9,0.453
443,2017,Logan Morrison,TBR,149,601,126,0.268,0.205,0.333,0.462,0.089,0.396,0.126,0.429,0.464,0.358,0.178,2.4,0.471
444,2015,Marcus Semien,OAK,155,601,143,0.312,0.231,0.381,0.388,0.085,0.371,0.038,0.286,0.42,0.333,0.246,5.5,0.46
445,2018,Andrelton Simmons,LAA,146,600,162,0.3,0.19,0.499,0.311,0.132,0.279,0.033,0.36,0.51,0.331,0.159,5,0.46
446,2019,Mike Trout,LAA,134,600,137,0.298,0.266,0.243,0.492,0.098,0.438,0.175,0.438,0.424,0.333,0.243,4.9,0.4755
447,2021,Bryce Harper,PHI,141,599,151,0.359,0.219,0.407,0.373,0.069,0.386,0.181,0.492,0.381,0.344,0.275,4.3,0.488
448,2021,Eduardo Escobar,- - -,146,599,139,0.279,0.214,0.315,0.471,0.115,0.38,0.089,0.34,0.479,0.286,0.235,3.6,0.459
449,2018,Jose Altuve,HOU,137,599,169,0.352,0.24,0.46,0.3,0.059,0.34,0.052,0.338,0.414,0.386,0.2,5,0.4615
450,2019,Renato Nunez,BAL,151,599,132,0.272,0.211,0.326,0.463,0.177,0.321,0.107,0.408,0.443,0.296,0.261,1.8,0.4705
451,2016,Addison Russell,CHC,151,598,125,0.277,0.211,0.412,0.377,0.155,0.323,0.088,0.311,0.442,0.341,0.217,4.3,0.4615
452,2017,Mike Moustakas,KCR,148,598,151,0.263,0.195,0.348,0.457,0.16,0.34,0.081,0.336,0.437,0.33,0.233,1.1,0.4615
453,2021,Yordan Alvarez,HOU,144,598,149,0.32,0.231,0.378,0.391,0.045,0.372,0.159,0.542,0.352,0.375,0.273,2.9,0.487
454,2018,Anthony Rendon,WSN,136,597,163,0.323,0.238,0.326,0.436,0.106,0.398,0.095,0.446,0.402,0.327,0.27,3.2,0.4685
455,2016,Didi Gregorius,NYY,153,597,155,0.29,0.196,0.401,0.403,0.109,0.324,0.024,0.251,0.376,0.331,0.294,4.3,0.443
456,2015,Jace Peterson,ATL,152,597,126,0.296,0.22,0.463,0.318,0.071,0.328,0.031,0.263,0.385,0.337,0.278,4.6,0.445
457,2017,Joe Mauer,MIN,141,597,160,0.349,0.249,0.515,0.236,0.029,0.357,0.038,0.458,0.247,0.375,0.378,2.4,0.474
458,2018,Odubel Herrera,PHI,148,597,140,0.29,0.183,0.446,0.371,0.139,0.288,0.047,0.316,0.388,0.337,0.274,3.7,0.449
459,2019,Max Kepler,MIN,134,596,132,0.244,0.172,0.361,0.466,0.155,0.305,0.084,0.417,0.534,0.268,0.198,2.6,0.4645
460,2015,Michael Brantley,CLE,137,596,164,0.318,0.225,0.458,0.317,0.053,0.36,0.035,0.358,0.427,0.327,0.246,4,0.46
461,2021,Ryan McMahon,COL,151,596,134,0.306,0.24,0.385,0.375,0.049,0.402,0.073,0.433,0.306,0.368,0.326,3.8,0.4695
462,2016,Eduardo Nunez,- - -,141,595,159,0.314,0.166,0.496,0.338,0.127,0.288,0.042,0.37,0.35,0.354,0.297,6.6,0.46
463,2015,Nick Castellanos,DET,154,595,140,0.322,0.233,0.362,0.404,0.012,0.375,0.072,0.345,0.362,0.345,0.293,2.7,0.456
464,2021,Teoscar Hernandez,TOR,143,595,163,0.352,0.255,0.384,0.361,0.068,0.374,0.139,0.488,0.426,0.319,0.255,4.1,0.4815
465,2021,Trevor Story,COL,142,595,132,0.293,0.189,0.37,0.441,0.092,0.342,0.099,0.426,0.372,0.355,0.273,6.7,0.4705
466,2018,Brandon Crawford,SFG,151,594,135,0.303,0.255,0.437,0.308,0.118,0.372,0.034,0.331,0.331,0.379,0.29,3,0.453
467,2016,Jake Lamb,ARI,151,594,130,0.294,0.174,0.458,0.367,0.066,0.346,0.113,0.432,0.432,0.343,0.225,5.9,0.4805
468,2018,Jurickson Profar,TEX,146,594,133,0.269,0.218,0.439,0.343,0.126,0.336,0.043,0.318,0.398,0.33,0.273,6.3,0.4585
469,2018,Justin Smoak,TOR,147,594,122,0.297,0.179,0.395,0.426,0.073,0.369,0.108,0.418,0.491,0.295,0.213,1.1,0.472
470,2016,Carlos Beltran,- - -,151,593,163,0.315,0.209,0.421,0.37,0.113,0.323,0.064,0.385,0.477,0.299,0.224,1.8,0.4625
471,2017,Daniel Murphy,WSN,144,593,172,0.341,0.276,0.335,0.389,0.134,0.396,0.041,0.417,0.391,0.363,0.246,3.8,0.464
472,2019,J.T. Realmuto,PHI,145,593,148,0.309,0.234,0.39,0.376,0.088,0.35,0.066,0.41,0.442,0.317,0.241,5.5,0.472
473,2017,Mark Reynolds,COL,148,593,139,0.343,0.216,0.421,0.363,0.103,0.365,0.078,0.359,0.44,0.339,0.221,2.7,0.466
474,2018,Amed Rosario,NYM,154,592,142,0.31,0.209,0.495,0.296,0.116,0.324,0.032,0.32,0.349,0.413,0.238,7,0.452
475,2018,Asdrubal Cabrera,- - -,147,592,143,0.296,0.191,0.421,0.388,0.085,0.329,0.068,0.389,0.478,0.324,0.198,1.8,0.469
476,2018,Eddie Rosario,MIN,138,592,161,0.316,0.203,0.357,0.441,0.115,0.325,0.072,0.332,0.434,0.332,0.234,4.7,0.463
477,2016,Jason Heyward,CHC,142,592,122,0.266,0.205,0.462,0.333,0.144,0.289,0.025,0.309,0.407,0.366,0.227,4.2,0.448
478,2021,Max Muncy,LAD,144,592,124,0.257,0.206,0.381,0.413,0.077,0.349,0.161,0.463,0.439,0.344,0.217,3.6,0.4865
479,2019,Austin Meadows,TBR,138,591,154,0.331,0.231,0.341,0.429,0.099,0.381,0.115,0.429,0.451,0.348,0.201,5.6,0.4735
480,2021,Austin Meadows,TBR,142,591,121,0.249,0.183,0.287,0.53,0.093,0.361,0.087,0.376,0.401,0.356,0.243,4.1,0.4595
481,2018,Nelson Cruz,SEA,144,591,133,0.264,0.175,0.44,0.385,0.11,0.313,0.135,0.513,0.408,0.348,0.245,2.1,0.486
482,2015,Yunel Escobar,WSN,139,591,168,0.347,0.223,0.545,0.232,0.056,0.299,0.026,0.363,0.376,0.346,0.278,2.5,0.459
483,2019,Eddie Rosario,MIN,137,590,155,0.273,0.204,0.374,0.422,0.118,0.332,0.077,0.357,0.488,0.307,0.205,3.6,0.4695
484,2018,Jose Martinez,STL,152,590,163,0.351,0.261,0.462,0.277,0.033,0.375,0.09,0.441,0.324,0.329,0.347,1.4,0.4705
485,2017,Eddie Rosario,MIN,151,589,157,0.312,0.202,0.424,0.374,0.073,0.324,0.067,0.321,0.393,0.368,0.239,3.9,0.466
486,2019,Freddy Galvis,- - -,147,589,145,0.312,0.209,0.404,0.387,0.063,0.318,0.043,0.364,0.429,0.304,0.267,3.2,0.4565
487,2015,Gerardo Parra,- - -,155,589,159,0.325,0.238,0.468,0.294,0.091,0.328,0.028,0.297,0.377,0.345,0.278,6.1,0.459
488,2019,Jason Heyward,CHC,147,589,129,0.281,0.196,0.463,0.342,0.101,0.318,0.049,0.362,0.419,0.365,0.217,4.7,0.456
489,2016,Jay Bruce,- - -,147,589,135,0.266,0.219,0.371,0.41,0.059,0.358,0.082,0.382,0.445,0.358,0.197,4.4,0.465
490,2019,Max Muncy,LAD,141,589,122,0.283,0.235,0.378,0.387,0.038,0.389,0.111,0.43,0.442,0.322,0.237,3.8,0.472
491,2021,Amed Rosario,CLE,141,588,155,0.34,0.205,0.514,0.281,0.098,0.32,0.028,0.431,0.32,0.399,0.281,6.6,0.454
492,2018,Dee Strange-Gordon,SEA,141,588,149,0.304,0.224,0.552,0.224,0.049,0.302,0,0.124,0.329,0.363,0.308,7.1,0.4255
493,2016,Gregory Polanco,PIT,144,587,136,0.291,0.24,0.388,0.371,0.111,0.345,0.058,0.398,0.492,0.282,0.227,5.6,0.47
494,2018,Travis Shaw,MIL,152,587,120,0.242,0.181,0.374,0.445,0.097,0.312,0.093,0.38,0.458,0.325,0.217,2.6,0.4655
495,2017,Chase Headley,NYY,147,586,140,0.341,0.249,0.435,0.317,0.066,0.369,0.044,0.332,0.382,0.333,0.284,4.3,0.4515
496,2019,Hunter Dozier,KCR,139,586,146,0.339,0.216,0.345,0.439,0.102,0.358,0.089,0.429,0.408,0.345,0.247,4.5,0.471
497,2018,Jon Jay,- - -,143,586,141,0.319,0.242,0.593,0.165,0.014,0.316,0.016,0.216,0.334,0.352,0.314,5.3,0.445
498,2021,Kris Bryant,- - -,144,586,136,0.313,0.234,0.374,0.392,0.081,0.371,0.103,0.397,0.413,0.366,0.221,4.8,0.464
499,2021,Ryan Mountcastle,BAL,144,586,136,0.297,0.221,0.353,0.426,0.08,0.389,0.118,0.397,0.397,0.324,0.279,3.2,0.4625
500,2019,Starling Marte,PIT,132,586,159,0.319,0.214,0.505,0.282,0.056,0.308,0.08,0.379,0.397,0.35,0.253,7.5,0.469
501,2017,Trey Mancini,BAL,147,586,159,0.352,0.194,0.51,0.297,0.074,0.309,0.093,0.404,0.375,0.353,0.272,3.2,0.4755
502,2021,Enrique Hernandez,BOS,134,585,127,0.278,0.212,0.326,0.462,0.123,0.365,0.084,0.432,0.472,0.289,0.24,3.6,0.4685
503,2021,Jared Walsh,LAA,144,585,147,0.335,0.218,0.483,0.299,0.123,0.336,0.113,0.412,0.417,0.373,0.21,2.5,0.47
504,2015,Joc Pederson,LAD,151,585,101,0.262,0.158,0.418,0.424,0.152,0.283,0.111,0.452,0.436,0.347,0.217,2.4,0.483
505,2021,Nick Castellanos,CIN,138,585,164,0.34,0.267,0.375,0.358,0.06,0.44,0.106,0.469,0.394,0.361,0.245,3.5,0.4745
506,2016,Brandon Phillips,CIN,141,584,160,0.312,0.214,0.462,0.324,0.089,0.351,0.022,0.255,0.333,0.363,0.304,4.4,0.445
507,2015,Jean Segura,MIL,142,584,144,0.298,0.167,0.59,0.242,0.088,0.254,0.008,0.265,0.248,0.379,0.373,6.4,0.4435
508,2016,Jordy Mercer,PIT,149,584,133,0.286,0.197,0.485,0.318,0.122,0.279,0.02,0.261,0.339,0.366,0.294,3,0.449
509,2016,Kevin Pillar,TOR,146,584,146,0.306,0.205,0.456,0.339,0.156,0.278,0.024,0.3,0.39,0.315,0.295,4.7,0.455
510,2019,Mike Moustakas,MIL,143,584,133,0.25,0.189,0.358,0.453,0.135,0.323,0.101,0.405,0.407,0.302,0.29,3.3,0.469
511,2021,Nelson Cruz,- - -,140,584,136,0.286,0.184,0.429,0.386,0.124,0.318,0.135,0.52,0.414,0.338,0.247,3.3,0.488
512,2019,Willy Adames,TBR,152,584,135,0.32,0.229,0.468,0.303,0.044,0.361,0.081,0.356,0.382,0.359,0.259,3.2,0.465
513,2015,Andrelton Simmons,ATL,147,583,142,0.285,0.214,0.562,0.224,0.093,0.278,0.008,0.29,0.345,0.422,0.233,3.6,0.4525
514,2018,Josh Bell,PIT,148,583,131,0.305,0.19,0.485,0.325,0.092,0.296,0.062,0.388,0.338,0.376,0.286,3.3,0.471
515,2021,Charlie Blackmon,COL,150,582,139,0.305,0.221,0.472,0.308,0.092,0.326,0.07,0.383,0.387,0.364,0.249,4.3,0.4635
516,2021,Chris Taylor,LAD,148,582,129,0.337,0.221,0.363,0.416,0.064,0.381,0.102,0.381,0.456,0.311,0.233,6.4,0.4635
517,2016,Daniel Murphy,WSN,142,582,184,0.348,0.218,0.363,0.419,0.089,0.363,0.083,0.413,0.413,0.33,0.257,4.4,0.4655
518,2015,Josh Reddick,OAK,149,582,143,0.278,0.21,0.384,0.406,0.09,0.321,0.047,0.323,0.353,0.356,0.291,4.8,0.4585
519,2018,Aaron Hicks,NYY,137,581,119,0.264,0.216,0.4,0.384,0.12,0.342,0.085,0.43,0.454,0.369,0.178,5.3,0.4665
520,2015,Adam Jones,BAL,137,581,147,0.286,0.178,0.458,0.363,0.118,0.275,0.085,0.345,0.443,0.34,0.217,3.8,0.465
521,2018,DJ LeMahieu,COL,128,581,147,0.298,0.21,0.496,0.295,0.03,0.313,0.043,0.428,0.298,0.407,0.296,4.4,0.466
522,2019,Rougned Odor,TEX,145,581,107,0.244,0.174,0.347,0.479,0.138,0.306,0.136,0.454,0.474,0.335,0.191,4.4,0.481
523,2016,Yadier Molina,STL,147,581,164,0.335,0.219,0.484,0.297,0.05,0.355,0.027,0.277,0.376,0.345,0.279,2.3,0.4535
524,2019,Christian Yelich,MIL,130,580,161,0.355,0.209,0.432,0.359,0.075,0.332,0.158,0.487,0.393,0.374,0.233,6.2,0.484
525,2018,Ketel Marte,ARI,153,580,135,0.282,0.197,0.512,0.29,0.109,0.288,0.045,0.365,0.367,0.392,0.241,5.8,0.46
526,2018,Xander Bogaerts,BOS,136,580,148,0.317,0.212,0.433,0.356,0.108,0.329,0.094,0.415,0.434,0.348,0.218,4.3,0.4755
527,2018,Edwin Encarnacion,CLE,137,579,123,0.265,0.203,0.36,0.437,0.11,0.341,0.104,0.404,0.456,0.315,0.229,3.1,0.4715
528,2021,Giancarlo Stanton,NYY,139,579,139,0.324,0.185,0.447,0.368,0.099,0.326,0.157,0.556,0.379,0.34,0.281,0.6,0.4965
529,2017,J.T. Realmuto,MIA,141,579,148,0.318,0.179,0.478,0.343,0.054,0.326,0.061,0.352,0.466,0.352,0.182,5,0.459
530,2015,Didi Gregorius,NYY,155,578,139,0.297,0.212,0.447,0.341,0.093,0.332,0.011,0.245,0.385,0.35,0.265,3.5,0.4405
531,2016,Ender Inciarte,ATL,131,578,152,0.329,0.237,0.494,0.268,0.157,0.315,0.007,0.15,0.319,0.351,0.33,6.3,0.4385
532,2015,Starlin Castro,CHC,151,578,145,0.298,0.17,0.541,0.289,0.113,0.282,0.039,0.278,0.408,0.386,0.206,3.1,0.4515
533,2017,Cesar Hernandez,PHI,128,577,150,0.353,0.226,0.528,0.246,0.031,0.333,0.027,0.297,0.358,0.377,0.265,6,0.4495
534,2017,David Peralta,ARI,140,577,154,0.333,0.184,0.551,0.265,0.13,0.27,0.032,0.355,0.313,0.387,0.3,4.6,0.469
535,2018,Joey Gallo,TEX,148,577,103,0.249,0.206,0.296,0.498,0.117,0.375,0.222,0.491,0.451,0.314,0.235,3.1,0.4995
536,2021,Anthony Rizzo,- - -,141,576,123,0.258,0.194,0.409,0.397,0.104,0.312,0.077,0.408,0.473,0.309,0.217,4.4,0.4655
537,2016,Joe Mauer,MIN,134,576,129,0.301,0.268,0.519,0.213,0,0.365,0.05,0.429,0.308,0.34,0.352,3.6,0.4715
538,2016,Leonys Martin,SEA,143,576,128,0.313,0.199,0.432,0.368,0.113,0.303,0.05,0.313,0.458,0.313,0.229,6.2,0.4545
539,2017,Mitch Moreland,BOS,149,576,125,0.278,0.204,0.434,0.362,0.049,0.349,0.112,0.364,0.372,0.361,0.267,1.7,0.4745
540,2017,Ryan Zimmerman,WSN,144,576,159,0.335,0.199,0.464,0.337,0.088,0.323,0.112,0.481,0.355,0.355,0.29,2.2,0.489
541,2017,Todd Frazier,- - -,147,576,101,0.226,0.184,0.342,0.475,0.185,0.331,0.09,0.302,0.486,0.297,0.218,3.1,0.4665
542,2017,Tim Beckham,- - -,137,575,148,0.365,0.218,0.488,0.295,0.037,0.348,0.082,0.397,0.457,0.332,0.212,4.4,0.4715
543,2021,Andrew McCutchen,PHI,144,574,107,0.242,0.193,0.403,0.403,0.09,0.336,0.09,0.395,0.504,0.317,0.179,3.9,0.467
544,2019,Dexter Fowler,STL,150,574,116,0.294,0.253,0.388,0.359,0.048,0.403,0.071,0.283,0.403,0.371,0.226,3.5,0.4525
545,2021,Eugenio Suarez,CIN,145,574,100,0.224,0.171,0.363,0.466,0.076,0.33,0.15,0.398,0.472,0.31,0.218,1.7,0.4695
546,2018,Yonder Alonso,CLE,145,574,129,0.283,0.217,0.383,0.401,0.145,0.369,0.093,0.367,0.437,0.344,0.219,1.2,0.4625
547,2017,Joe Panik,SFG,138,573,147,0.301,0.219,0.44,0.341,0.076,0.329,0.024,0.237,0.361,0.368,0.271,4.2,0.4495
548,2018,Yuli Gurriel,HOU,136,573,156,0.306,0.202,0.443,0.356,0.129,0.326,0.017,0.362,0.412,0.364,0.225,3.6,0.4485
549,2015,Adam Lind,MIL,149,572,139,0.309,0.188,0.462,0.351,0.07,0.314,0.062,0.36,0.356,0.383,0.262,1.3,0.468
550,2021,Hunter Renfroe,BOS,144,572,135,0.284,0.176,0.39,0.433,0.163,0.327,0.144,0.443,0.461,0.287,0.252,2.4,0.4815
551,2015,Yangervis Solarte,SDP,152,571,142,0.279,0.193,0.436,0.371,0.109,0.291,0.023,0.316,0.48,0.324,0.196,3.4,0.452
552,2017,Brandon Crawford,SFG,144,570,131,0.293,0.194,0.462,0.344,0.07,0.348,0.051,0.333,0.389,0.331,0.28,2.5,0.4615
553,2017,Didi Gregorius,NYY,136,570,153,0.287,0.2,0.362,0.438,0.155,0.355,0.032,0.208,0.403,0.374,0.223,2.7,0.4425
554,2021,Luis Urias,MIL,150,570,122,0.28,0.207,0.414,0.379,0.147,0.349,0.092,0.396,0.466,0.347,0.188,3.8,0.467
555,2018,Tommy Pham,- - -,137,570,136,0.342,0.239,0.48,0.281,0.05,0.387,0.095,0.496,0.378,0.398,0.224,6.6,0.4765
556,2017,Yasiel Puig,LAD,152,570,131,0.274,0.161,0.483,0.356,0.153,0.272,0.084,0.374,0.465,0.304,0.23,4.4,0.4705
557,2018,Didi Gregorius,NYY,134,569,135,0.259,0.195,0.389,0.416,0.12,0.328,0.04,0.306,0.404,0.369,0.227,5.5,0.454
558,2019,Trea Turner,WSN,122,569,155,0.348,0.2,0.472,0.328,0.149,0.298,0.061,0.42,0.424,0.327,0.249,7.6,0.4655
559,2018,Alex Gordon,KCR,141,568,124,0.299,0.264,0.436,0.3,0.061,0.365,0.063,0.393,0.402,0.342,0.256,3.8,0.467
560,2016,Asdrubal Cabrera,NYM,141,568,146,0.31,0.229,0.374,0.396,0.067,0.364,0.048,0.331,0.512,0.271,0.217,3.4,0.4615
561,2017,Buster Posey,SFG,140,568,158,0.347,0.233,0.436,0.33,0.028,0.365,0.035,0.344,0.365,0.4,0.236,2.8,0.4625
562,2017,Chris Taylor,LAD,140,568,148,0.361,0.226,0.415,0.358,0.045,0.397,0.062,0.34,0.383,0.335,0.282,6.4,0.456
563,2016,Elvis Andrus,TEX,147,568,153,0.333,0.238,0.477,0.285,0.071,0.324,0.018,0.318,0.427,0.347,0.226,6.7,0.4525
564,2021,Josh Bell,WSN,144,568,130,0.276,0.2,0.535,0.265,0.057,0.285,0.088,0.515,0.39,0.358,0.253,1.8,0.4825
565,2017,Max Kepler,MIN,147,568,124,0.276,0.176,0.428,0.395,0.115,0.319,0.04,0.367,0.439,0.312,0.249,4.2,0.4615
566,2016,Nomar Mazara,TEX,145,568,137,0.299,0.214,0.489,0.297,0.082,0.326,0.058,0.348,0.372,0.353,0.275,2.4,0.457
567,2015,Ryan Braun,MIL,140,568,144,0.322,0.193,0.496,0.31,0.033,0.317,0.096,0.461,0.307,0.383,0.31,6.3,0.4795
568,2019,Jackie Bradley Jr.,BOS,147,567,111,0.281,0.17,0.496,0.334,0.088,0.302,0.09,0.43,0.422,0.346,0.233,4.6,0.4755
569,2021,Jean Segura,PHI,131,567,149,0.317,0.192,0.521,0.288,0.103,0.308,0.059,0.374,0.342,0.392,0.265,4.8,0.4625
570,2019,Jeff McNeil,NYM,133,567,162,0.337,0.221,0.433,0.347,0.06,0.342,0.044,0.367,0.463,0.314,0.222,3.3,0.461
571,2021,Kyle Tucker,HOU,140,567,149,0.304,0.217,0.339,0.444,0.043,0.42,0.116,0.47,0.359,0.423,0.219,5.3,0.4715
